employee_id,employment_status,department,grade,attained_age_years,completed_service_years,gratuity_plan_id,db_pension_plan_id,dc_superannuation_plan_id,gti_pricing_plan_id,edli_plan_id,gratuity_dbo,db_pension_liability,combined_db_liability,current_annual_employer_contribution,current_annual_employee_contribution,projected_future_contribution_corpus,gti_sum_assured,gti_q_death_1y,gti_fresh_expected_claim_cost,gti_fresh_model_gross_premium,gti_underwriting_referral_flag,gti_cover_above_free_cover_limit,gti_free_cover_limit,edli_capped_monthly_wage,edli_part_b_lower_if_qualifying,edli_part_b_upper_if_qualifying,official_calculator_required_flag,edli_model_status,pipeline_11_version
E00015,Active,Supply Chain,E6,38.620123203285424,1.702943189596167,GRAT_STD_01,,SUP_DC_01,GTI_GRADE_03,EDLI_STAT_CURRENT,104409.24201535947,,104409.24201535947,251820.0,0.0,19789595.848564964,5000000.0,0.0006161531422440738,3080.7657112203688,3850.957139025461,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00016,Active,Sales,E4,33.20739219712526,3.704312114989733,GRAT_STD_01,,,GTI_GRADE_03,EDLI_STAT_CURRENT,113565.38071938041,,113565.38071938041,,,,3000000.0,0.00044844373827003845,1345.3312148101154,1681.6640185126441,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00017,Active,Supply Chain,E2,25.404517453798768,4.832306639288158,GRAT_STD_01,,,,EDLI_STAT_CURRENT,109125.30926302001,,109125.30926302001,,,,,,,,,,,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00018,Active,Research,E7,52.63518138261465,14.94592744695414,GRAT_EXEC_03,,SUP_DC_01,GTI_SAL_02,EDLI_STAT_CURRENT,2410897.592995659,,2410897.592995659,373140.0,0.0,4287943.566838251,9555000.0,0.0017817435841380816,17024.55994643937,21280.69993304921,True,2055000.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00019,Active,Supply Chain,E5,41.52224503764545,7.345653661875428,GRAT_STD_01,,SUP_DC_01,GTI_SAL_02,EDLI_STAT_CURRENT,490344.9477036949,,490344.9477036949,200160.0,0.0,11375850.103411548,5649000.0,0.0007487266213571642,4229.556684046621,5286.945855058276,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00020,Retired,Manufacturing,E1,22.650239561943874,3.36208076659822,GRAT_STD_01,,,,,,,0.0,,,,,,,,,,,,,,,,P11-C01
E00021,Active,Technology,E4,38.63655030800821,5.823408624229979,GRAT_STD_01,PEN_DB_01,,GTI_FLAT_01,EDLI_STAT_CURRENT,170080.47748185607,247106.57918532743,417187.0566671835,,,,2000000.0,0.0006168051065743171,1233.610213148634,1542.0127664357926,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00022,Active,Sales,E7,51.79739904175222,5.429158110882957,GRAT_STD_01,,SUP_DC_01,GTI_SAL_02,EDLI_STAT_CURRENT,709589.4589684616,,709589.4589684616,424260.0,0.0,5713950.822179099,10000000.0,0.0016604407558622686,16604.407558622686,20755.509448278357,True,2500000.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00023,Active,Supply Chain,E4,47.10746064339494,4.317590691307323,GRAT_STD_01,PEN_DB_02,,GTI_FLAT_01,EDLI_STAT_CURRENT,146795.2828200915,485090.200128726,631885.4829488175,,,,2000000.0,0.0011342558970346666,2268.511794069333,2835.639742586666,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00024,Retired,Corporate,E2,22.69678302532512,2.674880219028063,GRAT_STD_01,,,,,,,0.0,,,,,,,,,,,,,,,,P11-C01
E00025,Active,Technology,E3,38.888432580424364,7.759069130732375,GRAT_STD_01,,SUP_DC_01,GTI_FLAT_01,EDLI_STAT_CURRENT,245788.435983292,,245788.435983292,110520.0,0.0,8444546.90254601,2000000.0,0.000626930723155472,1253.8614463109438,1567.3268078886797,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00026,Active,Manufacturing,E8,41.82614647501711,3.4140999315537304,GRAT_STD_01,,SUP_DC_01,GTI_SAL_02,EDLI_STAT_CURRENT,351753.09655694425,,351753.09655694425,376740.0,0.0,20735269.541657496,9144000.0,0.0007648488845497336,6993.778200322764,8742.222750403454,True,1644000.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00027,Active,Supply Chain,E2,30.811772758384667,10.702258726899384,GRAT_STD_01,,,GTI_FLAT_01,EDLI_STAT_CURRENT,177761.53323698204,,177761.53323698204,,,,2000000.0,0.000397728369595047,795.4567391900939,994.3209239876173,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00028,Active,Customer Service,E3,51.32101300479124,16.761122518822724,GRAT_STD_01,,SUP_DC_02,GTI_GRADE_03,EDLI_STAT_CURRENT,444959.8961486786,,444959.8961486786,57000.0,28500.0,1294681.3048408036,2500000.0,0.0015956575133947769,3989.143783486942,4986.429729358677,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00029,Active,Customer Service,E4,54.940451745379875,4.856947296372348,GRAT_STD_01,,,GTI_SAL_02,EDLI_STAT_CURRENT,194357.4225849898,,194357.4225849898,,,,3441000.0,0.0021700354252646797,7467.091898335762,9333.864872919703,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00030,Active,Manufacturing,E4,47.25530458590007,10.507871321013004,GRAT_STD_01,,,GTI_FLAT_01,EDLI_STAT_CURRENT,377256.04885196744,,377256.04885196744,,,,2000000.0,0.0011475077156424735,2295.015431284947,2868.769289106184,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00031,Active,Operations,E6,48.158795345653665,10.625598904859686,GRAT_ENH_02,PEN_DB_01,,GTI_GRADE_03,EDLI_STAT_CURRENT,1073134.716450769,2205845.7599966438,3278980.4764474127,,,,5000000.0,0.0012326732021671761,6163.366010835881,7704.20751354485,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00032,Exited,Finance,E7,54.49418206707735,1.0321697467488022,GRAT_EXEC_03,,,,,,,0.0,,,,,,,,,,,,,,,,P11-C01
E00033,Active,Operations,E5,60.49555099247091,3.838466803559206,,,,GTI_SAL_02,EDLI_STAT_CURRENT,,,0.0,,,,5148000.0,0.003542854661895775,18238.61579943945,22798.26974929931,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00034,Active,Corporate,E3,33.36618754277892,2.5544147843942504,GRAT_STD_01,,SUP_DC_01,GTI_GRADE_03,EDLI_STAT_CURRENT,71360.69534345539,,71360.69534345539,113580.0,0.0,15324608.755637925,2500000.0,0.000452232313396495,1130.5807834912375,1413.225979364047,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00035,Active,Manufacturing,E3,33.70294318959617,8.240930869267626,GRAT_STD_01,,,,EDLI_STAT_CURRENT,216569.3014322899,,216569.3014322899,,,,,,,,,,,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00036,Active,Sales,E1,35.10746064339494,3.29637234770705,GRAT_STD_01,,SUP_DC_01,GTI_SAL_02,EDLI_STAT_CURRENT,37008.228677235034,,37008.228677235034,38700.0,0.0,4386141.898393163,1500000.0,0.0004977639150392983,746.6458725589474,933.3073406986842,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00037,Active,Manufacturing,E2,21.256673511293634,2.4996577686516086,GRAT_STD_01,,,GTI_FLAT_01,EDLI_STAT_CURRENT,48785.86962113732,,48785.86962113732,,,,2000000.0,0.00027952765400904,559.05530801808,698.8191350226,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00038,Active,Finance,E5,49.81519507186858,11.71252566735113,GRAT_STD_01,PEN_DB_02,,GTI_SAL_02,EDLI_STAT_CURRENT,520530.2161216459,2349770.5797015247,2870300.795823171,,,,3921000.0,0.0014091734345362678,5525.369036816706,6906.711296020882,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00039,Active,Manufacturing,E4,38.691307323750856,4.7091033538672145,GRAT_STD_01,PEN_DB_02,,GTI_FLAT_01,EDLI_STAT_CURRENT,113999.47311469013,263119.0796764649,377118.55279115506,,,,2000000.0,0.0006189857048527467,1237.9714097054932,1547.4642621318665,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00040,Active,Operations,E3,44.98015058179329,6.8172484599589325,GRAT_STD_01,,,GTI_FLAT_01,EDLI_STAT_CURRENT,193145.2290617626,,193145.2290617626,,,,2000000.0,0.000962861917299031,1925.723834598062,2407.1547932475773,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00041,Active,Manufacturing,E3,32.89253935660506,0.5065023956194388,GRAT_STD_01,PEN_DB_01,,GTI_FLAT_01,EDLI_STAT_CURRENT,5444.00488810629,6900.485541315435,12344.490429421725,,,,2000000.0,0.00044109931776931203,882.1986355386241,1102.74829442328,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00042,Active,Human Resources,E3,36.780287474332646,3.4962354551676933,GRAT_ENH_02,,SUP_DC_01,GTI_FLAT_01,EDLI_STAT_CURRENT,106196.48751603966,,106196.48751603966,81720.0,0.0,7802171.045646311,2000000.0,0.000549227132566835,1098.45426513367,1373.0678314170875,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00043,Active,Sales,E3,20.008213552361397,2.00684462696783,GRAT_STD_01,,,GTI_SAL_02,EDLI_STAT_CURRENT,50919.715282212346,,50919.715282212346,,,,2667000.0,0.00027060398272981203,721.7008219404087,902.1260274255108,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00044,Active,Sales,E5,36.50924024640657,1.5633127994524298,GRAT_STD_01,,SUP_DC_02,GTI_SAL_02,EDLI_STAT_CURRENT,68714.87872610387,,68714.87872610387,132100.0,66050.0,21012337.449385922,5019000.0,0.000540321893916192,2711.8755855653676,3389.8444819567094,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00045,Active,Operations,E7,42.455852156057496,4.780287474332649,GRAT_ENH_02,PEN_DB_02,,GTI_GRADE_03,EDLI_STAT_CURRENT,544772.3569277094,1152842.1823358322,1697614.5392635416,,,,7500000.0,0.000799778356544792,5998.337674085939,7497.922092607424,True,2500000.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00046,Active,Manufacturing,E7,53.5523613963039,6.899383983572895,GRAT_ENH_02,,SUP_DC_02,GTI_FLAT_01,EDLI_STAT_CURRENT,955213.2308279078,,955213.2308279078,225000.0,112500.0,3277998.620065611,2000000.0,0.0019261148345053505,3852.229669010701,4815.287086263376,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00047,Active,Customer Service,E3,33.78781656399726,1.839835728952772,GRAT_STD_01,,,GTI_SAL_02,EDLI_STAT_CURRENT,27109.19758931963,,27109.19758931963,,,,1611000.0,0.0004625742840098878,745.2071715399293,931.5089644249116,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00048,Exited,Sales,E6,42.59000684462697,0.13963039014373715,GRAT_STD_01,,,,,,,0.0,,,,,,,,,,,,,,,,P11-C01
E00049,Active,Operations,E1,22.587268993839835,1.3086926762491444,GRAT_ENH_02,,,GTI_FLAT_01,EDLI_STAT_CURRENT,27534.846230211715,,27534.846230211715,,,,2000000.0,0.0002902829543698502,580.5659087397004,725.7073859246254,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00050,Active,Finance,E5,33.22655715263518,9.6290212183436,GRAT_ENH_02,,SUP_DC_01,GTI_SAL_02,EDLI_STAT_CURRENT,630878.9970547978,,630878.9970547978,169740.0,0.0,23243927.071171492,4362000.0,0.0004488979441492646,1958.0928323790922,2447.6160404738653,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00051,Active,Customer Service,E5,40.2299794661191,5.073237508555784,,,SUP_DC_01,GTI_GRADE_03,EDLI_STAT_CURRENT,,,0.0,173160.0,0.0,11420339.378806615,4000000.0,0.0006851515556240661,2740.6062224962643,3425.7577781203304,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00052,Active,Operations,E2,22.308008213552363,4.079397672826831,GRAT_STD_01,,SUP_DC_02,GTI_FLAT_01,EDLI_STAT_CURRENT,79679.37794611669,,79679.37794611669,46800.0,23400.0,29875880.61632772,2000000.0,0.00028791122444942017,575.8224488988403,719.7780611235504,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00053,Active,Manufacturing,E6,51.7782340862423,6.179329226557153,GRAT_STD_01,,SUP_DC_01,GTI_GRADE_03,,535529.9163383734,,535529.9163383734,245700.0,0.0,3312839.2381244125,5000000.0,0.0016577774348127794,8288.887174063897,10361.10896757987,False,0.0,5000000.0,,,,,,P11-C01
E00054,Active,Manufacturing,E3,35.60301163586585,10.811772758384668,GRAT_STD_01,,,GTI_SAL_02,EDLI_STAT_CURRENT,210063.23036050482,,210063.23036050482,,,,1746000.0,0.0005121637500635341,894.2379076109306,1117.7973845136632,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00055,Active,Technology,E4,35.00068446269678,9.440109514031485,,,,GTI_SAL_02,EDLI_STAT_CURRENT,,,0.0,,,,3249000.0,0.0004947492235821513,1607.4402274184097,2009.300284273012,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00056,Active,Sales,E5,44.58316221765914,5.823408624229979,GRAT_STD_01,,SUP_DC_02,GTI_FLAT_01,EDLI_STAT_CURRENT,360889.1654830809,,360889.1654830809,141800.0,70900.0,8836263.954915037,2000000.0,0.0009345464016191818,1869.0928032383636,2336.3660040479544,False,0.0,5000000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00057,Active,Human Resources,E4,27.24435318275154,2.4175222450376452,GRAT_STD_01,,SUP_DC_01,GTI_SAL_02,EDLI_STAT_CURRENT,64271.604271422126,,64271.604271422126,101160.0,0.0,24431229.396184746,3060000.0,0.0003407338289230848,1042.6455165046395,1303.3068956307993,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
E00058,Exited,Manufacturing,E4,35.58384668035592,4.528405201916495,GRAT_EXEC_03,,,,,,,0.0,,,,,,,,,,,,,,,,P11-C01
E00059,Active,Technology,E6,44.79671457905544,16.876112251882272,GRAT_STD_01,,,GTI_SAL_02,EDLI_STAT_CURRENT,1182118.8280115998,,1182118.8280115998,,,,6564000.0,0.0009496450852277521,6233.470339434964,7791.837924293705,False,0.0,7500000.0,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,P11-C01
