dataset,record_key,issue,severity,note
salary_history,E00746|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E01403|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E01859|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E01859|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E01879|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E01879|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E02446|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E02446|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E02951|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E03185|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E03185|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E03215|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E03215|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E03365|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E03865|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E03865|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E04051|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E04575|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E04575|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E04689|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E04709|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E05104|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E05222|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E05678|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E06350|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E06350|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E06444|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E06444|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E06868|2026-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E07097|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E07097|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E07134|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E07134|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E08221|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E08221|2025-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E08569|2023-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
salary_history,E08569|2024-04-01,large_year_on_year_salary_movement,Review,"Preserved rather than winsorized; verify promotion, correction or genuine pay movement"
claims_history,CLM0024435,paid_or_approved_claim_without_positive_amount,High,Claim amount not fabricated; exclude from severity analysis until resolved
