employee_id,plan_id,attained_age_years,completed_service_years,remaining_service_years,current_gratuity_salary_basis,gratuity_salary_basis_column,model_input_quality_status,dbo_death,dbo_withdrawal,dbo_disability,dbo_early_retirement,puc_one_service_year_active_exit,projection_status,valuation_included_flag,probability_reach_retirement_active,probability_mass_total,retirement_puc_benefit,pv_gratuity_retirement,pv_one_service_year_retirement,gratuity_dbo,puc_one_service_year_pv,valuation_status,gratuity_engine_version
E00021,GRAT_STD_01,38.63655030800821,5.823408624229979,21.36344969199179,56800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2647.563232711279,111655.34726712263,3209.509631045395,4457.781385864601,20944.812460738463,PROJECTED,True,0.3081148376551949,1.0000000000000004,662619.315618386,48110.275965112174,8261.53187412187,170080.47748185607,29206.344334860332,INCLUDED,P07-C01
E00022,GRAT_STD_01,51.79739904175222,5.429158110882957,8.202600958247778,240900.0,eligible_gratuity_wages_monthly,Observed_or_Validated,10327.29500375849,264344.0789136898,6936.897269184251,9035.945408709673,53533.93853325706,PROJECTED,True,0.5996799801472723,1.0,1216917.4405673128,418945.24237311934,77165.78405284004,709589.4589684616,130699.72258609711,INCLUDED,P07-C01
E00023,GRAT_STD_01,47.10746064339494,4.317590691307323,12.892539356605063,64100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2382.430137235159,75286.92153359539,1986.1563839803066,2658.4082500510667,19064.77991778746,PROJECTED,True,0.4558179983783638,1.0,338434.2230606005,64481.366515229565,14934.571413879261,146795.2828200915,33999.35133166672,INCLUDED,P07-C01
E00025,GRAT_STD_01,38.888432580424364,7.759069130732375,21.111567419575636,61700.0,eligible_gratuity_wages_monthly,Observed_or_Validated,3944.079205774288,157482.41047933282,4707.545107019692,6454.133334054032,22243.41157660111,PROJECTED,True,0.32314027989759936,0.9999999999999998,945059.5543046698,73200.26785711118,9434.155905014064,245788.435983292,31677.567481615173,INCLUDED,P07-C01
E00026,GRAT_STD_01,41.82614647501711,3.4140999315537304,18.17385352498289,214200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,5969.769266998932,210620.74296406555,6331.416112411264,7831.454266233493,67588.3504396121,PROJECTED,True,0.34015912067462917,0.9999999999999998,1216518.436471949,120999.71394723502,35441.17523594834,351753.09655694425,103029.52567556044,INCLUDED,P07-C01
E00027,GRAT_STD_01,30.811772758384667,10.702258726899384,29.188227241615333,33100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2491.236115555187,128630.5547347228,4127.653302449043,5853.050821656241,13184.365896493602,PROJECTED,True,0.2359319465872511,1.0,1119578.8783048312,36659.03826259877,3425.355263600461,177761.53323698204,16609.721160094065,INCLUDED,P07-C01
E00028,GRAT_STD_01,51.32101300479124,16.761122518822724,8.67898699520876,49200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,6998.780827314817,147141.9210603794,4778.66180832419,5854.979406638108,9830.7462950417,PROJECTED,True,0.6389277821754893,0.9999999999999999,788888.0728573998,280185.55304602213,16716.39549984639,444959.8961486786,26547.141794888088,INCLUDED,P07-C01
E00029,GRAT_STD_01,54.940451745379875,4.856947296372348,5.059548254620125,72300.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2179.5926580938603,51010.8292940373,1267.9306434847113,1637.5828655976397,11549.628200230121,PROJECTED,True,0.7156719884834593,1.0000000000000002,272054.4572899784,138261.48712377629,28466.746432896998,194357.4225849898,40016.37463312712,INCLUDED,P07-C01
E00030,GRAT_STD_01,47.25530458590007,10.507871321013004,12.74469541409993,67900.0,eligible_gratuity_wages_monthly,Observed_or_Validated,6475.995466026954,175786.69634351696,5323.220632152476,6872.732792396042,18505.997960331493,PROJECTED,True,0.5005406387145844,0.9999999999999999,865003.7219322394,182797.40361787498,17396.235453733414,377256.04885196744,35902.2334140649,INCLUDED,P07-C01
E00031,GRAT_ENH_02,48.158795345653665,10.625598904859686,11.841204654346335,140300.0,eligible_gratuity_wages_monthly,Observed_or_Validated,18121.492539513525,472505.5493204397,14276.180541153602,18337.813505160564,49243.4394137501,PROJECTED,True,0.5240884246344394,1.0000000000000002,2337833.0078082657,549893.6805445016,51751.78222594156,1073134.716450769,100995.22163969166,INCLUDED,P07-C01
E00034,GRAT_STD_01,33.36618754277892,2.5544147843942504,26.633812457221083,64600.0,eligible_gratuity_wages_monthly,Observed_or_Validated,1093.0974010529171,50228.335746037395,1678.286501210395,2024.330603979979,21540.765653424998,PROJECTED,True,0.2203592982349334,1.0,449400.4653070272,16336.645091174703,6395.455112059551,71360.69534345539,27936.220765484548,INCLUDED,P07-C01
E00035,GRAT_STD_01,33.70294318959617,8.240930869267626,26.29705681040383,51900.0,eligible_gratuity_wages_monthly,Observed_or_Validated,3151.9842002528367,152565.32610585,4676.705413967524,6602.385470817839,20264.26429733286,PROJECTED,True,0.2571697499115478,1.0000000000000002,1142171.4925860842,49572.90024140175,6015.449107366108,216569.3014322899,26279.713404698967,INCLUDED,P07-C01
E00036,GRAT_STD_01,35.10746064339494,3.29637234770705,24.892539356605063,23800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,553.7793395755789,25861.099752433074,787.5802316102136,1029.1145367658044,8564.437169855066,PROJECTED,True,0.24496694323791238,1.0000000000000002,193044.91996156218,8776.654816850369,2662.5192457264093,37008.228677235034,11226.956415581475,INCLUDED,P07-C01
E00037,GRAT_STD_01,21.256673511293634,2.4996577686516086,38.743326488706366,46100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,539.8460324377634,39226.59651494757,1323.7128011147981,1776.895333159798,17149.16786580097,PROJECTED,True,0.12809363724857772,0.9999999999999998,635525.2196859722,5918.818939477391,2367.8517170253194,48785.86962113732,19517.019582826288,INCLUDED,P07-C01
E00038,GRAT_STD_01,49.81519507186858,11.71252566735113,10.18480492813142,83000.0,eligible_gratuity_wages_monthly,Observed_or_Validated,8531.024594648066,204885.72012218143,6245.3140693092655,7918.52095082122,19430.529861833715,PROJECTED,True,0.5747502207093358,0.9999999999999998,1015270.7173423354,292949.6363846859,25011.653737612553,520530.2161216459,44442.18359944627,INCLUDED,P07-C01
E00039,GRAT_STD_01,38.691307323750856,4.7091033538672145,21.308692676249144,47000.0,eligible_gratuity_wages_monthly,Reconstructed_or_Imputed,1744.2784102467315,75667.17058327288,2116.0772124582404,2957.9141092780865,17516.16690415536,PROJECTED,True,0.3014706059670054,1.0,441966.0370013203,31514.032799434186,6692.15144185659,113999.47311469013,24208.31834601195,INCLUDED,P07-C01
E00040,GRAT_STD_01,44.98015058179329,6.8172484599589325,15.01984941820671,54000.0,eligible_gratuity_wages_monthly,Observed_or_Validated,3253.663712140682,104208.16310917876,2974.5581648052175,3965.8721939170973,16781.294953819375,PROJECTED,True,0.42691423763101066,1.0,509578.48004661716,78742.97188172085,11550.550393493388,193145.2290617626,28331.845347312763,INCLUDED,P07-C01
E00041,GRAT_STD_01,32.89253935660506,0.5065023956194388,27.107460643394937,30400.0,eligible_gratuity_wages_monthly,Observed_or_Validated,93.12224498125536,3712.54135649838,147.5968697962678,147.20643703833858,8095.651558171766,PROJECTED,True,0.19508271887804374,1.0,43107.29238411261,1343.537979792049,2652.5797141570047,5444.00488810629,10748.23127232877,INCLUDED,P07-C01
E00042,GRAT_ENH_02,36.780287474332646,3.4962354551676933,23.219712525667354,46900.0,eligible_gratuity_wages_monthly,Observed_or_Validated,1654.2409759177417,71308.45097257983,2174.3822724440743,2802.256335870653,22292.35746740461,PROJECTED,True,0.2666719907366464,1.0,509840.0308688472,28257.156959227374,8082.166467782143,106196.48751603966,30374.523935186753,INCLUDED,P07-C01
E00043,GRAT_STD_01,20.008213552361397,2.00684462696783,39.9917864476386,60300.0,eligible_gratuity_wages_monthly,Observed_or_Validated,538.6624237270776,41413.29930536279,1383.7101428363098,1881.1221637214303,22531.287887476516,PROJECTED,True,0.11891356619854314,0.9999999999999994,717754.1839920202,5702.921246564736,2841.735314198867,50919.715282212346,25373.023201675383,INCLUDED,P07-C01
E00044,GRAT_STD_01,36.50924024640657,1.5633127994524298,23.49075975359343,110400.0,eligible_gratuity_wages_monthly,Observed_or_Validated,1204.3435730363449,44527.4732762596,1625.8048323523692,1720.8214457300821,31393.87277105947,PROJECTED,True,0.24587991279377605,1.0,391369.4026522612,19636.43559872546,12560.784767836209,68714.87872610387,43954.65753889568,INCLUDED,P07-C01
E00045,GRAT_ENH_02,42.455852156057496,4.780287474332649,17.544147843942504,160800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,8794.133926122533,326677.3729028112,9000.419547170675,12297.351041678134,74633.43561102239,PROJECTED,True,0.3627013833832742,1.0000000000000002,1698748.5185607101,188003.07950992696,39328.82290435328,544772.3569277094,113962.25851537567,INCLUDED,P07-C01
E00046,GRAT_ENH_02,53.5523613963039,6.899383983572895,6.447638603696099,187500.0,eligible_gratuity_wages_monthly,Observed_or_Validated,12466.26589575102,286824.749363465,7716.794143958139,9900.389296777608,45932.82522823705,PROJECTED,True,0.6732472202789513,1.0,1466593.2391278732,638305.032127956,92516.23531140317,955213.2308279078,138449.06053964022,INCLUDED,P07-C01
E00047,GRAT_STD_01,33.78781656399726,1.839835728952772,26.21218343600274,37100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,447.90008199828674,18512.81380269521,678.0931852397766,739.6900497199914,11076.25903713297,PROJECTED,True,0.21861521444111517,1.0000000000000002,181381.44250786767,6730.700469666361,3658.31599188339,27109.19758931963,14734.57502901636,INCLUDED,P07-C01
E00049,GRAT_ENH_02,22.587268993839835,1.3086926762491444,37.412731006160165,39700.0,eligible_gratuity_wages_monthly,Observed_or_Validated,335.6571097008577,21586.717106420405,780.1707942830355,952.8578971293854,18075.598142210623,PROJECTED,True,0.1285353065669562,0.9999999999999998,379379.92306487117,3879.443322678031,2964.3654259584746,27534.846230211715,21039.9635681691,INCLUDED,P07-C01
E00050,GRAT_ENH_02,33.22655715263518,9.6290212183436,26.77344284736482,94800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,9260.421307901155,440314.7454297722,13843.55146467167,19412.277749489658,50143.310000400226,PROJECTED,True,0.2577609097031116,0.9999999999999998,3514717.1841131784,148048.00110296323,15375.186921483459,630878.9970547978,65518.496921883685,INCLUDED,P07-C01
E00052,GRAT_STD_01,22.308008213552363,4.079397672826831,37.69199178644764,39000.0,eligible_gratuity_wages_monthly,Observed_or_Validated,799.8968520234222,64936.72029395906,1873.085758174066,2945.2553319464046,17295.435232037988,PROJECTED,True,0.1416221990082679,0.9999999999999998,825290.8452740213,9124.419710013724,2236.7075832768537,79679.37794611669,19532.14281531484,INCLUDED,P07-C01
E00053,GRAT_STD_01,51.7782340862423,6.179329226557153,8.2217659137577,159800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,7848.320372389067,196648.24780752594,5273.533844860554,6840.870815559643,35054.123983133555,PROJECTED,True,0.604744514288865,1.0,919803.2102358121,318918.9434980383,51610.608822622286,535529.9163383734,86664.73280575583,INCLUDED,P07-C01
E00054,GRAT_STD_01,35.60301163586585,10.811772758384668,24.396988364134153,38300.0,eligible_gratuity_wages_monthly,Observed_or_Validated,3280.6987486031703,140776.57359931848,4471.734976365665,6142.420673085823,14305.834154479751,PROJECTED,True,0.2915551279628759,1.0,989920.9024430917,55391.80236313168,5123.2858478434655,210063.23036050482,19429.120002323216,INCLUDED,P07-C01
E00056,GRAT_STD_01,44.58316221765914,5.823408624229979,15.416837782340863,118200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,6006.505062642506,200314.98366536543,5599.003248465025,7522.818082252381,37682.966149012434,PROJECTED,True,0.4116670315826791,0.9999999999999998,975099.8118862025,141445.85542435554,24289.18603373101,360889.1654830809,61972.15218274345,INCLUDED,P07-C01
E00057,GRAT_STD_01,27.24435318275154,2.4175222450376452,32.75564681724846,62300.0,eligible_gratuity_wages_monthly,Reconstructed_or_Imputed,836.4222746615811,49093.921334067294,1644.5738211322052,2095.7968231175414,22200.711643148858,PROJECTED,True,0.16593597485900752,1.0,585984.8955793375,10600.890018443508,4385.022739792177,64271.604271422126,26585.734382941035,INCLUDED,P07-C01
E00059,GRAT_STD_01,44.79671457905544,16.876112251882272,15.20328542094456,134300.0,eligible_gratuity_wages_monthly,Observed_or_Validated,21357.06411949648,583738.6063170894,19474.85579206836,24544.76177800592,38463.55596113443,PROJECTED,True,0.47017705424896167,1.0000000000000002,3171017.374769549,533003.5400049395,31583.31326846272,1182118.8280115998,70046.86922959716,INCLUDED,P07-C01
E00060,GRAT_STD_01,35.61396303901437,8.032854209445585,24.386036960985628,37800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2338.11767728328,105553.40911509198,3205.958849459181,4476.600788271893,14387.673847510681,PROJECTED,True,0.27925808777270905,0.9999999999999998,725419.726880797,38908.20833633601,4843.63431998866,154482.29476644236,19231.30816749934,INCLUDED,P07-C01
E00061,GRAT_ENH_02,30.872005475701574,8.558521560574949,29.127994524298426,24000.0,eligible_gratuity_wages_monthly,Observed_or_Validated,1941.5208993799433,102835.71612613037,3197.163483646264,4582.653981823823,13151.46006168605,PROJECTED,True,0.22819065813671047,1.0,911216.1726740006,28975.354936660453,3385.5561070426197,141532.40942764084,16537.01616872867,INCLUDED,P07-C01
E00062,GRAT_STD_01,35.93976728268309,4.692676249144422,24.060232717316907,60800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2112.4750601172636,102094.50561587517,2885.0083768992945,4102.3778007274295,23695.299004249937,PROJECTED,True,0.26462421881196385,1.0,668816.6723592402,34750.107343206684,7405.178942302357,145944.47419682585,31100.477946552295,INCLUDED,P07-C01
E00063,GRAT_STD_01,35.4715947980835,10.455852156057494,24.5284052019165,29400.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2420.0768835799586,105006.74610790623,3319.280852239592,4572.712735713507,11029.11698236193,PROJECTED,True,0.2883792028082907,0.9999999999999998,740520.6820467953,40622.24526509812,3885.1204721333042,155941.0618445374,14914.237454495233,INCLUDED,P07-C01
E00064,GRAT_STD_01,28.588637919233403,3.8247775496235454,31.411362080766597,40100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,917.3173802270974,54374.04014507717,1699.111593877506,2330.9318013355687,15509.764986556162,PROJECTED,True,0.1848651564370497,1.0,551772.6398791313,12179.53602356938,3184.3776181880576,71500.93694408672,18694.14260474422,INCLUDED,P07-C01
E00065,GRAT_ENH_02,41.49486652977413,6.38466803559206,18.50513347022587,60500.0,eligible_gratuity_wages_monthly,Observed_or_Validated,4456.144329270767,164671.21867301175,4740.35746793195,6449.498537401062,28242.22308856414,PROJECTED,True,0.35709581537723084,1.0,904457.1847969294,92346.84150645486,14463.843850871628,272664.0605140704,42706.06693943577,INCLUDED,P07-C01
E00066,GRAT_STD_01,34.390143737166326,8.205338809034908,25.609856262833674,138200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,8496.630569339231,400805.56561520614,12254.98677721165,17227.98827571243,53475.57016833023,PROJECTED,True,0.26504641794967054,0.9999999999999997,2909390.688212747,136335.7214725269,16615.48957885901,575120.8927099963,70091.05974718924,INCLUDED,P07-C01
E00067,GRAT_STD_01,20.26009582477755,1.998631074606434,39.73990417522245,30100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,269.62661495330326,18683.546952408527,686.6552930880605,853.6225919015766,10253.744031467635,PROJECTED,True,0.12016180192688773,1.0,351616.8693913506,2871.624339434606,1436.79560271026,23365.075791786076,11690.539634177894,INCLUDED,P07-C01
E00069,GRAT_STD_01,38.926762491444215,7.9780971937029435,21.073237508555785,44100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2907.6591628126266,115395.6498556471,3463.138968606234,4740.855948250634,15856.826617149754,PROJECTED,True,0.32489483789140744,1.0000000000000002,692998.5604525013,54108.29105648193,6782.104772951278,180615.59499179854,22638.931390101032,INCLUDED,P07-C01
E00070,GRAT_STD_01,28.59958932238193,0.971937029431896,31.40041067761807,106500.0,eligible_gratuity_wages_monthly,Observed_or_Validated,567.35071015674,26801.37837606385,1067.5538806138131,1118.8008247957134,30408.43480251521,PROJECTED,True,0.16486297347441986,0.9999999999999998,372151.8730721834,7331.2942560671445,7542.972470502886,36886.37804769727,37951.40727301809,INCLUDED,P07-C01
E00071,GRAT_EXEC_03,50.29705681040383,4.607802874743326,9.70294318959617,367200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,19326.135239859723,533429.6311273281,13856.294383781511,18232.080852928422,126924.73126608656,PROJECTED,True,0.5447060827292616,0.9999999999999998,2397865.957682025,689861.463522502,149715.92367890305,1274705.6051263998,276640.6549449896,INCLUDED,P07-C01
E00072,GRAT_STD_01,31.87953456536619,2.647501711156742,28.12046543463381,62200.0,eligible_gratuity_wages_monthly,Reconstructed_or_Imputed,1050.0322762371811,51116.67362985858,1713.776705779919,2094.5969808481377,21142.603744821485,PROJECTED,True,0.20640888597281656,1.0,489054.49474518595,15059.13892726854,5688.056352828164,71034.21851999236,26830.66009764965,INCLUDED,P07-C01
E00073,GRAT_STD_01,47.238877481177276,9.08145106091718,12.761122518822724,169800.0,eligible_gratuity_wages_monthly,Observed_or_Validated,13870.227812980322,386895.14387054293,11424.705550725777,14870.873659755207,47025.6292776711,PROJECTED,True,0.49261747260797756,0.9999999999999998,1871294.283933048,388760.3062903262,42808.17059769118,815821.2571843304,89833.79987536228,INCLUDED,P07-C01
E00074,GRAT_ENH_02,28.91170431211499,2.524298425735797,31.08829568788501,101200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,2055.070301956052,111775.00756796837,3742.876313066138,4705.307440671479,48440.4935553607,PROJECTED,True,0.17953559013411716,1.0,1275100.9165787739,27938.529397607545,11067.839330234441,150216.79102126957,59508.33288559514,INCLUDED,P07-C01
E00075,GRAT_STD_01,50.19028062970568,8.112251882272416,9.809719370294317,91000.0,eligible_gratuity_wages_monthly,Observed_or_Validated,6292.0492632563555,159548.4311591998,4539.074907979249,5862.982203615088,21725.47648812418,PROJECTED,True,0.5671637027644176,0.9999999999999997,754300.1028792968,220295.68115171214,27155.922220945955,396538.21868576267,48881.398709070134,INCLUDED,P07-C01
E00076,GRAT_ENH_02,29.204654346338124,9.541409993155373,30.795345653661876,79100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,6915.092834884497,382174.8133951408,12115.546547970323,17458.65183496124,43878.6410932231,PROJECTED,True,0.2159654203168774,1.0000000000000004,3701341.9739183118,99508.42232628107,10429.110833478955,518172.52693923796,54307.751926702054,INCLUDED,P07-C01
E00077,GRAT_ENH_02,41.52498288843258,21.423682409308693,18.475017111567418,68500.0,eligible_gratuity_wages_monthly,Observed_or_Validated,18732.49836601832,553446.9635884701,19520.415475788708,24363.727965926602,28756.195766257304,PROJECTED,True,0.419781500830024,0.9999999999999996,3429985.10985689,412524.4890919693,19255.536056337613,1028588.0944881731,48011.73182259491,INCLUDED,P07-C01
E00078,GRAT_STD_01,36.03832991101985,3.9370294318959616,23.96167008898015,37200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,1072.0878374203521,47344.999976019484,1461.903190955133,1890.4870803348886,13149.375431465633,PROJECTED,True,0.26069322328108413,0.9999999999999998,341350.3144031315,17589.18278894117,4467.627964993575,69358.66087367103,17617.003396459208,INCLUDED,P07-C01
E00079,GRAT_STD_01,48.10403832991102,9.492128678986996,11.89596167008898,98500.0,eligible_gratuity_wages_monthly,Observed_or_Validated,8366.45882860566,223725.53359843427,6625.746428371752,8570.419587460645,26051.918047666313,PROJECTED,True,0.5168118352550998,0.9999999999999999,1078835.8303998471,249309.89709461064,26264.90911849049,496598.05553748296,52316.8271661568,INCLUDED,P07-C01
E00081,GRAT_STD_01,32.58590006844627,2.308008213552361,27.41409993155373,102300.0,eligible_gratuity_wages_monthly,Observed_or_Validated,1520.8849435234097,72646.49724998306,2415.074294878717,2936.0988138989346,34453.32422794695,PROJECTED,True,0.21059829358359713,1.0000000000000004,672927.7128995412,22176.522431975445,9608.511053711782,101695.07773425958,44061.83528165873,INCLUDED,P07-C01
E00083,GRAT_STD_01,34.00684462696783,7.225188227241615,25.993155373032167,32200.0,eligible_gratuity_wages_monthly,Observed_or_Validated,1705.7551223724472,83366.78031181272,2506.530915404138,3553.4350614130744,12613.166404080568,PROJECTED,True,0.2558440407306008,1.0,610382.7282541372,26902.983349166298,3723.4993059048843,118035.48476016866,16336.665709985453,INCLUDED,P07-C01
E00084,GRAT_STD_01,34.03148528405202,13.1088295687885,25.968514715947983,50300.0,eligible_gratuity_wages_monthly,Reconstructed_or_Imputed,5137.749134869659,226096.28454885082,7437.179286086863,10179.215840630108,18983.420869467893,PROJECTED,True,0.28056668251605604,1.0000000000000002,1727450.2464557742,83635.10020095362,6380.058552297056,332485.5290113911,25363.479421764947,INCLUDED,P07-C01
E00086,GRAT_STD_01,56.26557152635181,0.7118412046543463,3.7344284736481868,118100.0,eligible_gratuity_wages_monthly,Observed_or_Validated,410.7797973673943,0.0,225.30716244420677,0.0,893.5798541199512,PROJECTED,True,0.7237346896057825,1.0,0.0,0.0,0.0,636.086959811601,893.5798541199512,INCLUDED,P07-C01
E00088,GRAT_STD_01,44.05201916495551,5.7850787132101305,15.94798083504449,85400.0,eligible_gratuity_wages_monthly,Observed_or_Validated,4291.809206634905,146307.3002528849,4097.516890228334,5522.174329010815,27695.18076096389,PROJECTED,True,0.4005707940048862,0.9999999999999998,721875.8425661168,98294.64677933611,16991.06471185637,258513.4474580951,44686.24547282026,INCLUDED,P07-C01
