employee_id,plan_id,expected_retirement_date,projection_periods,projection_horizon_years,probability_reach_retirement_active,cumulative_death_probability,cumulative_withdrawal_probability,cumulative_disability_probability,cumulative_early_retirement_probability,probability_mass_total,projection_status,decrement_engine_version
E00094,GRAT_STD_01,2049-08-22,23,22.973305954825463,0.2977510195589123,0.015562046545291485,0.6404296811708937,0.019466549343575175,0.026790703381327337,1.0,PROJECTED,P06-C01
E00095,GRAT_STD_01,2061-04-08,35,34.600958247775495,0.16208458037684126,0.011405290875184495,0.7701794548788263,0.022378438827979342,0.03395223504116857,1.0,PROJECTED,P06-C01
E00096,GRAT_STD_01,2050-09-22,25,24.057494866529773,0.2738349758534269,0.014918283168708354,0.6642603744651492,0.019578266873802083,0.0274080996389137,1.0000000000000002,PROJECTED,P06-C01
E00097,GRAT_STD_01,2035-05-15,9,8.700889801505816,0.5541797929733467,0.014175292970124629,0.4090395040209477,0.009721899106960852,0.012883510928619963,0.9999999999999999,PROJECTED,P06-C01
E00098,GRAT_STD_01,2051-03-19,25,24.544832306639286,0.28359387577856077,0.015379797408608164,0.6525147676145383,0.020406583029068243,0.028104976169224367,0.9999999999999999,PROJECTED,P06-C01
E00099,GRAT_ENH_02,2050-09-24,25,24.062970568104035,0.2703182479144299,0.014784850460632765,0.6681384295116246,0.019441907242491906,0.0273165648708208,1.0,PROJECTED,P06-C01
E00100,GRAT_ENH_02,2048-03-20,22,21.549623545516766,0.32963102015418794,0.016299113898071132,0.6091178615741563,0.019159804436078662,0.025792199937506113,1.0000000000000002,PROJECTED,P06-C01
E00101,GRAT_STD_01,2047-07-13,21,20.86242299794661,0.3229261013551222,0.01589041207108873,0.6178684702876661,0.01829132098644208,0.02502369529968091,1.0,PROJECTED,P06-C01
E00102,GRAT_STD_01,2041-10-31,16,15.16495550992471,0.402520105709542,0.01602525539703165,0.5471085461077129,0.014601335047239804,0.019744757738473444,0.9999999999999998,PROJECTED,P06-C01
E00103,GRAT_STD_01,2040-01-18,14,13.379876796714576,0.4413243480474426,0.015954105361731478,0.5112362380685891,0.013448270717511954,0.01803703780472465,0.9999999999999998,PROJECTED,P06-C01
E00104,GRAT_STD_01,2046-09-19,21,20.049281314168375,0.3222942203258706,0.01562591891175899,0.6204915145990197,0.017482245019221805,0.024106101144129304,1.0000000000000004,PROJECTED,P06-C01
E00106,GRAT_STD_01,2044-09-05,19,18.012320328542096,0.3547887840040602,0.015957082421294885,0.5904687550930836,0.016397145011874528,0.022388233469686387,0.9999999999999997,PROJECTED,P06-C01
E00108,GRAT_STD_01,2066-08-17,40,39.958932238193015,0.11903768600250815,0.009454571213100827,0.8131305123922921,0.022455412974433396,0.03592181741766616,1.0000000000000007,PROJECTED,P06-C01
E00109,GRAT_STD_01,2052-02-13,26,25.451060917180016,0.23402019558281145,0.013577970444043056,0.7058113246295593,0.019073225531063553,0.02751728381252215,0.9999999999999996,PROJECTED,P06-C01
E00110,GRAT_STD_01,2052-10-04,27,26.091718001368925,0.2173808146358329,0.012952376723283813,0.7235218291512486,0.018765651765864522,0.027379327723770146,1.0,PROJECTED,P06-C01
E00112,GRAT_STD_01,2044-02-27,18,17.489390828199866,0.3916611507926698,0.016824588713795663,0.5524792649676037,0.01677210569440026,0.022262889831530547,1.0,PROJECTED,P06-C01
E00113,GRAT_STD_01,2040-05-18,14,13.711156741957566,0.5302472987777929,0.01810151463746667,0.4184504981504247,0.015196000043016869,0.018004688391298537,0.9999999999999996,PROJECTED,P06-C01
E00114,GRAT_STD_01,2050-10-08,25,24.101300479123886,0.2850158282811816,0.01534452860824487,0.6518892926844433,0.02005182840170513,0.027698522024425007,1.0,PROJECTED,P06-C01
E00115,GRAT_STD_01,2052-12-22,27,26.308008213552363,0.26781952227116257,0.015100518204398419,0.6661882775262683,0.021381906313428175,0.029509775684742532,1.0,PROJECTED,P06-C01
E00116,GRAT_STD_01,2060-07-17,34,33.875427789185494,0.1726389595020129,0.011875818422043754,0.7590149412424475,0.022600532340037487,0.033869748493458356,1.0,PROJECTED,P06-C01
E00117,GRAT_STD_01,2066-09-28,41,40.07392197125257,0.11805920837311884,0.009403846223955214,0.8141811779342094,0.022428081762104785,0.03592768570661153,0.9999999999999998,PROJECTED,P06-C01
E00118,GRAT_ENH_02,2037-08-07,11,10.932238193018478,0.5093395732102023,0.015579031031989706,0.4477385512554669,0.011775357254318584,0.01556748724802261,1.0,PROJECTED,P06-C01
E00119,GRAT_STD_01,2062-06-02,36,35.750855578370974,0.1632398649988595,0.011573628852067388,0.7664916555852314,0.02339934850649148,0.035295502057350214,1.0,PROJECTED,P06-C01
E00120,GRAT_STD_01,2044-09-14,19,18.036960985626287,0.34828963408558766,0.015764172405915575,0.5974128464313134,0.01624689018736153,0.022286456889821817,1.0,PROJECTED,P06-C01
E00121,GRAT_STD_01,2048-02-02,22,21.420944558521562,0.29648880675875583,0.015128314613622313,0.6453783100933193,0.01795191920964429,0.025052649324658227,1.0,PROJECTED,P06-C01
E00122,GRAT_STD_01,2051-04-07,25,24.596851471594796,0.25858198848656055,0.014433640929448745,0.680001739574105,0.01944056427227636,0.027542066737609356,1.0,PROJECTED,P06-C01
E00123,GRAT_STD_01,2066-08-01,40,39.9151266255989,0.11926157494601203,0.00946448260939601,0.8129288816859281,0.022447553810363195,0.035897506948300566,1.0,PROJECTED,P06-C01
E00124,GRAT_STD_01,2035-03-11,9,8.52292950034223,0.5544191539151079,0.013976567101259517,0.409462131445319,0.009514201937167597,0.012627945601145914,1.0,PROJECTED,P06-C01
E00125,GRAT_STD_01,2046-08-01,20,19.9151266255989,0.3300498931373719,0.015841297277486375,0.6124069390173859,0.017587631513088085,0.02411423905466794,1.0,PROJECTED,P06-C01
E00126,GRAT_ENH_02,2048-12-23,23,22.31074606433949,0.2957146281677922,0.015332312570990556,0.644133900296986,0.01877065690620082,0.026048502058030432,1.0,PROJECTED,P06-C01
E00128,GRAT_STD_01,2045-09-29,20,19.077344284736483,0.3084966508767027,0.014816433373819856,0.6381180136778466,0.016078880888865905,0.022490021182764806,0.9999999999999998,PROJECTED,P06-C01
E00129,GRAT_STD_01,2046-01-24,20,19.397672826830934,0.39972562532312533,0.01775948655689973,0.5398217761333064,0.018900455555927526,0.023792656430740803,0.9999999999999998,PROJECTED,P06-C01
E00130,GRAT_STD_01,2045-04-20,19,18.633812457221083,0.350768851745481,0.016067283894293075,0.5932146826136038,0.016911977631327693,0.023037204115294006,0.9999999999999996,PROJECTED,P06-C01
E00131,GRAT_ENH_02,2049-02-18,23,22.46680355920602,0.2904719440325035,0.015180609748052505,0.649525735195975,0.018729171079600815,0.026092539943868256,1.0,PROJECTED,P06-C01
E00132,GRAT_STD_01,2052-03-15,26,25.535934291581107,0.23716070617459342,0.01373043004763681,0.7020255638876903,0.019307516887504778,0.027775783002574758,1.0000000000000002,PROJECTED,P06-C01
E00134,GRAT_STD_01,2063-07-08,37,36.84873374401095,0.1514512138892864,0.011050659068693517,0.7785351132985007,0.023297264769483194,0.035665748974036265,1.0,PROJECTED,P06-C01
E00135,GRAT_STD_01,2047-12-23,22,21.308692676249144,0.3270567620258515,0.016150790280732585,0.6124051504239734,0.01884924552692602,0.025538051742516395,1.0,PROJECTED,P06-C01
E00137,GRAT_EXEC_03,2036-12-21,11,10.305270362765228,0.5105834782657747,0.015036444551054993,0.4485634793523183,0.01107710272665931,0.014739495104192838,1.0,PROJECTED,P06-C01
E00138,GRAT_STD_01,2039-01-08,13,12.35318275154004,0.4883343110130059,0.016296612392568,0.4651007243956158,0.013079677192861334,0.017188675005949193,1.0000000000000002,PROJECTED,P06-C01
E00139,GRAT_STD_01,2063-05-08,37,36.681724845995895,0.14352938780613334,0.010599387955184695,0.7886456747831287,0.022446547746744767,0.03477900170880845,1.0,PROJECTED,P06-C01
E00140,GRAT_STD_01,2053-06-01,27,26.748802190280628,0.2613195425258355,0.014920289847315596,0.6724415750279651,0.0215025234146699,0.02981606918421381,0.9999999999999998,PROJECTED,P06-C01
E00141,GRAT_STD_01,2038-11-24,13,12.231348391512661,0.5049087399908642,0.019668446023694774,0.44550018245579137,0.013190602508167348,0.016732029021482474,1.0,PROJECTED,P06-C01
E00142,GRAT_STD_01,2044-03-31,18,17.57973990417522,0.4239151872216557,0.01772441964621717,0.5185326553700768,0.017565188480320272,0.022262549281729965,1.0,PROJECTED,P06-C01
E00143,GRAT_ENH_02,2037-04-15,11,10.620123203285424,0.5168794570984028,0.015447587023604744,0.4409392156876264,0.011517311647477045,0.015216428542888747,0.9999999999999998,PROJECTED,P06-C01
E00144,GRAT_STD_01,2057-07-20,31,30.882956878850102,0.21274459813467506,0.013451791834001489,0.7185036888827613,0.022701641385509362,0.032598279763052795,0.9999999999999999,PROJECTED,P06-C01
E00145,GRAT_STD_01,2036-06-04,10,9.757700205338807,0.5658471002165718,0.015495189691136972,0.393235547615522,0.011085439079968064,0.014336723396801173,1.0,PROJECTED,P06-C01
E00146,GRAT_STD_01,2047-12-11,22,21.275838466803556,0.3079774135965827,0.015496596948377475,0.6331367099365792,0.018207774630135284,0.025181504888325296,0.9999999999999999,PROJECTED,P06-C01
E00147,GRAT_STD_01,2025-05-16,0,0.0,,,,,,,ZERO_OR_REVIEW_HORIZON,P06-C01
E00149,GRAT_STD_01,2061-02-21,35,34.475017111567425,0.15585571740309812,0.011058680537764353,0.7780513153498129,0.02175654474976633,0.03327774195955829,0.9999999999999999,PROJECTED,P06-C01
E00150,GRAT_ENH_02,2046-02-23,20,19.4798083504449,0.35866982715225115,0.016602393424093698,0.5827334182647714,0.017964519620830562,0.0240298415380533,1.0000000000000002,PROJECTED,P06-C01
E00152,GRAT_STD_01,2043-02-24,17,16.48186173853525,0.34692642093635817,0.0150429312719303,0.6031837276875722,0.01462310877204546,0.02022381133209406,1.0000000000000002,PROJECTED,P06-C01
E00153,PEN_DB_01,2058-12-21,33,32.303901437371664,0.1707453805434494,0.011605790627134988,0.764596388077113,0.02115065939142705,0.03190178136087517,0.9999999999999996,PROJECTED,P06-C01
E00154,GRAT_STD_01,2057-07-22,31,30.888432580424368,0.19180450006596209,0.01248884383027964,0.7425762145877417,0.02144001370299064,0.03169042781302602,1.0,PROJECTED,P06-C01
E00155,GRAT_STD_01,2054-05-01,28,27.663244353182755,0.2643433242604039,0.015171209613760481,0.6674330287583119,0.022445325559702526,0.030607111807821007,1.0,PROJECTED,P06-C01
E00156,GRAT_STD_01,2048-04-10,22,21.607118412046546,0.35242767281691384,0.017036736656346526,0.5848173175094724,0.01988280316149368,0.0258354698557737,1.0000000000000002,PROJECTED,P06-C01
E00158,GRAT_STD_01,2049-09-16,24,23.041752224503767,0.3383346846397962,0.01694150849153817,0.5969229745379666,0.02085474012425696,0.026946092206441924,0.9999999999999999,PROJECTED,P06-C01
E00161,GRAT_STD_01,2036-06-18,10,9.796030116358658,0.5766274022850357,0.015710223789847634,0.38204761657882974,0.011242310271677257,0.014372447074609636,1.0,PROJECTED,P06-C01
E00162,GRAT_STD_01,2038-02-25,12,11.485284052019168,0.5395641502423846,0.01662191067315721,0.4147661527975165,0.012787517538356627,0.016260268748585074,1.0,PROJECTED,P06-C01
E00163,GRAT_EXEC_03,2053-01-21,27,26.390143737166326,0.26479151450769023,0.01499781428504273,0.6693394965847852,0.02132911614425408,0.029542058478227922,1.0,PROJECTED,P06-C01
E00164,GRAT_STD_01,2039-06-13,13,12.780287474332646,0.45220562090552946,0.015804294723479155,0.5016060917635473,0.012983277424184637,0.01740071518325937,0.9999999999999998,PROJECTED,P06-C01
E00165,GRAT_STD_01,2034-02-18,8,7.466119096509239,0.6309467834306397,0.013806416939702092,0.3347792865352101,0.008928734156172888,0.011538778938275424,1.0000000000000002,PROJECTED,P06-C01
E00167,GRAT_STD_01,2045-10-14,20,19.11841204654346,0.36455378147319184,0.016657811807031835,0.5773118536884185,0.017759178953450087,0.023717374077907527,0.9999999999999999,PROJECTED,P06-C01
E00168,GRAT_STD_01,2042-02-06,16,15.433264887063658,0.41243336421393084,0.01643099488764146,0.5358448538291,0.015089320679111869,0.020201466390215868,1.0,PROJECTED,P06-C01
E00169,GRAT_STD_01,2066-10-17,41,40.12594113620808,0.11751685948441609,0.009374488404145833,0.814790897913228,0.022403017125755487,0.03591473707245461,1.0,PROJECTED,P06-C01
E00170,GRAT_STD_01,2053-05-21,27,26.718685831622174,0.2461521154807763,0.01431302660350637,0.6892812440428501,0.020799922886842907,0.02945369098602458,1.0000000000000004,PROJECTED,P06-C01
E00171,GRAT_STD_01,2046-07-26,20,19.898699520876114,0.3650879274494914,0.016930147578618233,0.5749934705773125,0.01854862845434093,0.024439825940236668,0.9999999999999998,PROJECTED,P06-C01
E00172,GRAT_STD_01,2045-05-01,19,18.663928815879537,0.3212337935695837,0.01511271591634251,0.6252034421319467,0.016081855897607262,0.022368192484519996,1.0000000000000002,PROJECTED,P06-C01
