employee_id,date_of_birth,gender,marital_status,spouse_date_of_birth,spouse_eligible_flag,date_of_joining,employment_status,employment_type,grade,department,occupation_class,work_location,work_environment,exit_date,exit_reason,basic_salary_monthly,dearness_allowance_monthly,eligible_gratuity_wages_monthly,pensionable_salary_annual,gross_compensation_annual,salary_currency,retirement_age,superannuation_join_date,gratuity_member_flag,gratuity_plan_id,superannuation_member_flag,superannuation_plan_id,superannuation_scheme_type,dc_current_corpus,pf_member_flag,edli_eligible_flag,pf_current_balance,average_progressive_balance,edli_continuous_service_months,gti_member_flag,gti_plan_id,gti_cover_basis,gti_sum_assured,source_system,duplicate_resolved_flag,duplicate_resolution_type,date_of_birth_imputed_flag,date_of_joining_reconstructed_flag,exit_date_reconstructed_flag,employment_status_reconciled_flag,exit_reason_reconciled_flag,date_of_birth_imputation_method,date_of_joining_reconstruction_method,basic_salary_reconstructed_flag,gratuity_wage_reconstructed_flag,pensionable_salary_reconstructed_flag,gross_compensation_reconstructed_flag,gratuity_plan_id_imputed_flag,superannuation_plan_id_imputed_flag,gti_plan_id_reconstructed_flag,edli_eligibility_reconciled_flag,cleaning_any_change_flag,cleaning_review_flag,feature_valuation_date,feature_version,active_at_valuation_flag,attained_age_years,attained_age_last_birthday,service_measurement_date,completed_service_years,completed_service_full_years,completed_service_fraction,retirement_age_numeric,expected_retirement_date,remaining_service_years_raw,remaining_service_years,years_to_expected_retirement,basic_salary_annual,dearness_allowance_annual,gratuity_eligible_wages_annual,da_to_basic_ratio,pensionable_to_gratuity_wage_ratio,gross_to_basic_ratio,age_band,service_band,salary_band,active_gratuity_member_flag,active_superannuation_member_flag,active_db_pension_member_flag,active_dc_superannuation_member_flag,active_edli_member_flag,active_gti_member_flag,model_input_quality_status,plan_id,gratuity_salary_basis_column,current_gratuity_salary_basis,benefit_days,divisor_days,vesting_years_resignation,part_year_rounding_threshold_months,salary_escalation_rate,discount_rate,death_vesting_waiver,disability_vesting_waiver,gratuity_benefit_rate,current_qualifying_service_years,current_withdrawal_eligibility_flag,current_death_eligibility_flag,current_disability_eligibility_flag,current_gratuity_if_withdrawal_now,current_gratuity_if_death_now,current_gratuity_if_disability_now,gratuity_engine_version,expected_retirement_date_p06,projection_horizon_years,probability_reach_retirement_active,probability_mass_total,projection_status,retirement_time_years,projected_salary_at_retirement,exact_service_at_retirement,qualifying_service_at_retirement,retirement_full_gratuity,retirement_puc_fraction,retirement_puc_benefit,retirement_expected_puc_benefit,retirement_discount_factor,pv_gratuity_retirement,pv_one_service_year_retirement,retirement_eligibility_flag,valuation_included_flag
E00812,1996-08-08,Male,Single,,No,2021-03-02,Active,Permanent,E2,Research,Laboratory,Hyderabad,Hazardous,,,33500.0,2400.0,35900.0,431000.0,566000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,257000.0,218000.0,66,Yes,GTI_SAL_02,Salary Multiple,1700000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,30.064339493497606,30,2026-09-01,5.500342231348392,5,0.5003422313483918,60,2056-08-08,29.935660506502394,29.935660506502394,29.935660506502394,402000.0,28800.0,430800.0,0.07164179104477612,1.000464252553389,1.407960199004975,25-34,5-9,5L-10L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,35900.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,6.0,True,True,True,124269.23076923077,124269.23076923077,124269.23076923077,P07-C01,2056-08-08,29.935660506502394,0.20656981099496816,1.0000000000000002,PROJECTED,29.935660506502394,205419.77063647445,35.436002737850785,35.0,4147899.2147749644,0.15715263518138262,651853.2920686734,134653.21133907363,0.13194022088707466,17766.174447231322,3230.0125519418816,True,True
E00813,1997-12-23,Female,Single,,No,2021-07-03,Active,Permanent,E3,Operations,Office,Pune,Office,,,45800.0,1300.0,47100.0,565000.0,676000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,241000.0,230000.0,61,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,28.689938398357288,28,2026-09-01,5.163586584531143,5,0.16358658453114305,60,2057-12-23,31.310061601642712,31.310061601642712,31.310061601642712,549600.0,15600.0,565200.0,0.028384279475982533,0.9996461429582448,1.229985443959243,25-34,5-9,5L-10L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,47100.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,5.0,True,True,True,135865.38461538462,135865.38461538462,135865.38461538462,P07-C01,2057-12-23,31.310061601642712,0.19274079104257494,0.9999999999999998,PROJECTED,31.310061601642712,291977.31294164574,36.473648186173854,36.0,6064144.19186495,0.14343296068142064,869798.1554382307,167645.58452653713,0.12022425944265552,20155.066248534036,3903.3075012073473,True,True
E00814,2002-06-11,Male,Single,,No,2023-11-03,Active,Permanent,E4,Supply Chain,Office,Ahmedabad,Office,,,86700.0,1500.0,88200.0,1058000.0,1379000.0,INR,60,2024-08-20,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,302000.0,Yes,Yes,131000.0,112000.0,33,Yes,GTI_SAL_02,Salary Multiple,4140000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,24.22450376454483,24,2026-09-01,2.8281998631074607,2,0.8281998631074607,60,2062-06-11,35.775496235455165,35.775496235455165,35.775496235455165,1040400.0,18000.0,1058400.0,0.01730103806228374,0.9996220710506425,1.3254517493271818,<25,1-4,10L-20L,True,True,False,True,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,88200.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,3.0,False,True,True,0.0,152653.84615384616,152653.84615384616,P07-C01,2062-06-11,35.775496235455165,0.1475191193592219,1.0000000000000004,PROJECTED,35.775496235455165,709248.5762225983,38.60369609856262,39.0,15958092.96500846,0.07251794520788361,1157248.1112587964,170716.2222530205,0.08887523703774292,15172.444718925199,5364.700322930715,True,True
E00815,1984-11-22,Female,Single,,No,2019-09-05,Active,Permanent,E6,Supply Chain,Office,Bengaluru,Office,,,101500.0,1300.0,102800.0,1234000.0,1751000.0,INR,60,2019-09-07,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1632000.0,Yes,Yes,433000.0,369000.0,83,Yes,GTI_SAL_02,Salary Multiple,5250000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,41.7741273100616,41,2026-09-01,6.9897330595482545,6,0.9897330595482545,60,2044-11-22,18.2258726899384,18.2258726899384,18.2258726899384,1218000.0,15600.0,1233600.0,0.012807881773399015,1.0003242542153048,1.4376026272577997,35-44,5-9,10L-20L,True,True,False,True,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,102800.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,7.0,True,True,True,415153.8461538461,415153.8461538461,415153.8461538461,P07-C01,2044-11-22,18.2258726899384,0.3657781269082093,0.9999999999999999,PROJECTED,18.2258726899384,297313.47520974965,25.215605749486652,25.0,4288175.123217543,0.2795893223819302,1198927.9769554427,438541.6297086106,0.2913768263935163,127780.86830593554,18281.22293331099,True,True
E00816,1982-05-25,Female,Single,,No,2018-06-03,Active,Permanent,E7,Research,Management,Mumbai,Office,,,270700.0,3100.0,273800.0,3286000.0,4606000.0,INR,60,,Yes,GRAT_EXEC_03,No,,,,Yes,Yes,399000.0,348000.0,98,No,,,,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,44.271047227926076,44,2026-09-01,8.24640657084189,8,0.24640657084188966,60,2042-05-25,15.728952772073924,15.728952772073924,15.728952772073923,3248400.0,37200.0,3285600.0,0.011451791651274473,1.0001217433649867,1.4179288264991996,35-44,5-9,40L-60L,True,False,False,False,True,False,Observed_or_Validated,GRAT_EXEC_03,eligible_gratuity_wages_monthly,273800.0,20.0,26.0,5.0,6.0,0.065,0.068,True,True,0.7692307692307693,8.0,True,True,True,1684923.076923077,1684923.076923077,1684923.076923077,P07-C01,2042-05-25,15.728952772073924,0.420906987552103,1.0000000000000004,PROJECTED,15.728952772073924,737248.899286042,23.975359342915816,24.0,13610748.909896161,0.34360027378507874,4676657.051860283,1968437.631512811,0.3553072880066262,699400.2364630034,84812.72787785922,True,True
E00817,1999-07-25,Female,Single,,No,2026-01-29,Active,Permanent,E2,Operations,Office,Chennai,Office,,,38800.0,1300.0,40100.0,466000.0,614000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,29000.0,25000.0,7,Yes,GTI_SAL_02,Salary Multiple,1840000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,27.104722792607802,27,2026-09-01,0.5886379192334018,0,0.5886379192334018,60,2059-07-25,32.8952772073922,32.8952772073922,32.8952772073922,465600.0,15600.0,481200.0,0.03350515463917526,0.9684123025768911,1.3187285223367697,25-34,<1,5L-10L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,40100.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,1.0,False,True,True,0.0,23134.615384615383,23134.615384615383,P07-C01,2059-07-25,32.8952772073922,0.15032411419461614,1.0000000000000002,PROJECTED,32.8952772073922,272638.9028938921,33.4839151266256,33.0,5190625.266633715,0.01783751270404248,92587.84413550278,13918.185654858638,0.1079971979584515,1503.1250513902482,2553.5647675362243,True,True
E00818,1987-03-02,Female,Married,1982-06-17,Yes,2024-03-27,Active,Permanent,E6,Corporate,Factory,Pune,Plant,,,123900.0,12800.0,136700.0,1487000.0,2094000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,113000.0,101000.0,29,Yes,GTI_GRADE_03,Grade Based,5000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,39.501711156741955,39,2026-09-01,2.431211498973306,2,0.431211498973306,60,2047-03-02,20.498288843258045,20.498288843258045,20.49828884325804,1486800.0,153600.0,1640400.0,0.1033091202582728,0.9064862228724702,1.4083938660209847,35-44,1-4,20L-40L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,136700.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,2.0,False,True,True,0.0,157730.76923076922,157730.76923076922,P07-C01,2047-03-02,20.498288843258045,0.29421067773144205,0.9999999999999999,PROJECTED,20.498288843258045,451331.2970267785,22.92950034223135,23.0,5988819.133624561,0.10570484778144809,633047.214910408,186249.250134793,0.2498520043125361,46534.748447884915,19140.559538952664,True,True
E00819,1991-11-14,Male,Married,1991-09-03,Yes,2018-05-07,Active,Permanent,E3,Manufacturing,Factory,Bengaluru,Hazardous,,,62800.0,7700.0,70500.0,754000.0,1050000.0,INR,60,,Yes,GRAT_ENH_02,No,,,,Yes,Yes,504000.0,419000.0,99,Yes,GTI_SAL_02,Salary Multiple,3150000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,34.79808350444901,34,2026-09-01,8.320328542094456,8,0.3203285420944564,60,2051-11-14,25.20191649555099,25.20191649555099,25.201916495550993,753600.0,92400.0,846000.0,0.12261146496815287,0.8912529550827423,1.393312101910828,25-34,5-9,10L-20L,True,False,False,False,True,True,Observed_or_Validated,GRAT_ENH_02,eligible_gratuity_wages_monthly,70500.0,20.0,26.0,5.0,6.0,0.062,0.07,True,True,0.7692307692307693,8.0,True,True,True,433846.1538461539,433846.1538461539,433846.1538461539,P07-C01,2051-11-14,25.20191649555099,0.2704966574593787,1.0,PROJECTED,25.20191649555099,321053.20260570355,33.52224503764545,34.0,8396776.06814917,0.2447155453557193,2054821.6347469764,555822.3838742734,0.18174919185579927,101020.26908451303,12141.379823336092,True,True
E00820,1975-01-22,Male,Married,1977-05-05,Yes,2013-03-31,Active,Permanent,E8,Manufacturing,Office,Delhi NCR,Office,,,442000.0,10100.0,452100.0,5425000.0,7280000.0,INR,60,2023-10-22,Yes,GRAT_ENH_02,Yes,PEN_DB_01,DB,,Yes,Yes,188000.0,166000.0,41,Yes,GTI_SAL_02,Salary Multiple,10000000.0,HRIS,False,None,False,True,False,False,False,Observed,Cohort_Median_Joining_Age,False,False,False,False,False,False,False,False,True,False,2026-09-01,P04-C01,True,51.60848733744011,51,2026-09-01,13.42094455852156,13,0.4209445585215601,60,2035-01-22,8.39151266255989,8.39151266255989,8.39151266255989,5304000.0,121200.0,5425200.0,0.022850678733031673,0.9999631349996313,1.3725490196078431,45-54,10-19,60L+,True,True,True,False,True,True,Reconstructed_or_Imputed,GRAT_ENH_02,eligible_gratuity_wages_monthly,452100.0,20.0,26.0,5.0,6.0,0.062,0.07,True,True,0.7692307692307693,13.0,True,True,True,4521000.000000001,4521000.000000001,4521000.000000001,P07-C01,2035-01-22,8.39151266255989,0.6365209985860664,1.0,PROJECTED,8.39151266255989,748960.1661143715,21.812457221081452,22.0,12674710.50347398,0.6100429344782528,7732117.589201599,4921655.20906349,0.5667945393424201,2789567.297023363,207851.7860542194,True,True
E00821,1979-08-11,Male,Single,,No,2019-09-24,Active,Permanent,E6,Customer Service,Field,Chennai,Hazardous,,,133700.0,23000.0,156700.0,1880000.0,2313000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,355000.0,312000.0,83,Yes,GTI_GRADE_03,Grade Based,5000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,47.058179329226554,47,2026-09-01,6.937713894592744,6,0.9377138945927443,60,2039-08-11,12.941820670773446,12.941820670773446,12.941820670773442,1604400.0,276000.0,1880400.0,0.17202692595362754,0.9997872793022761,1.4416604338070307,45-54,5-9,20L-40L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,156700.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,7.0,True,True,True,632826.923076923,632826.923076923,632826.923076923,P07-C01,2039-08-11,12.941820670773446,0.47508463402027434,1.0,PROJECTED,12.941820670773446,333098.7221591048,19.87953456536619,20.0,3843446.7941435166,0.3468856947296372,1333236.7113428707,633400.2750707219,0.4166011059829219,263875.2551243497,38034.90013187401,True,True
E00822,1981-02-05,Male,Single,,No,2023-08-27,Active,Permanent,E4,Technology,Office,Mumbai,Office,,,87200.0,2700.0,89900.0,1079000.0,1404000.0,INR,60,2024-03-12,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,422000.0,Yes,Yes,195000.0,188000.0,36,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,45.568788501026695,45,2026-09-01,3.0143737166324436,3,0.014373716632443578,60,2041-02-05,14.431211498973305,14.431211498973305,14.431211498973306,1046400.0,32400.0,1078800.0,0.03096330275229358,1.00018539117538,1.341743119266055,45-54,1-4,10L-20L,True,True,False,True,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,89900.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,3.0,False,True,True,0.0,155596.15384615381,155596.15384615381,P07-C01,2041-02-05,14.431211498973305,0.40774788029408543,1.0,PROJECTED,14.431211498973305,208427.00383514393,17.44558521560575,17.0,2044187.922229296,0.17731610097837902,362467.4320367927,147795.3270886427,0.37666606026529226,55669.483580099266,18468.00987977408,True,True
E00823,1988-04-27,Female,Single,,No,2013-11-30,Active,Fixed-Term,E4,Technology,Management,Kolkata,Office,,,66300.0,1400.0,67700.0,812000.0,1149000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,648000.0,568000.0,153,Yes,GTI_SAL_02,Salary Multiple,3450000.0,Benefits_Admin,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,38.34633812457221,38,2026-09-01,12.752908966461328,12,0.7529089664613284,60,2048-04-27,21.653661875427787,21.653661875427787,21.65366187542779,795600.0,16800.0,812400.0,0.021116138763197588,0.999507631708518,1.4441930618401206,35-44,10-19,10L-20L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,67700.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,13.0,True,True,True,507749.99999999994,507749.99999999994,507749.99999999994,P07-C01,2048-04-27,21.653661875427787,0.3378668796305735,1.0,PROJECTED,21.653661875427787,239085.54440817304,34.40657084188911,34.0,4689754.909544933,0.3750855578370979,1759059.3363659298,594327.8890629841,0.2310647055679119,137328.19869713704,10768.382261513374,True,True
E00824,1982-12-10,Male,Married,1982-11-14,Yes,2024-05-03,Active,Permanent,E6,Operations,Office,Hyderabad,Office,,,142400.0,2500.0,144900.0,1739000.0,2084000.0,INR,60,2024-11-05,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,457000.0,Yes,Yes,120000.0,104000.0,27,Yes,GTI_GRADE_03,Grade Based,5000000.0,Manual_Upload,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,43.72621492128679,43,2026-09-01,2.329911019849418,2,0.3299110198494182,60,2042-12-10,16.27378507871321,16.27378507871321,16.27378507871321,1708800.0,30000.0,1738800.0,0.0175561797752809,1.0001150218541524,1.219569288389513,35-44,1-4,20L-40L,True,True,False,True,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,144900.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,2.0,False,True,True,0.0,167192.3076923077,167192.3076923077,P07-C01,2042-12-10,16.27378507871321,0.36292874863921637,1.0,PROJECTED,16.27378507871321,374016.3589281351,18.60369609856263,19.0,4099794.7036353266,0.12262689578154833,502745.097848433,182460.64924663218,0.3325176611756616,60671.38834408288,26040.21691266307,True,True
E00826,1990-02-27,Male,Married,1994-01-04,Yes,2017-06-22,Active,Permanent,E5,Finance,Field,Delhi NCR,Field,,,95600.0,16800.0,112400.0,1349000.0,1890000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,553000.0,499000.0,110,Yes,GTI_GRADE_03,Grade Based,4000000.0,Manual_Upload,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,36.50924024640657,36,2026-09-01,9.193702943189596,9,0.1937029431895958,60,2050-02-27,23.49075975359343,23.49075975359343,23.49075975359343,1147200.0,201600.0,1348800.0,0.17573221757322174,1.0001482799525505,1.647489539748954,35-44,5-9,10L-20L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,112400.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,9.0,True,True,True,583615.3846153846,583615.3846153846,583615.3846153846,P07-C01,2050-02-27,23.49075975359343,0.29645694463888966,1.0000000000000002,PROJECTED,23.49075975359343,441794.5077170752,32.68446269678303,33.0,8411087.743075084,0.27859705888453323,2343304.3072404647,694688.8352836581,0.20405758275705566,141756.52449629767,15418.87152241594,True,True
E00827,1990-10-22,Male,Married,1995-09-16,Yes,2019-08-05,Active,Permanent,E6,Operations,Factory,Kolkata,Plant,,,124300.0,14100.0,138400.0,1661000.0,2057000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,386000.0,353000.0,84,Yes,GTI_GRADE_03,Grade Based,5000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,35.860369609856264,35,2026-09-01,7.0746064339493495,7,0.07460643394934952,60,2050-10-22,24.139630390143736,24.139630390143736,24.139630390143736,1491600.0,169200.0,1660800.0,0.11343523732904263,1.0001204238921002,1.37905604719764,35-44,5-9,20L-40L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,138400.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,7.0,True,True,True,558923.0769230769,558923.0769230769,558923.0769230769,P07-C01,2050-10-22,24.139630390143736,0.27752889580543866,0.9999999999999998,PROJECTED,24.139630390143736,564950.4050005599,31.214236824093085,31.0,10103920.704817705,0.22821311077255965,2305847.1750457217,639939.2203865292,0.19529290570889232,124975.58982636851,17665.377006223338,True,True
E00828,1967-07-12,Male,Married,1969-01-13,Yes,2009-09-22,Active,Fixed-Term,E3,Manufacturing,Factory,Delhi NCR,Plant,,,60800.0,7300.0,68100.0,730000.0,1111000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,1100000.0,957000.0,203,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,59.14031485284052,59,2026-09-01,16.941820670773442,16,0.941820670773442,60,2027-07-12,0.8596851471594817,0.8596851471594817,0.8596851471594799,729600.0,87600.0,817200.0,0.12006578947368421,0.8932941752325012,1.5227521929824561,55-59,10-19,10L-20L,True,False,False,False,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,68100.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,17.0,True,True,True,667903.846153846,667903.846153846,667903.846153846,P07-C01,2027-07-12,0.8596851471594817,0.9541341790783886,1.0,PROJECTED,0.8596851471594817,71598.21389184643,17.801505817932924,18.0,743519.9134922513,0.9412122594874135,699810.0577519281,667712.6949639356,0.9434941305082565,629983.0085643232,37185.08304429848,True,True
E00829,1977-04-25,Female,Married,1977-06-02,Yes,2017-05-02,Active,Permanent,E5,Sales,Field,Mumbai,Field,,,100000.0,12400.0,112400.0,1349000.0,1657000.0,INR,60,2018-01-19,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,2111000.0,Yes,Yes,609000.0,570000.0,112,Yes,GTI_GRADE_03,Grade Based,4000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,49.35249828884326,49,2026-09-01,9.333333333333334,9,0.3333333333333339,60,2037-04-25,10.647501711156742,10.647501711156742,10.647501711156742,1200000.0,148800.0,1348800.0,0.124,1.0001482799525505,1.3808333333333334,45-54,5-9,10L-20L,True,True,False,True,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,112400.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,9.0,True,True,True,583615.3846153846,583615.3846153846,583615.3846153846,P07-C01,2037-04-25,10.647501711156742,0.54980458436338,0.9999999999999999,PROJECTED,10.647501711156742,209030.93103907787,19.980835044490078,20.0,2411895.358143206,0.4666666666666667,1125551.1671334961,618833.1916255491,0.4865597468203148,301099.32104133454,32260.641540142984,True,True
E00832,1993-05-23,Male,Married,2000-10-04,Yes,2020-02-02,Active,Permanent,E5,Operations,Factory,Delhi NCR,Plant,,,89700.0,16100.0,105800.0,1270000.0,1751000.0,INR,60,2020-02-28,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1295000.0,Yes,Yes,371000.0,323000.0,78,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,33.275838466803556,33,2026-09-01,6.579055441478439,6,0.579055441478439,60,2053-05-23,26.724161533196444,26.724161533196444,26.72416153319644,1076400.0,193200.0,1269600.0,0.1794871794871795,1.0003150598613737,1.6267186919360832,25-34,5-9,10L-20L,True,True,False,True,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,105800.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,7.0,True,True,True,427269.23076923075,427269.23076923075,427269.23076923075,P07-C01,2053-05-23,26.724161533196444,0.24436276438758758,0.9999999999999998,PROJECTED,26.724161533196444,502069.33741397434,33.30321697467488,33.0,9558627.769996818,0.19936531640843755,1905658.8497958935,465672.0645157951,0.16396198924266933,76352.51803275042,11605.392097986722,True,True
E00833,1999-08-13,Female,Married,1993-01-26,Yes,2017-08-13,Active,Permanent,E2,Manufacturing,Factory,Mumbai,Hazardous,,,36800.0,3000.0,39800.0,478000.0,676000.0,INR,60,2017-10-18,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,823000.0,Yes,Yes,549000.0,481000.0,108,Yes,GTI_GRADE_03,Grade Based,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,27.052703627652292,27,2026-09-01,9.051334702258726,9,0.051334702258726495,60,2059-08-13,32.94729637234771,32.94729637234771,32.94729637234771,441600.0,36000.0,477600.0,0.08152173913043478,1.0008375209380234,1.5307971014492754,25-34,5-9,5L-10L,True,True,False,True,True,True,Observed_or_Validated,GRAT_STD_01,eligible_gratuity_wages_monthly,39800.0,15.0,26.0,5.0,6.0,0.06,0.07,True,True,0.5769230769230769,9.0,True,True,True,206653.84615384616,206653.84615384616,206653.84615384616,P07-C01,2059-08-13,32.94729637234771,0.19519317420484017,1.0000000000000002,PROJECTED,32.94729637234771,271420.6679358294,41.998631074606436,42.0,6576731.569214326,0.21550796910139824,1417338.0638064314,276654.71559571964,0.1076177649174113,29772.96214627344,3289.3449558156,True,True
E00834,1998-10-02,Male,Single,,No,2016-10-02,Active,Permanent,E3,Technology,Factory,Delhi NCR,Plant,,,50200.0,5800.0,56000.0,672000.0,952000.0,INR,60,2016-11-01,Yes,GRAT_EXEC_03,Yes,SUP_DC_01,DC,1198000.0,Yes,Yes,632000.0,619000.0,118,Yes,GTI_SAL_02,Salary Multiple,2860000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,27.915126625598905,27,2026-09-01,9.91375770020534,9,0.9137577002053394,60,2058-10-02,32.0848733744011,32.0848733744011,32.0848733744011,602400.0,69600.0,672000.0,0.11553784860557768,1.0,1.5803452855245683,25-34,5-9,5L-10L,True,True,False,True,True,True,Observed_or_Validated,GRAT_EXEC_03,eligible_gratuity_wages_monthly,56000.0,20.0,26.0,5.0,6.0,0.065,0.068,True,True,0.7692307692307693,10.0,True,True,True,430769.23076923075,430769.23076923075,430769.23076923075,P07-C01,2058-10-02,32.0848733744011,0.20565145656391695,0.9999999999999999,PROJECTED,32.0848733744011,422373.56501386303,41.998631074606436,42.0,13645915.17737096,0.23604185000488903,3221007.063476435,662404.7942065938,0.12114206577921427,80245.08515224207,8094.31575582889,True,True
