employee_id,plan_id,cover_basis,sum_assured,free_cover_limit,cover_above_free_cover_limit,q_death_1y,fresh_expected_claim_cost,gross_model_premium,gti_cover_status,pipeline_09_version
E09712,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.002776064173469964,27760.641734699642,148702.76683948998,OK,P09-C01
E04698,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0011832585936239776,11832.585936239777,63382.47812857808,OK,P09-C01
E09872,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.00239682687231651,23968.268723165103,128388.52608482838,OK,P09-C01
E00141,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0014038244764553037,14038.244764553037,75197.31921217445,OK,P09-C01
E00142,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0007977477237541611,7977.477237541611,42732.187135958644,OK,P09-C01
E00192,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0019703246365936453,19703.24636593645,105542.48991559117,OK,P09-C01
E04220,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0022469937995637625,22469.937995637625,120362.56159332804,OK,P09-C01
E02551,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0007669156686319992,7669.156686319992,41080.63601267092,OK,P09-C01
E09792,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0012187621764552085,12187.621764552085,65284.264495829055,OK,P09-C01
E04189,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0007767613692263945,7767.613692263945,41608.03121262761,OK,P09-C01
E02394,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.001406338681119463,14063.38681119463,75331.99520184868,OK,P09-C01
E02613,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0013594538104680957,13594.538104680956,72820.55830662181,OK,P09-C01
E05692,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0010998163709167058,10998.163709167058,58912.80862079481,OK,P09-C01
E09282,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0007510218614260306,7510.218614260306,40229.26768706527,OK,P09-C01
E00492,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0010578743725981892,10578.74372598189,56666.14182672541,OK,P09-C01
E09383,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0015278463637690696,15278.463637690696,81840.68069079625,OK,P09-C01
E02212,GTI_GRADE_03,Grade Based,10000000.0,5000000.0,5000000.0,0.0012394286143515986,12394.286143515985,66391.28375182426,OK,P09-C01
E05942,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0016003967667391824,12002.975750543868,64295.188903437964,OK,P09-C01
E06109,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0008836982726745323,8836.982726745324,90124.51480615092,OK,P09-C01
E06106,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007869311022373395,7869.311022373395,80255.65508956289,OK,P09-C01
E06102,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0011099653445917803,11099.653445917804,113200.5020562255,OK,P09-C01
E06034,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0021865383158049803,16399.037368537352,87843.15051181137,OK,P09-C01
E05978,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.001132308482697719,11323.08482697719,115479.18081266365,OK,P09-C01
E05958,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.000652152569119415,6521.525691194151,66510.18304425156,OK,P09-C01
E06374,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.000779022761846413,5842.670713848097,31296.873796518892,OK,P09-C01
E06241,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007004498506443523,5253.373879832642,28140.243969827392,OK,P09-C01
E06697,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0027720392191137757,20790.29414335332,111365.37447760598,OK,P09-C01
E06337,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0036096974051485118,27072.73053861384,145017.89891837278,OK,P09-C01
E06261,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0005567793232439242,4175.844924329432,22368.347968132646,OK,P09-C01
E05809,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0018603439664278475,18603.439664278474,189728.32982848943,OK,P09-C01
E06270,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00149975345879955,11248.150940996624,60251.891247301086,OK,P09-C01
E06708,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007179841907283931,7179.8419072839315,73224.06168345586,OK,P09-C01
E05781,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007177139899915551,5382.854924936663,28833.822664594012,OK,P09-C01
E06711,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0011917581311545616,11917.581311545617,121542.18997341879,OK,P09-C01
E05936,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007351545059505002,7351.5450595050015,74975.18689928051,OK,P09-C01
E06117,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.001333146917595706,9998.601881967794,53558.551656847325,OK,P09-C01
E06238,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00218809252451206,16410.69393384045,87905.59011709793,OK,P09-C01
E06350,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007530380681745418,7530.380681745418,76799.05305166007,OK,P09-C01
E06226,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0013981866463037183,13981.866463037182,142594.92974359586,OK,P09-C01
E06483,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00045481222735324454,3411.091705149334,18271.86775242708,OK,P09-C01
E06507,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007773635425432114,5830.226569074086,31230.21543982343,OK,P09-C01
E06519,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0009759067788524103,9759.067788524104,99528.45632923444,OK,P09-C01
E06368,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007070207238288762,7070.207238288762,72105.94573204427,OK,P09-C01
E06560,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0021349156315037927,21349.156315037926,217730.69088278155,OK,P09-C01
E06188,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00045091942766428705,3381.895707482153,18115.476352140304,OK,P09-C01
E06177,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007511656321863679,5633.742241397759,30177.726688111838,OK,P09-C01
E06576,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0018452611998185516,18452.611998185515,188190.10454885504,OK,P09-C01
E06602,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0006641043085538065,4980.782314153549,26680.078876348216,OK,P09-C01
E06169,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0025619194833683546,19214.39612526266,102923.91272083276,OK,P09-C01
E06316,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0008111504443152583,6083.628332364437,32587.588359491212,OK,P09-C01
E06674,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0011863408778374095,11863.408778374094,120989.7080439105,OK,P09-C01
E06142,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.001614342376720218,16143.423767202179,164639.70557799542,OK,P09-C01
E06689,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0012353700853007569,9265.275639755677,49630.41331425841,OK,P09-C01
E06280,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007038560098672406,5278.920074004304,28277.084817810985,OK,P09-C01
E05172,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.002896266947190184,21722.00210392638,116356.16514259316,OK,P09-C01
E05657,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007536154806690429,7536.154806690429,76857.94082197608,OK,P09-C01
E04658,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0021158420972085435,21158.420972085434,215785.4646928567,OK,P09-C01
E04993,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0011589443846255507,8692.08288469163,46560.04666261746,OK,P09-C01
E04951,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0009746933542917884,9746.933542917885,99404.70447505356,OK,P09-C01
E04911,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0013740593887957486,10305.445415968114,55202.19098365802,OK,P09-C01
E04792,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0027720392191137757,27720.39219113776,282708.13395406835,OK,P09-C01
E04778,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0012402422262144351,9301.816696608263,49826.149288561435,OK,P09-C01
E04761,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00131934189659413,9895.064224455975,53003.941417962174,OK,P09-C01
E04747,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.003567327364858988,35673.27364858988,363816.08729366784,OK,P09-C01
E04737,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007576742782045441,5682.557086534081,30439.208486839092,OK,P09-C01
E04718,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0012100313313196786,9075.23498489759,48612.440766669104,OK,P09-C01
E04716,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0008926742552837801,8926.7425528378,91039.93594318513,OK,P09-C01
E04677,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0006106524488367195,4579.893366275396,24532.675501651032,OK,P09-C01
E04642,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.001199548690436435,11995.48690436435,122336.71497936048,OK,P09-C01
E05648,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.000848265308490381,6361.9898136778575,34078.66060661095,OK,P09-C01
E04623,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.000712072210820109,7120.72210820109,72621.12475661855,OK,P09-C01
E04619,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.000715019720309146,5362.647902318595,28725.581644749753,OK,P09-C01
E04568,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0021465521771394844,21465.521771394844,218917.451185325,OK,P09-C01
E04543,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00047983515134601744,3598.7636350951307,19277.151978481692,OK,P09-C01
E04542,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0006171314715649717,4628.486036737288,24792.967198610284,OK,P09-C01
E04517,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0018091991182108953,13568.993386581715,72683.72536537377,OK,P09-C01
E04512,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007076825363151468,5307.6190223636,28430.813721746108,OK,P09-C01
E04471,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0006559432627907213,6559.432627907214,66896.77928243506,OK,P09-C01
E04457,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0028475279163905198,21356.459372928897,114398.09745752791,OK,P09-C01
E04422,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0022528719346671918,22528.719346671918,229760.5374035339,OK,P09-C01
E04384,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0011745776359966863,8809.332269975148,47188.10519845797,OK,P09-C01
E04998,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0011881433347980506,8911.07501098538,47733.10078028358,OK,P09-C01
E05005,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0008676593055529089,8676.593055529089,88488.77082596492,OK,P09-C01
E05074,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0023219712220096124,17414.784165072095,93284.10394857093,OK,P09-C01
E05122,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.001746266056497318,13096.995423729884,70155.41915079017,OK,P09-C01
E05643,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.001459709012478273,10947.817593587048,58643.124412558,OK,P09-C01
E05625,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0009343548155646905,9343.548155646906,95290.75365814642,OK,P09-C01
E05621,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0014420935622622762,10815.70171696707,57935.4319685372,OK,P09-C01
E05616,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00376779925752994,28258.49443147455,151369.56662734912,OK,P09-C01
E05599,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0023153439605804586,23153.439605804586,236131.7855981811,OK,P09-C01
E05589,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0011161573567736002,11161.573567736003,113831.99824764764,OK,P09-C01
E05574,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0022955859746511945,22955.859746511946,234116.75518510534,OK,P09-C01
E05536,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0015048476424333148,11286.35731824986,60456.54768366034,OK,P09-C01
E05430,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0005809263805743591,4356.947854307693,23338.444662145448,OK,P09-C01
E05420,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0008279583900305127,8279.583900305128,84439.84840588713,OK,P09-C01
E06748,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0006647101176199886,6647.101176199886,67790.8723935061,OK,P09-C01
E05384,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0008799631195544243,6599.7233966581825,35352.105287670034,OK,P09-C01
E05327,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.000671918649110077,6719.18649110077,68526.03893518423,OK,P09-C01
E05321,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0015704125995238533,11778.0944964289,63090.58905964432,OK,P09-C01
E05277,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007114046776652825,5335.535082489619,28580.349003374977,OK,P09-C01
E05251,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.000748583486611546,5614.376149586595,30073.990201660657,OK,P09-C01
E05239,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0014889521950137278,11167.141462602958,59817.95554464388,OK,P09-C01
E05236,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.003584035623808843,26880.267178566322,143986.9488982759,OK,P09-C01
E05224,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.002741389171572055,27413.89171572055,279582.269901938,OK,P09-C01
E05204,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007691384701077334,5768.5385258080005,30899.77701544382,OK,P09-C01
E05192,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.000777212940317608,5829.09705238206,31224.165066100053,OK,P09-C01
E00022,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0016604407558622686,16604.407558622686,169341.0772814314,OK,P09-C01
E05167,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0009785423868503788,9785.423868503787,99797.25044073272,OK,P09-C01
E05417,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.00046944548659689063,3520.8411494766797,18859.752073925796,OK,P09-C01
E07020,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0020375714122796962,20375.714122796962,207802.98048882172,OK,P09-C01
E06751,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0005211692337091383,5211.692337091384,53151.766584055265,OK,P09-C01
E09077,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0009171279512754343,6878.459634565757,36845.18495749184,OK,P09-C01
E08968,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0011637083957119626,8727.81296783972,46751.438571864455,OK,P09-C01
E08967,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0016596793112369315,12447.594834276986,66676.83730236928,OK,P09-C01
E08957,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0010100308432647912,10100.308432647911,103008.62014020563,OK,P09-C01
E08894,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007916969687330986,7916.969687330986,80741.70493128231,OK,P09-C01
E08867,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0006736454937627537,6736.454937627537,68702.15225494558,OK,P09-C01
E08863,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0008078114994353108,8078.114994353108,82385.15530996217,OK,P09-C01
E08855,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0011199887401199284,8399.915550899463,44995.02192975235,OK,P09-C01
E08721,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.001604785734495169,12035.893008713767,64471.51362292437,OK,P09-C01
E08672,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0016139736150809292,16139.736150809293,164602.0971941752,OK,P09-C01
E08666,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0009559288014354933,9559.288014354932,97490.98994825054,OK,P09-C01
E08665,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0017867004490366362,17867.004490366362,182217.75016716003,OK,P09-C01
E08643,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007776648648486349,7776.648648486349,79310.63213935599,OK,P09-C01
E08602,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0029616892297120775,29616.892297120776,302049.707562019,OK,P09-C01
E08596,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0020033998348026358,15025.498761019768,80485.6479997775,OK,P09-C01
E08530,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0012968013960180209,9726.010470135157,52098.3873874627,OK,P09-C01
E08529,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0009061753434492175,6796.315075869131,36405.1690790502,OK,P09-C01
E08472,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.001493666666249216,11202.49999686912,60007.35721363323,OK,P09-C01
E08436,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0020433292392933317,20433.292392933316,208390.19603737214,OK,P09-C01
E08406,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007678037458996783,5758.528094247587,30846.15509688312,OK,P09-C01
E08376,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0012214227494598269,12214.227494598268,124567.55441549272,OK,P09-C01
E08375,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0009089439507368931,6817.079630526699,36516.39657729318,OK,P09-C01
E08346,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0018332936143199009,18332.936143199007,186969.58294117698,OK,P09-C01
E08339,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.000575107431227775,5751.07431227775,58652.68701266839,OK,P09-C01
E08334,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007835721728657975,5876.791296493481,31479.64424880286,OK,P09-C01
E08327,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0006506216145279015,4879.662108959262,26138.417972415577,OK,P09-C01
E08998,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0017370205650783785,13027.65423808784,69783.98587271814,OK,P09-C01
E09095,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.001927015143593584,19270.15143593584,196527.8310603199,OK,P09-C01
E06769,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0005008879323705845,3756.6594927793835,20122.93757430941,OK,P09-C01
E09125,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0009120948247928865,6840.711185946649,36642.98146352349,OK,P09-C01
E09908,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0010522983841408289,7892.237881056217,42275.59365104824,OK,P09-C01
E09898,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0008393640279645802,6295.230209734352,33721.055839603745,OK,P09-C01
E09829,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0010711787028802008,8033.840271601505,43034.10159428684,OK,P09-C01
E09816,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0008824509482669912,6618.382112002434,35452.05263845092,OK,P09-C01
E09803,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.002197443319522726,16480.824896420443,88281.25391753977,OK,P09-C01
E09786,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0007383752725749806,5537.814544312354,29663.87999431189,OK,P09-C01
E09761,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0012214227494598269,9160.670620948702,49070.085643502476,OK,P09-C01
E09713,GTI_GRADE_03,Grade Based,7500000.0,5000000.0,2500000.0,0.0009734818265971145,7301.113699478359,39109.17544694445,OK,P09-C01
E09649,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.001425682847099199,14256.828470991988,145399.1467850134,OK,P09-C01
E09636,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.00079572396367354,7957.2396367353995,81152.40050052415,OK,P09-C01
E09584,GTI_SAL_02,Salary Multiple,10000000.0,7500000.0,2500000.0,0.0007152885152933235,7152.885152933235,72949.1415572399,OK,P09-C01
