employee_id,effective_date,basic_salary_monthly,dearness_allowance_monthly,gratuity_eligible_wages_monthly,pensionable_salary_annual,edli_eligible_wages_monthly,gross_compensation_annual,basic_salary_reconstructed_flag,gratuity_wage_reconstructed_flag,pensionable_salary_reconstructed_flag,edli_wage_reconstructed_flag,basic_salary_growth_rate_clean,gross_comp_growth_rate_clean,unresolved_large_salary_movement_flag,cleaning_any_change_flag,cleaning_review_flag,salary_record_sequence,salary_effective_year,previous_effective_date,previous_basic_salary_monthly,previous_gross_compensation_annual,salary_interval_years,basic_salary_period_growth,basic_salary_annualized_growth,gross_comp_period_growth,gross_comp_annualized_growth,basic_salary_annual,gratuity_eligible_wages_annual,edli_eligible_wages_annual,grade,occupation_class,work_location,employment_type,age_band,service_band,salary_growth_model_usable_flag,feature_version
E00004,2025-04-01,58800.0,2400.0,61200.0,734000.0,61200.0,1042000.0,False,False,False,False,0.055655296229802476,0.054655870445344146,False,False,False,3,2025,2024-04-01,55700.0,988000.0,0.999315537303217,0.055655296229802476,0.05569445866433553,0.054655870445344146,0.054694311564202014,705600.0,734400.0,734400.0,E4,Laboratory,Chennai,Permanent,25-34,1-4,True,P04-C01
E00004,2026-04-01,64200.0,2600.0,66800.0,801000.0,66800.0,1137000.0,False,False,False,False,0.09183673469387754,0.09117082533589249,False,False,False,4,2026,2025-04-01,58800.0,1042000.0,0.999315537303217,0.09183673469387754,0.09190244232563427,0.09117082533589249,0.09123603690214832,770400.0,801600.0,801600.0,E4,Laboratory,Chennai,Permanent,25-34,1-4,True,P04-C01
E00005,2023-04-01,43700.0,7100.0,50800.0,524000.0,50800.0,747000.0,False,False,False,False,,,False,False,False,1,2023,,,,,,,,,524400.0,609600.0,609600.0,E3,Field,Ahmedabad,Permanent,25-34,1-4,False,P04-C01
E00005,2024-04-01,45300.0,7400.0,52700.0,544000.0,52700.0,775000.0,False,False,False,False,0.03661327231121292,0.03748326639892907,False,False,False,2,2024,2023-04-01,43700.0,747000.0,1.002053388090349,0.03661327231121292,0.03653689089485246,0.03748326639892907,0.03740503748853441,543600.0,632400.0,632400.0,E3,Field,Ahmedabad,Permanent,25-34,1-4,True,P04-C01
E00005,2025-04-01,48500.0,7900.0,56400.0,582000.0,56400.0,830000.0,False,False,False,False,0.07064017660044142,0.07096774193548394,False,False,False,3,2025,2024-04-01,45300.0,775000.0,0.999315537303217,0.07064017660044142,0.07069023149338638,0.07096774193548394,0.07101803654751349,582000.0,676800.0,676800.0,E3,Field,Ahmedabad,Permanent,25-34,1-4,True,P04-C01
E00005,2026-04-01,50500.0,8300.0,58800.0,606000.0,58800.0,865000.0,False,False,False,False,0.04123711340206193,0.04216867469879526,False,False,False,4,2026,2025-04-01,48500.0,830000.0,0.999315537303217,0.04123711340206193,0.041265932918049586,0.04216867469879526,0.042198158357560356,606000.0,705600.0,705600.0,E3,Field,Ahmedabad,Permanent,25-34,1-4,True,P04-C01
E00006,2025-04-01,55200.0,300.0,55500.0,663000.0,55500.0,913000.0,False,False,False,False,,,False,False,False,1,2025,,,,,,,,,662400.0,666000.0,666000.0,E4,Management,Kolkata,Permanent,35-44,1-4,False,P04-C01
E00006,2026-04-01,59200.0,300.0,59500.0,711000.0,59500.0,979000.0,False,False,False,False,0.07246376811594213,0.07228915662650603,False,False,False,2,2026,2025-04-01,55200.0,913000.0,0.999315537303217,0.07246376811594213,0.0725151584235666,0.07228915662650603,0.07234041897420118,710400.0,714000.0,714000.0,E4,Management,Kolkata,Permanent,35-44,1-4,True,P04-C01
E00007,2022-04-01,39800.0,1400.0,41200.0,478000.0,41200.0,645000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,477600.0,494400.0,494400.0,E3,Laboratory,Chennai,Permanent,45-54,10-19,False,P04-C01
E00007,2023-04-01,42600.0,1500.0,44100.0,512000.0,44100.0,690000.0,False,False,False,False,0.07035175879396993,0.06976744186046502,False,False,False,2,2023,2022-04-01,39800.0,645000.0,0.999315537303217,0.07035175879396993,0.07040160267367002,0.06976744186046502,0.06981685840346308,511200.0,529200.0,529200.0,E3,Laboratory,Chennai,Permanent,45-54,10-19,True,P04-C01
E00007,2024-04-01,44500.0,1500.0,46000.0,534000.0,46000.0,720000.0,False,False,False,False,0.04460093896713624,0.04347826086956519,False,False,False,3,2024,2023-04-01,42600.0,690000.0,1.002053388090349,0.04460093896713624,0.0445075392596892,0.04347826086956519,0.04338726067296239,534000.0,552000.0,552000.0,E3,Laboratory,Chennai,Permanent,45-54,10-19,True,P04-C01
E00007,2025-04-01,48200.0,1700.0,49900.0,579000.0,49900.0,781000.0,False,False,False,False,0.08314606741573027,0.08472222222222214,False,False,False,4,2025,2024-04-01,44500.0,720000.0,0.999315537303217,0.08314606741573027,0.08320532293672578,0.08472222222222214,0.08478264437251193,578400.0,598800.0,598800.0,E3,Laboratory,Chennai,Permanent,45-54,10-19,True,P04-C01
E00007,2026-04-01,50400.0,1700.0,52100.0,605000.0,52100.0,815000.0,False,False,False,False,0.045643153526971014,0.0435339308578746,False,False,False,5,2026,2025-04-01,48200.0,781000.0,0.999315537303217,0.045643153526971014,0.04567511929383805,0.0435339308578746,0.043564388886747185,604800.0,625200.0,625200.0,E3,Laboratory,Chennai,Permanent,45-54,10-19,True,P04-C01
E00008,2022-04-01,37800.0,700.0,38500.0,462000.0,38500.0,594000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,453600.0,462000.0,462000.0,E3,Office,Mumbai,Permanent,35-44,1-4,False,P04-C01
E00008,2023-04-01,40600.0,700.0,41300.0,495000.0,41300.0,637000.0,False,False,False,False,0.07407407407407418,0.07239057239057245,False,False,False,2,2023,2022-04-01,37800.0,594000.0,0.999315537303217,0.07407407407407418,0.07412664537469293,0.07239057239057245,0.07244190905605619,487200.0,495600.0,495600.0,E3,Office,Mumbai,Permanent,35-44,1-4,True,P04-C01
E00008,2024-04-01,45200.0,800.0,46000.0,552000.0,46000.0,710000.0,False,False,False,False,0.11330049261083741,0.11459968602825743,False,False,False,3,2024,2023-04-01,40600.0,637000.0,1.002053388090349,0.11330049261083741,0.11305566410261925,0.11459968602825743,0.1143519085659801,542400.0,552000.0,552000.0,E3,Office,Mumbai,Permanent,35-44,1-4,True,P04-C01
E00009,2022-04-01,27000.0,1100.0,28100.0,337000.0,28100.0,474000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,324000.0,337200.0,337200.0,E2,Office,Pune,Permanent,25-34,5-9,False,P04-C01
E00009,2023-04-01,28600.0,1100.0,29700.0,356000.0,29700.0,501000.0,False,False,False,False,0.059259259259259345,0.05696202531645578,False,False,False,2,2023,2022-04-01,27000.0,474000.0,0.999315537303217,0.059259259259259345,0.05930102816398741,0.05696202531645578,0.057002131834937186,343200.0,356400.0,356400.0,E2,Office,Pune,Permanent,25-34,5-9,True,P04-C01
E00009,2024-04-01,30100.0,1200.0,31300.0,375000.0,31300.0,528000.0,False,False,False,False,0.0524475524475525,0.05389221556886237,False,False,False,3,2024,2023-04-01,28600.0,501000.0,1.002053388090349,0.0524475524475525,0.05233731336138958,0.05389221556886237,0.05377886306915247,361200.0,375600.0,375600.0,E2,Office,Pune,Permanent,25-34,5-9,True,P04-C01
E00009,2025-04-01,32400.0,1300.0,33700.0,404000.0,33700.0,569000.0,False,False,False,False,0.07641196013289031,0.07765151515151514,False,False,False,4,2025,2024-04-01,30100.0,528000.0,0.999315537303217,0.07641196013289031,0.07646624897590537,0.07765151515151514,0.07770671605361668,388800.0,404400.0,404400.0,E2,Office,Pune,Permanent,25-34,5-9,True,P04-C01
E00009,2026-04-01,35100.0,1400.0,36500.0,438000.0,36500.0,616000.0,False,False,False,False,0.08333333333333326,0.08260105448154653,False,False,False,5,2026,2025-04-01,32400.0,569000.0,0.999315537303217,0.08333333333333326,0.08339272738149872,0.08260105448154653,0.08265990696364534,421200.0,438000.0,438000.0,E2,Office,Pune,Permanent,25-34,5-9,True,P04-C01
E00010,2025-04-01,31200.0,2900.0,34100.0,409000.0,34100.0,540000.0,False,False,False,False,,,False,False,False,1,2025,,,,,,,,,374400.0,409200.0,409200.0,E2,Factory,Hyderabad,Permanent,25-34,1-4,False,P04-C01
E00010,2026-04-01,33400.0,3200.0,36600.0,439000.0,36600.0,580000.0,False,False,False,False,0.07051282051282048,0.07407407407407418,False,False,False,2,2026,2025-04-01,31200.0,540000.0,0.999315537303217,0.07051282051282048,0.07056278222249213,0.07407407407407418,0.07412664537469293,400800.0,439200.0,439200.0,E2,Factory,Hyderabad,Permanent,25-34,1-4,True,P04-C01
E00011,2022-04-01,47300.0,1600.0,48900.0,587000.0,48900.0,792000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,567600.0,586800.0,586800.0,E3,Office,Bengaluru,Permanent,35-44,5-9,False,P04-C01
E00011,2023-04-01,51400.0,1700.0,53100.0,637000.0,53100.0,860000.0,False,False,False,False,0.08668076109936584,0.08585858585858586,False,False,False,2,2023,2022-04-01,47300.0,792000.0,0.999315537303217,0.08668076109936584,0.0867426350968381,0.08585858585858586,0.08591985009006708,616800.0,637200.0,637200.0,E3,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00011,2024-04-01,54500.0,1800.0,56300.0,676000.0,56300.0,911000.0,False,False,False,False,0.060311284046692615,0.059302325581395365,False,False,False,3,2024,2023-04-01,51400.0,860000.0,1.002053388090349,0.060311284046692615,0.06018404883181727,0.059302325581395365,0.05917727774735848,654000.0,675600.0,675600.0,E3,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00011,2025-04-01,59500.0,2000.0,61500.0,738000.0,61500.0,995000.0,False,False,False,False,0.09174311926605494,0.09220636663007675,False,False,False,4,2025,2024-04-01,54500.0,911000.0,0.999315537303217,0.09174311926605494,0.09180875714269443,0.09220636663007675,0.09227234973726417,714000.0,738000.0,738000.0,E3,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00011,2026-04-01,63400.0,2100.0,65500.0,786000.0,65500.0,1060000.0,False,False,False,False,0.06554621848739495,0.0653266331658291,False,False,False,5,2026,2025-04-01,59500.0,995000.0,0.999315537303217,0.06554621848739495,0.0655925543699345,0.0653266331658291,0.0653728091076402,760800.0,786000.0,786000.0,E3,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00012,2023-04-01,39300.0,6800.0,46100.0,554000.0,46100.0,732000.0,False,False,False,False,,,False,False,False,1,2023,,,,,,,,,471600.0,553200.0,553200.0,E4,Field,Chennai,Permanent,<25,1-4,False,P04-C01
E00012,2024-04-01,42000.0,7200.0,49200.0,591000.0,49200.0,781000.0,False,False,False,False,0.06870229007633588,0.06693989071038242,False,False,False,2,2024,2023-04-01,39300.0,732000.0,1.002053388090349,0.06870229007633588,0.06855678762586503,0.06693989071038242,0.06679823621776859,504000.0,590400.0,590400.0,E4,Field,Chennai,Permanent,<25,1-4,True,P04-C01
E00012,2025-04-01,45200.0,7800.0,53000.0,636000.0,53000.0,841000.0,False,False,False,False,0.07619047619047614,0.07682458386683733,False,False,False,3,2025,2024-04-01,42000.0,781000.0,0.999315537303217,0.07619047619047614,0.07624460216958551,0.07682458386683733,0.07687917620798368,542400.0,636000.0,636000.0,E4,Field,Chennai,Permanent,<25,1-4,True,P04-C01
E00012,2026-04-01,48500.0,8300.0,56800.0,682000.0,56800.0,901000.0,False,False,False,False,0.07300884955752207,0.0713436385255648,False,False,False,4,2026,2025-04-01,45200.0,841000.0,0.999315537303217,0.07300884955752207,0.07306063944062613,0.0713436385255648,0.07139420831110854,582000.0,681600.0,681600.0,E4,Field,Chennai,Permanent,<25,1-4,True,P04-C01
E00013,2023-04-01,36100.0,4400.0,40500.0,433000.0,40500.0,610000.0,False,False,False,False,,,False,False,False,1,2023,,,,,,,,,433200.0,486000.0,486000.0,E3,Field,Pune,Contract,25-34,1-4,False,P04-C01
E00013,2024-04-01,38300.0,4700.0,43000.0,460000.0,43000.0,648000.0,False,False,False,False,0.06094182825484773,0.062295081967213006,False,False,False,2,2024,2023-04-01,36100.0,610000.0,1.002053388090349,0.06094182825484773,0.060813225048919506,0.062295081967213006,0.06216354023647308,459600.0,516000.0,516000.0,E3,Field,Pune,Contract,25-34,1-4,True,P04-C01
E00013,2025-04-01,39600.0,4800.0,44400.0,475000.0,44400.0,669000.0,False,False,False,False,0.03394255874673635,0.03240740740740744,False,False,False,3,2025,2024-04-01,38300.0,648000.0,0.999315537303217,0.03394255874673635,0.033966197508928264,0.03240740740740744,0.032429960355799814,475200.0,532800.0,532800.0,E3,Field,Pune,Contract,25-34,1-4,True,P04-C01
E00013,2026-04-01,42300.0,5200.0,47500.0,508000.0,47500.0,716000.0,False,False,False,False,0.06818181818181812,0.07025411061285491,False,False,False,4,2026,2025-04-01,39600.0,669000.0,0.999315537303217,0.06818181818181812,0.06823007619102883,0.07025411061285491,0.07030388306292124,507600.0,570000.0,570000.0,E3,Field,Pune,Contract,25-34,1-4,True,P04-C01
E00014,2022-04-01,83400.0,2800.0,86200.0,1034000.0,86200.0,1331000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,1000800.0,1034400.0,1034400.0,E5,Office,Bengaluru,Permanent,35-44,5-9,False,P04-C01
E00014,2023-04-01,87500.0,2900.0,90400.0,1085000.0,90400.0,1395000.0,False,False,False,False,0.04916067146282965,0.04808414725770094,False,False,False,2,2023,2022-04-01,83400.0,1331000.0,0.999315537303217,0.04916067146282965,0.049195158144972106,0.04808414725770094,0.04811786156280773,1050000.0,1084800.0,1084800.0,E5,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00014,2024-04-01,92100.0,3100.0,95200.0,1142000.0,95200.0,1469000.0,False,False,False,False,0.05257142857142849,0.053046594982078865,False,False,False,3,2024,2023-04-01,87500.0,1395000.0,1.002053388090349,0.05257142857142849,0.052460922676972555,0.053046594982078865,0.05293506538280757,1105200.0,1142400.0,1142400.0,E5,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00014,2025-04-01,96200.0,3200.0,99400.0,1193000.0,99400.0,1534000.0,False,False,False,False,0.0445168295331162,0.04424778761061954,False,False,False,4,2025,2024-04-01,92100.0,1469000.0,0.999315537303217,0.0445168295331162,0.04454798980533026,0.04424778761061954,0.0442787555996762,1154400.0,1192800.0,1192800.0,E5,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00014,2026-04-01,99100.0,3300.0,102400.0,1229000.0,102400.0,1581000.0,False,False,False,False,0.03014553014553023,0.030638852672751016,False,False,False,5,2026,2025-04-01,96200.0,1534000.0,0.999315537303217,0.03014553014553023,0.03016648611787809,0.030638852672751016,0.030660156660591298,1189200.0,1228800.0,1228800.0,E5,Office,Bengaluru,Permanent,35-44,5-9,True,P04-C01
E00015,2025-04-01,129200.0,11700.0,140900.0,1550000.0,140900.0,2267000.0,False,False,False,False,,,False,False,False,1,2025,,,,,,,,,1550400.0,1690800.0,1690800.0,E6,Factory,Mumbai,Permanent,35-44,1-4,False,P04-C01
E00015,2026-04-01,138600.0,12600.0,151200.0,1664000.0,151200.0,2432000.0,False,False,False,False,0.0727554179566563,0.07278341420379353,False,False,False,2,2026,2025-04-01,129200.0,2267000.0,0.999315537303217,0.0727554179566563,0.07280702203647094,0.07278341420379353,0.0728350388070309,1663200.0,1814400.0,1814400.0,E6,Factory,Mumbai,Permanent,35-44,1-4,True,P04-C01
E00016,2023-04-01,47800.0,7500.0,55300.0,663000.0,55300.0,907000.0,False,False,False,False,,,False,False,False,1,2023,,,,,,,,,573600.0,663600.0,663600.0,E4,Field,Ahmedabad,Permanent,25-34,1-4,False,P04-C01
E00016,2024-04-01,49900.0,7800.0,57700.0,692000.0,57700.0,946000.0,False,False,False,False,0.043933054393305415,0.04299889746416752,False,False,False,2,2024,2023-04-01,47800.0,907000.0,1.002053388090349,0.043933054393305415,0.04384108245953411,0.04299889746416752,0.04290892106335131,598800.0,692400.0,692400.0,E4,Field,Ahmedabad,Permanent,25-34,1-4,True,P04-C01
E00016,2025-04-01,52300.0,8200.0,60500.0,726000.0,60500.0,992000.0,False,False,False,False,0.04809619238476959,0.04862579281183943,False,False,False,3,2025,2024-04-01,49900.0,946000.0,0.999315537303217,0.04809619238476959,0.04812991532773858,0.04862579281183943,0.04865989563831441,627600.0,726000.0,726000.0,E4,Field,Ahmedabad,Permanent,25-34,1-4,True,P04-C01
E00016,2026-04-01,56000.0,8700.0,64700.0,776000.0,64700.0,1061000.0,False,False,False,False,0.07074569789674956,0.06955645161290325,False,False,False,4,2026,2025-04-01,52300.0,992000.0,0.999315537303217,0.07074569789674956,0.07079583000486167,0.06955645161290325,0.06960571390319448,672000.0,776400.0,776400.0,E4,Field,Ahmedabad,Permanent,25-34,1-4,True,P04-C01
E00017,2022-04-01,34900.0,400.0,35300.0,424000.0,35300.0,584000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,418800.0,423600.0,423600.0,E2,Office,Hyderabad,Contract,25-34,1-4,False,P04-C01
E00017,2023-04-01,37000.0,400.0,37400.0,449000.0,37400.0,619000.0,False,False,False,False,0.06017191977077374,0.05993150684931514,False,False,False,2,2023,2022-04-01,34900.0,584000.0,0.999315537303217,0.06017191977077374,0.060214350067702815,0.05993150684931514,0.0599737628701269,444000.0,448800.0,448800.0,E2,Office,Hyderabad,Contract,25-34,1-4,True,P04-C01
E00017,2024-04-01,38800.0,400.0,39200.0,470000.0,39200.0,649000.0,False,False,False,False,0.048648648648648596,0.04846526655896599,False,False,False,3,2024,2023-04-01,37000.0,619000.0,1.002053388090349,0.048648648648648596,0.04854657726752709,0.04846526655896599,0.04836358874114843,465600.0,470400.0,470400.0,E2,Office,Hyderabad,Contract,25-34,1-4,True,P04-C01
E00017,2025-04-01,40700.0,500.0,41200.0,494000.0,41200.0,682000.0,False,True,False,False,0.0489690721649485,0.05084745762711873,False,True,False,4,2025,2024-04-01,38800.0,649000.0,0.999315537303217,0.0489690721649485,0.04900342132436397,0.05084745762711873,0.050883156055039125,488400.0,494400.0,494400.0,E2,Office,Hyderabad,Contract,25-34,1-4,True,P04-C01
E00017,2026-04-01,43000.0,500.0,43500.0,522000.0,43500.0,720000.0,False,False,False,False,0.05651105651105648,0.055718475073313734,False,False,False,5,2026,2025-04-01,40700.0,682000.0,0.999315537303217,0.05651105651105648,0.056550837088974015,0.055718475073313734,0.055757683127721336,516000.0,522000.0,522000.0,E2,Office,Hyderabad,Contract,25-34,1-4,True,P04-C01
E00018,2022-04-01,169900.0,5700.0,175600.0,2107000.0,175600.0,2611000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,2038800.0,2107200.0,2107200.0,E7,Management,Delhi NCR,Permanent,45-54,10-19,False,P04-C01
E00018,2023-04-01,177400.0,5900.0,183300.0,2199000.0,183300.0,2726000.0,False,False,False,False,0.04414361389052379,0.04404442742244341,False,False,False,2,2023,2022-04-01,169900.0,2611000.0,0.999315537303217,0.04414361389052379,0.04417450743980944,0.04404442742244341,0.04407525010233626,2128800.0,2199600.0,2199600.0,E7,Management,Delhi NCR,Permanent,45-54,10-19,True,P04-C01
E00018,2024-04-01,187900.0,6300.0,194200.0,2330000.0,194200.0,2888000.0,False,False,False,False,0.05918827508455471,0.059427732942039624,False,False,False,3,2024,2023-04-01,177400.0,2726000.0,1.002053388090349,0.05918827508455471,0.05906347438376813,0.059427732942039624,0.059302413336857596,2254800.0,2330400.0,2330400.0,E7,Management,Delhi NCR,Permanent,45-54,10-19,True,P04-C01
E00018,2025-04-01,195400.0,6500.0,201900.0,2422000.0,201900.0,3002000.0,False,False,False,False,0.03991484832357628,0.03947368421052633,False,False,False,4,2025,2024-04-01,187900.0,2888000.0,0.999315537303217,0.03991484832357628,0.039942726131336315,0.03947368421052633,0.039501248080503926,2344800.0,2422800.0,2422800.0,E7,Management,Delhi NCR,Permanent,45-54,10-19,True,P04-C01
E00018,2026-04-01,206200.0,6900.0,213100.0,2557000.0,213100.0,3169000.0,False,False,False,False,0.05527123848515858,0.05562958027981346,False,False,False,5,2026,2025-04-01,195400.0,3002000.0,0.999315537303217,0.05527123848515858,0.05531012365689669,0.05562958027981346,0.05566872414623969,2474400.0,2557200.0,2557200.0,E7,Management,Delhi NCR,Permanent,45-54,10-19,True,P04-C01
E00019,2022-04-01,83000.0,13200.0,96200.0,1155000.0,96200.0,1405000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,996000.0,1154400.0,1154400.0,E5,Factory,Mumbai,Permanent,35-44,5-9,False,P04-C01
E00019,2023-04-01,87500.0,13900.0,101400.0,1217000.0,101400.0,1481000.0,False,False,False,False,0.054216867469879526,0.05409252669039155,False,False,False,2,2023,2022-04-01,83000.0,1405000.0,0.999315537303217,0.054216867469879526,0.054254991952237264,0.05409252669039155,0.05413056151314377,1050000.0,1216800.0,1216800.0,E5,Factory,Mumbai,Permanent,35-44,5-9,True,P04-C01
E00019,2024-04-01,93100.0,14800.0,107900.0,1295000.0,107900.0,1576000.0,False,False,False,False,0.06400000000000006,0.06414584740040508,False,False,False,3,2024,2023-04-01,87500.0,1481000.0,1.002053388090349,0.06400000000000006,0.06386475110504031,0.06414584740040508,0.06401028111618201,1117200.0,1294800.0,1294800.0,E5,Factory,Mumbai,Permanent,35-44,5-9,True,P04-C01
E00019,2025-04-01,100500.0,16000.0,116500.0,1398000.0,116500.0,1702000.0,False,False,False,False,0.07948442534908695,0.07994923857868019,False,False,False,4,2025,2024-04-01,93100.0,1576000.0,0.999315537303217,0.07948442534908695,0.07954097668901983,0.07994923857868019,0.08000613271943813,1206000.0,1398000.0,1398000.0,E5,Factory,Mumbai,Permanent,35-44,5-9,True,P04-C01
E00019,2026-04-01,108500.0,17300.0,125800.0,1510000.0,125800.0,1838000.0,False,False,False,False,0.07960199004975133,0.0799059929494712,False,False,False,5,2026,2025-04-01,100500.0,1702000.0,0.999315537303217,0.07960199004975133,0.07965862808096236,0.0799059929494712,0.0799628551906919,1302000.0,1509600.0,1509600.0,E5,Factory,Mumbai,Permanent,35-44,5-9,True,P04-C01
E00020,2022-04-01,23200.0,4100.0,27300.0,328000.0,27300.0,405000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,278400.0,327600.0,327600.0,E1,Factory,Bengaluru,Permanent,<25,1-4,False,P04-C01
E00020,2023-04-01,25100.0,4400.0,29500.0,354000.0,29500.0,437000.0,False,False,False,False,0.0818965517241379,0.07901234567901239,False,False,False,2,2023,2022-04-01,23200.0,405000.0,0.999315537303217,0.0818965517241379,0.08195488350276592,0.07901234567901239,0.07906854899952287,301200.0,354000.0,354000.0,E1,Factory,Bengaluru,Permanent,<25,1-4,True,P04-C01
E00020,2024-04-01,28200.0,5000.0,33200.0,399000.0,33200.0,492000.0,False,False,False,False,0.12350597609561742,0.12585812356979398,False,False,False,3,2024,2023-04-01,25100.0,437000.0,1.002053388090349,0.12350597609561742,0.12323789965483867,0.12585812356979398,0.12558466203536578,338400.0,398400.0,398400.0,E1,Factory,Bengaluru,Permanent,<25,1-4,True,P04-C01
E00020,2025-04-01,30000.0,5300.0,35300.0,424000.0,35300.0,523000.0,False,False,False,False,0.06382978723404253,0.0630081300813008,False,False,False,4,2025,2024-04-01,28200.0,492000.0,0.999315537303217,0.06382978723404253,0.06387487373571066,0.0630081300813008,0.06305261917488525,360000.0,423600.0,423600.0,E1,Factory,Bengaluru,Permanent,<25,1-4,True,P04-C01
E00021,2022-04-01,44300.0,1500.0,45800.0,550000.0,45800.0,710000.0,False,False,False,False,,,False,False,False,1,2022,,,,,,,,,531600.0,549600.0,549600.0,E4,Office,Chennai,Permanent,35-44,5-9,False,P04-C01
