employee_id,plan_id,attained_age_years,completed_service_years,remaining_service_years,model_input_quality_status,grade,occupation_class,work_location,mortality_A,mortality_B,mortality_c,weibull_eta,weibull_k,disability_annual_q,mortality_intensity_at_age,q_death_standalone,weibull_survival_at_service,q_withdrawal_standalone,q_disability_standalone,early_retirement_linear_score,q_early_retirement_standalone,lambda_death,lambda_withdrawal,lambda_disability,lambda_early_retirement,lambda_total,q_any_exit,q_death_competing,q_withdrawal_competing,q_disability_competing,q_early_retirement_competing,p_remain_active,competing_probability_sum,competing_mass_balance_difference,decrement_engine_version
E00014,GRAT_STD_01,43.16495550992471,9.52498288843258,16.83504449007529,Observed_or_Validated,E5,Office,Bengaluru,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0008119464409472796,0.0008417033660116185,0.49098384245676263,0.05380515211370808,0.0015,-6.120031478788263,0.0021935644563452696,0.0008420577971876952,0.05530676085773246,0.0015011261262671456,0.0021959738429320193,0.059845918624119324,0.05809034686083777,0.000817356147922711,0.05368434466106188,0.001457090798529078,0.002131555253324096,0.9419096531391622,0.05809034686083777,0.0,P06-C01
E00015,GRAT_STD_01,38.620123203285424,1.702943189596167,21.379876796714576,Reconstructed_or_Imputed,E6,Factory,Mumbai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0005968173025053936,0.0006161531422440738,0.8223548732773894,0.07779653378708933,0.0015,-6.030423426572161,0.0023987080091744284,0.0006163430426005632,0.080989400581906,0.0015011261262671456,0.0024015895180856737,0.08550845926885937,0.0819546229713579,0.0005907270708565362,0.07762338189835238,0.0014387374858885113,0.0023017765162604824,0.9180453770286421,0.08195462297135792,1.3877787807814457e-17,P06-C01
E00016,GRAT_STD_01,33.20739219712526,3.704312114989733,26.79260780287474,Observed_or_Validated,E4,Field,Ahmedabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0004368880375556417,0.00044844373827003845,0.7044641584443878,0.06645737644384868,0.0015,-5.9858115569953245,0.002507867285078084,0.00044854431923429497,0.0687686571004279,0.0015011261262671456,0.0025110172518056444,0.07322934479773499,0.07061234464235885,0.00043251467215263027,0.06631106872770776,0.00144748031915893,0.0024212809233395347,0.9293876553576411,0.07061234464235885,0.0,P06-C01
E00017,GRAT_STD_01,25.404517453798768,4.832306639288158,34.59548254620123,Observed_or_Validated,E2,Office,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00031260591206643077,0.00031809618047186133,0.6520659491025838,0.0627295151067136,0.0015,-5.9118569582861555,0.0026998462401545604,0.0003181467837933101,0.0647833672237557,0.0015011261262671456,0.0027034973982057063,0.06930613753202186,0.06695900251689385,0.00030737236347813066,0.0625894012198283,0.0014502886994742128,0.002611940234113215,0.9330409974831062,0.06695900251689385,0.0,P06-C01
E00018,GRAT_EXEC_03,52.63518138261465,14.94592744695414,9.364818617385353,Observed_or_Validated,E7,Management,Delhi NCR,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0017090773168578913,0.0017817435841380816,0.3688758460054475,0.04842603300551703,0.0015,-6.247052168568897,0.0019324117402516087,0.0017833327772081428,0.049637858016151955,0.0015011261262671456,0.0019342812566570835,0.05485659817628433,0.053379114617915,0.0017353012742527655,0.04830093371661998,0.0014606954534888037,0.0018821841735534447,0.946620885382085,0.053379114617915,0.0,P06-C01
E00019,GRAT_STD_01,41.52224503764545,7.345653661875428,18.477754962354553,Observed_or_Validated,E5,Factory,Mumbai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0007232596132818695,0.0007487266213571642,0.5568818077110135,0.05711108016814148,0.0015,-6.091198757939014,0.0022575866352751465,0.0007490070571224814,0.058806797738890644,0.0015011261262671456,0.002260138825900855,0.06331706974818113,0.06135418968910574,0.0007257872362688056,0.05698373973764661,0.0014545900096855423,0.0021900727055047782,0.9386458103108942,0.06135418968910574,0.0,P06-C01
E00021,GRAT_STD_01,38.63655030800821,5.823408624229979,21.36344969199179,Observed_or_Validated,E4,Office,Chennai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0005974390741900723,0.0006168051065743171,0.6115066669844608,0.060184915705619804,0.0015,-6.053205136929754,0.002344805797474381,0.0006169954091011356,0.06207214190554133,0.0015011261262671456,0.0023475591594965405,0.06653782260040614,0.06437247267900306,0.0005969164388494844,0.06005211927264465,0.0014522747630500265,0.0022711622044589122,0.935627527320997,0.06437247267900308,1.3877787807814457e-17,P06-C01
E00022,GRAT_STD_01,51.79739904175222,5.429158110882957,8.202600958247778,Observed_or_Validated,E7,Management,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0015932640476674414,0.0016604407558622686,0.627106508981905,0.06113356464499914,0.0015,-6.186219397515789,0.002053366013480075,0.0016618208154972132,0.06308205125961319,0.0015011261262671456,0.002055477059801612,0.06830047526117916,0.06602020641178566,0.0016063395289562126,0.06097600388742311,0.0014510097671693743,0.0019868532282369643,0.9339797935882144,0.06602020641178566,0.0,P06-C01
E00023,GRAT_STD_01,47.10746064339494,4.317590691307323,12.892539356605063,Observed_or_Validated,E4,Factory,Delhi NCR,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.001091054539396348,0.0011342558970346666,0.6750470072490927,0.06429529715566577,0.0015,-6.131947789301509,0.0021676367097788075,0.00113489965208933,0.06645534069565721,0.0015011261262671456,0.002169989434748463,0.07126135590876215,0.0687815191318312,0.001095406074406349,0.06414274930893757,0.0014488881674568298,0.00209447558103046,0.9312184808681688,0.06878151913183121,1.3877787807814457e-17,P06-C01
E00025,GRAT_STD_01,38.888432580424364,7.759069130732375,21.111567419575636,Observed_or_Validated,E3,Management,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0006070958227820614,0.000626930723155472,0.5433822071253284,0.0564023831428931,0.0015,-6.066415117344136,0.0023141058571114056,0.0006271273263966593,0.05805545703774651,0.0015011261262671456,0.002316787537998128,0.06250049802840844,0.06058740504080026,0.0006079314331107915,0.0562784233939375,0.001455177790553536,0.00224587242319844,0.9394125949591997,0.06058740504080026,0.0,P06-C01
E00026,GRAT_STD_01,41.82614647501711,3.4140999315537304,18.17385352498289,Observed_or_Validated,E8,Management,Chennai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0007386374090470698,0.0007648488845497336,0.7192651075835512,0.06762240928264687,0.0015,-6.072743952077503,0.0022995400825239157,0.0007651415306873949,0.07001740608902846,0.0015011261262671456,0.0023021880850569876,0.07458586183103998,0.07187222011293161,0.0007373035473624301,0.06746997753497708,0.001446510970252609,0.0022184280603395052,0.9281277798870684,0.07187222011293162,1.3877787807814457e-17,P06-C01
E00027,GRAT_STD_01,30.811772758384667,10.702258726899384,29.188227241615333,Observed_or_Validated,E2,Office,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00038853066914453226,0.000397728369595047,0.460098220141426,0.05237008179055056,0.0015,-5.999610146649097,0.0024735849200811125,0.0003978074845012279,0.053791234581464724,0.0015011261262671456,0.002476649285614814,0.05816681747784792,0.05650745673815546,0.00038645898461143167,0.05225669879844611,0.001458302573814702,0.0024059963812832043,0.9434925432618445,0.05650745673815545,-6.938893903907228e-18,P06-C01
E00028,GRAT_STD_01,51.32101300479124,16.761122518822724,8.67898699520876,Observed_or_Validated,E3,Office,Pune,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0015314183349077995,0.0015956575133947769,0.33728630096438617,0.04713064677747674,0.0015,-6.243515796983017,0.001939244288051341,0.0015969319307142724,0.048277474733474435,0.0015011261262671456,0.0019411270567484386,0.053316659847204295,0.05192025384389252,0.0015551070050471292,0.04701304902234108,0.0014618104313144822,0.0018902873851898202,0.9480797461561075,0.05192025384389252,0.0,P06-C01
E00029,GRAT_STD_01,54.940451745379875,4.856947296372348,5.059548254620125,Observed_or_Validated,E4,Factory,Pune,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00207989166164144,0.0021700354252646797,0.6510011520201848,0.06265931148658523,0.0015,-6.215362089867286,0.0019945065788605316,0.00217239336396272,0.06470846783004985,0.0015011261262671456,0.0019964982558229294,0.07037848557610264,0.06795901093123012,0.002097710730203663,0.0624839173024023,0.0014495203468655451,0.001927862551758618,0.9320409890687699,0.06795901093123012,0.0,P06-C01
E00030,GRAT_STD_01,47.25530458590007,10.507871321013004,12.74469541409993,Observed_or_Validated,E4,Office,Chennai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0011036992977136867,0.0011475077156424735,0.46500095879275727,0.05259380744459563,0.0015,-6.167438390493948,0.0020922132636720632,0.0011481666067245,0.05402735214546638,0.0015011261262671456,0.0020944049994284153,0.05877104987788645,0.05707737330362237,0.0011150784980519125,0.052470380458072334,0.00145786635533644,0.002034047992161676,0.9429226266963776,0.057077373303622364,-6.938893903907228e-18,P06-C01
E00031,GRAT_ENH_02,48.158795345653665,10.625598904859686,11.841204654346335,Observed_or_Validated,E6,Factory,Chennai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.001184967392484989,0.0012326732021671761,0.4620228131805618,0.052457733243739375,0.0015,-6.177364422773528,0.0020715914246354356,0.0012334335686987072,0.053883734306763194,0.0015011261262671456,0.0020737401381679538,0.058692034139897,0.05700286463276697,0.0011979350823393777,0.05233294871455948,0.0014579233898821236,0.002014057445985988,0.9429971353672331,0.05700286463276697,0.0,P06-C01
E00034,GRAT_STD_01,33.36618754277892,2.5544147843942504,26.633812457221083,Observed_or_Validated,E3,Office,Bengaluru,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0004405005621779004,0.000452232313396495,0.7671337321389753,0.07182696967965439,0.0015,-5.98113197778743,0.002519600912046856,0.0004523346012688849,0.07453710848994638,0.0015011261262671456,0.0025227804483227445,0.07901334966580514,0.07597241109675727,0.00043492587551644755,0.07166844428331451,0.0014433532011389413,0.002425687736787385,0.9240275889032428,0.0759724110967573,2.7755575615628914e-17,P06-C01
E00035,GRAT_STD_01,33.70294318959617,8.240930869267626,26.29705681040383,Observed_or_Validated,E3,Factory,Mumbai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0004483449403613717,0.0004604589251308393,0.5282758153573713,0.055629851353931815,0.0015,-6.015798287641905,0.0024339612234095045,0.00046056496889548696,0.05723708307374886,0.0015011261262671456,0.002436928122216872,0.06163570229112837,0.05977465365181681,0.0004466585189514439,0.05550884778781954,0.001455800630963645,0.002363346714082182,0.9402253463481832,0.05977465365181681,0.0,P06-C01
E00036,GRAT_STD_01,35.10746064339494,3.29637234770705,24.892539356605063,Observed_or_Validated,E1,Field,Chennai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00048391743651238336,0.0004977639150392983,0.7254480645717638,0.068126166831381,0.0015,-6.003088806244178,0.0024650162833639057,0.000497887840622351,0.07055784559685545,0.0015011261262671456,0.0024680594379816252,0.07502491900172657,0.0722796318249429,0.0004796692924049835,0.06797601610185697,0.0014461974124476572,0.0023777490182332888,0.9277203681750571,0.07227963182494289,-1.3877787807814457e-17,P06-C01
E00037,GRAT_STD_01,21.256673511293634,2.4996577686516086,38.743326488706366,Observed_or_Validated,E2,Factory,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0002758351926130995,0.00027952765400904,0.7704190830401882,0.07214414361625755,0.0015,-5.856452061882213,0.0028532135639774635,0.0002795667291456084,0.0748788854331424,0.0015011261262671456,0.0028572917369110895,0.07951687002546624,0.07643756068468716,0.0002687404423444123,0.07197918312761203,0.001442994666857066,0.002746642447873639,0.9235624393153128,0.07643756068468716,0.0,P06-C01
E00038,GRAT_STD_01,49.81519507186858,11.71252566735113,10.18480492813142,Observed_or_Validated,E5,Office,Kolkata,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0013534125849314549,0.0014091734345362678,0.43576477701020844,0.0512800619987061,0.0015,-6.200342678691169,0.002024627878731675,0.0014101672531721704,0.052641636675445636,0.0015011261262671456,0.002026680208359077,0.05757961026324403,0.05595326841406029,0.0013703369381058252,0.0511547683839898,0.0014587266687353922,0.001969436423229277,0.9440467315859397,0.05595326841406029,0.0,P06-C01
E00039,GRAT_STD_01,38.691307323750856,4.7091033538672145,21.308692676249144,Reconstructed_or_Imputed,E4,Factory,Pune,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0005995186913159221,0.0006189857048527467,0.6574368512483961,0.06308668040882894,0.0015,-6.04765228586327,0.002357831586701584,0.0006191773555942797,0.06516450946347041,0.0015011261262671456,0.0023606156486910244,0.06964542859402285,0.0672755212887888,0.0005981078759761397,0.06294707968900957,0.0014500455335486235,0.002280288190254466,0.9327244787112112,0.0672755212887888,0.0,P06-C01
E00040,GRAT_STD_01,44.98015058179329,6.8172484599589325,15.01984941820671,Observed_or_Validated,E3,Office,Bengaluru,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0009275271606462376,0.000962861917299031,0.5749187947908684,0.058087376466755575,0.0015,-6.123815775039217,0.00218529715179324,0.0009633257666073827,0.05984276504204422,0.0015011261262671456,0.002187688397971521,0.06449490533289028,0.06245910929137756,0.0009329181743762735,0.05795381484424246,0.0014537427459847417,0.0021186335267740822,0.9375408907086225,0.06245910929137756,0.0,P06-C01
E00041,GRAT_STD_01,32.89253935660506,0.5065023956194388,27.107460643394937,Observed_or_Validated,E3,Factory,Kolkata,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.000429884942393446,0.00044109931776931203,0.9242513317530158,0.0948318413079709,0.0015,-5.965028157413774,0.002560399851501051,0.00044119663069087467,0.09963454183345827,0.0015011261262671456,0.0025636832809932267,0.10414054787140951,0.09890135897515623,0.0004190005453444235,0.09462204481931065,0.0014256062303825408,0.0024347073801186223,0.9010986410248438,0.09890135897515624,1.3877787807814457e-17,P06-C01
E00042,GRAT_ENH_02,36.780287474332646,3.4962354551676933,23.219712525667354,Observed_or_Validated,E3,Laboratory,Pune,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0005329928124214239,0.000549227132566835,0.7150139017067431,0.06728201772425632,0.0015,-6.021367611174555,0.0024204761030517633,0.0005493780130360364,0.06965239362843524,0.0015011261262671456,0.0024234101908837055,0.07412630795862213,0.07144559737702895,0.0005295102563191847,0.06713347809392263,0.0014468392637238688,0.002335769763063274,0.9285544026229711,0.07144559737702896,1.3877787807814457e-17,P06-C01
E00043,GRAT_STD_01,20.008213552361397,2.00684462696783,39.9917864476386,Observed_or_Validated,E3,Factory,Chennai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00026732768534721554,0.00027060398272981203,0.8015433922176244,0.07537330511772476,0.0015,-5.8409243194195675,0.0028977339039496447,0.0002706406025940164,0.07836519602749525,0.0015011261262671456,0.0029019404631301644,0.08303890321948658,0.0796846567061118,0.00025970843390641746,0.07519973772597625,0.001440490124586601,0.002784720421642534,0.9203153432938882,0.07968465670611181,1.3877787807814457e-17,P06-C01
E00044,GRAT_STD_01,36.50924024640657,1.5633127994524298,23.49075975359343,Observed_or_Validated,E5,Management,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0005245005871035215,0.000540321893916192,0.8324116885158692,0.07905803776201693,0.0015,-6.00797580863769,0.0024530286091500307,0.0005404679203939524,0.0823582607406721,0.0015011261262671456,0.0024560422131419835,0.08685589700047518,0.083190798929605,0.0005176615479907954,0.07888295148724042,0.0014377824195124457,0.0023524034748613446,0.916809201070395,0.08319079892960501,1.3877787807814457e-17,P06-C01
E00045,GRAT_ENH_02,42.455852156057496,4.780287474332649,17.544147843942504,Observed_or_Validated,E7,Management,Kolkata,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0007719548162751271,0.000799778356544792,0.6543240670894959,0.06287905494325839,0.0015,-6.086709387987187,0.0022677215258150247,0.0008000983498817969,0.06494292817188281,0.0015011261262671456,0.002270296700196545,0.0695144493482283,0.06715334573897708,0.0007729224876060497,0.0627370992609201,0.001450139398358022,0.0021931845920929107,0.932846654261023,0.06715334573897708,0.0,P06-C01
E00046,GRAT_ENH_02,53.5523613963039,6.899383983572895,6.447638603696099,Observed_or_Validated,E7,Office,Chennai,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0018469333908107605,0.0019261148345053505,0.5720546646073937,0.057929983240280966,0.0015,-6.212313544690098,0.0020005840170001167,0.0019279721790389785,0.05967567939754348,0.0015011261262671456,0.002002587858219166,0.06510736556106876,0.0630331399957959,0.0018665498015792965,0.05777449941944548,0.001453302440560161,0.001938788334210979,0.936966860004204,0.06303313999579592,1.3877787807814457e-17,P06-C01
E00047,GRAT_STD_01,33.78781656399726,1.839835728952772,26.21218343600274,Observed_or_Validated,E3,Office,Ahmedabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00045036202362992164,0.0004625742840098878,0.8128081572797198,0.07665540229373423,0.0015,-5.981541032463776,0.0025185730635274638,0.0004626813044985579,0.07975276886140178,0.0015011261262671456,0.0025217500040245287,0.08423832629619202,0.08078784244123526,0.0004437294278248783,0.07648601780586942,0.0014396385387202796,0.002418456668820679,0.9192121575587647,0.08078784244123526,0.0,P06-C01
E00049,GRAT_ENH_02,22.587268993839835,1.3086926762491444,37.412731006160165,Observed_or_Validated,E1,Office,Bengaluru,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00028608901009256985,0.0002902829543698502,0.8516911378195579,0.0816691209972099,0.0015,-5.863582914171568,0.002832997523692151,0.0002903250946219109,0.08519751865904635,0.0015011261262671456,0.002837018056411663,0.08982598793634707,0.0859097658393746,0.00027766753775017755,0.08148308798207772,0.0014356802186730549,0.002713330100873647,0.9140902341606254,0.0859097658393746,0.0,P06-C01
E00050,GRAT_ENH_02,33.22655715263518,9.6290212183436,26.77344284736482,Observed_or_Validated,E5,Office,Bengaluru,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00043732113631459845,0.0004488979441492646,0.48813490046693964,0.053670106404683594,0.0015,-6.018523020622244,0.0024273544319083655,0.00044899872899393026,0.055164045989816946,0.0015011261262671456,0.0024303052327375543,0.05954447607781557,0.057806372417768155,0.000435892453053218,0.05355380711370989,0.0014573082444732407,0.0023593646065318045,0.9421936275822318,0.057806372417768155,0.0,P06-C01
E00052,GRAT_STD_01,22.308008213552363,4.079397672826831,37.69199178644764,Observed_or_Validated,E2,Factory,Ahmedabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.00028382785634796764,0.00028791122444942017,0.6861915228962572,0.06509204031839154,0.0015,-5.875920108343533,0.002798358204606434,0.0002879526788429832,0.06730719338207047,0.0015011261262671456,0.0028022809287610727,0.07189855311594168,0.06937469994046677,0.00027784468290442194,0.06494451059656701,0.0014484321320714871,0.002703912528923855,0.9306253000595333,0.06937469994046679,1.3877787807814457e-17,P06-C01
E00053,GRAT_STD_01,51.7782340862423,6.179329226557153,8.2217659137577,Observed_or_Validated,E6,Factory,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0015907214130782327,0.0016577774348127794,0.597974903478182,0.05938945692715307,0.0015,-6.1901394655229645,0.0020453488669071097,0.0016591530683641898,0.0612261006536694,0.0015011261262671456,0.0020474434494895384,0.06643382329779027,0.06427516300867224,0.0016052415566604034,0.05923665693994269,0.0014523494460028585,0.0019809150660662876,0.9357248369913278,0.06427516300867224,0.0,P06-C01
E00054,GRAT_STD_01,35.60301163586585,10.811772758384668,24.396988364134153,Observed_or_Validated,E3,Factory,Ahmedabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0004976488790475953,0.0005121637500635341,0.4573686181926832,0.05224614578802096,0.0015,-6.049422996455113,0.0023536700615133872,0.0005122949507163651,0.0536604578970702,0.0015011261262671456,0.0023564442968372545,0.058030323270890964,0.05637866668234482,0.0004977140336554732,0.05213317623061502,0.0014584011384170166,0.002289375279657308,0.9436213333176552,0.05637866668234482,0.0,P06-C01
E00056,GRAT_STD_01,44.58316221765914,5.823408624229979,15.416837782340863,Observed_or_Validated,E5,Field,Ahmedabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0009005139642056213,0.0009345464016191818,0.6115066669844608,0.060184915705619804,0.0015,-6.114284060959291,0.0022061801929928186,0.0009349833623688479,0.06207214190554133,0.0015011261262671456,0.0022086173937773267,0.06671686878795464,0.06453997822467317,0.0009044759885165935,0.060046803150715984,0.001452146200231465,0.002136552885209124,0.9354600217753268,0.06453997822467317,0.0,P06-C01
E00057,GRAT_STD_01,27.24435318275154,2.4175222450376452,32.75564681724846,Reconstructed_or_Imputed,E4,Factory,Pune,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0003341890053044452,0.0003407338289230848,0.775407789868859,0.07263381709119468,0.0015,-5.91750204452833,0.0026846891141649593,0.00034079189188388896,0.07540677209677332,0.0015011261262671456,0.0026882993550153764,0.07993698946993974,0.07682548573049579,0.00032752675326658276,0.07247160459904388,0.001442695610103991,0.0025836587680813307,0.9231745142695043,0.07682548573049579,0.0,P06-C01
E00059,GRAT_STD_01,44.79671457905544,16.876112251882272,15.20328542094456,Observed_or_Validated,E6,Factory,Hyderabad,0.0002,1e-05,1.1,15.0,0.75,0.0015,0.0009149181167921492,0.0009496450852277521,0.3354070249536986,0.04705432066923618,0.0015,-6.177134391090263,0.0020720670235916555,0.0009500962837966535,0.04819737660540047,0.0015011261262671456,0.002074216724529726,0.052722815739993996,0.05135707506982459,0.0009254848301566008,0.04694886367031583,0.0014622407030794437,0.002020485866272721,0.9486429249301754,0.0513570750698246,6.938893903907228e-18,P06-C01
