employee_id,plan_id,attained_age_years,completed_service_years,retirement_age,years_to_retirement,service_at_retirement,pensionable_salary_basis_rule,pension_salary_source,current_pensionable_salary_annual,salary_escalation_rate,final_pensionable_salary,accrual_rate,full_annual_pension_at_retirement,puc_annual_pension_at_retirement,discount_rate,pension_escalation_rate,pensioner_mortality_model,mortality_A,mortality_B,mortality_c,spouse_pension_percentage_rule,spouse_pension_percentage_modelled,spouse_age_at_retirement,probability_reach_retirement_active,active_survival_source,active_survival_matched_horizon,member_annuity_factor,spouse_annuity_factor,member_pv_at_retirement,spouse_pv_at_retirement,total_pv_at_retirement,pre_retirement_discount_factor,member_dbo,spouse_dbo,db_pension_liability,puc_one_service_year_pv,model_status,review_flag
E00093,PEN_DB_01,38.822724161533195,8.947296372347708,60.0,21.177275838466805,30.124572210814513,pensionable_salary_annual,pensionable_salary_annual,847000.0,0.06,2909328.0847697346,0.015,1314633.9596189482,390459.30928244325,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,62.072553045859,0.32830094994932896,PIPELINE_06_RETIREMENT_SUMMARY,21.177275838466805,16.452696014800427,0.9652003246113313,6424108.321772981,376871.4520669304,6800979.773839911,0.2386336229533046,503288.06247975695,29525.483291095858,532813.5457708528,59550.22876156792,OK,False
E00097,PEN_DB_01,51.29911019849418,2.5900068446269677,60.0,8.700889801505816,11.290896646132785,pensionable_salary_annual,pensionable_salary_annual,1313000.0,0.06,2179958.7263644827,0.015,369205.3300832495,84691.62033432446,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,65.05133470225873,0.5541797929733467,PIPELINE_06_RETIREMENT_SUMMARY,8.700889801505816,16.452696014800427,0.8096727172286047,1393405.4843615307,68572.49436258583,1461977.9787241165,0.5550536826102211,428610.8789418337,21092.867374100366,449703.74631593406,173630.33122821874,OK,False
E00100,PEN_DB_01,38.450376454483234,10.420260095824778,60.0,21.549623545516766,31.969883641341546,pensionable_salary_annual,pensionable_salary_annual,971000.0,0.06,3408404.263289056,0.015,1634494.3155000533,532746.8840278499,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,60.884325804243666,0.32963102015418794,PIPELINE_06_RETIREMENT_SUMMARY,21.549623545516766,16.452696014800427,1.0309602246338605,8765122.535742352,549240.8472303414,9314363.382972693,0.23269692941920128,672321.0654135031,42129.03927728646,714450.1046907896,68563.5577347112,OK,False
E00106,PEN_DB_02,41.987679671457904,4.832306639288158,60.0,18.012320328542096,22.844626967830255,pensionable_salary_annual,pensionable_salary_annual,850000.0,0.065,2642705.824044265,0.02,1207432.5747200737,255407.2979842917,0.068,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.67,0.67,61.47570157426421,0.3547887840040602,PIPELINE_06_RETIREMENT_SUMMARY,18.012320328542096,16.87779941727805,1.401642450535507,4310713.14508784,357989.7110313551,4668702.856119195,0.30574928092372566,467610.7106117054,38833.440670439195,506444.1512821446,104803.81090980358,OK,False
E00116,PEN_DB_01,26.12457221081451,5.25119780971937,60.0,33.875427789185494,39.126625598904866,pensionable_salary_annual,pensionable_salary_annual,476000.0,0.06,3426525.468289063,0.015,2011025.686542875,269900.4455104075,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.1726389595020129,PIPELINE_06_RETIREMENT_SUMMARY,33.875427789185494,16.452696014800427,0.0,4440589.984241941,0.0,4440589.984241941,0.10106760186040936,77480.32713934743,0.0,77480.32713934743,14754.791182297527,OK,False
E00126,PEN_DB_02,37.68925393566051,5.9958932238193015,60.0,22.31074606433949,28.30663928815879,pensionable_salary_annual,pensionable_salary_annual,1069000.0,0.065,4356802.359852932,0.02,2466528.657003119,522458.4349392428,0.068,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.67,0.0,,0.2957146281677922,PIPELINE_06_RETIREMENT_SUMMARY,22.31074606433949,16.87779941727805,0.0,8817948.668769555,0.0,8817948.668769555,0.23043796771894587,600889.2177636116,0.0,600889.2177636116,100216.797620164,OK,False
E00131,PEN_DB_01,37.53319644079398,5.494866529774128,60.0,22.46680355920602,27.96167008898015,pensionable_salary_annual,pensionable_salary_annual,920000.0,0.06,3406667.373155884,0.015,1428841.6378661618,280787.73790241726,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,54.74058863791923,0.2904719440325035,PIPELINE_06_RETIREMENT_SUMMARY,22.46680355920602,16.452699207825372,1.396996493594669,4619716.192954179,392259.48529405583,5011975.678248235,0.2186957981478267,293467.44177481433,24918.281308432266,318385.7230832466,57942.394298034786,OK,False
E00132,PEN_DB_01,34.46406570841889,3.2224503764544834,60.0,25.535934291581107,28.75838466803559,pensionable_salary_annual,pensionable_salary_annual,758000.0,0.06,3356434.0499863755,0.015,1447884.3228360116,162239.13251884864,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.23716070617459342,PIPELINE_06_RETIREMENT_SUMMARY,25.535934291581107,16.452696014800427,0.0,2669271.1290375395,0.0,2669271.1290375395,0.1776878709917016,112484.63612554368,0.0,112484.63612554368,34906.55339409925,OK,False
E00135,PEN_DB_01,38.691307323750856,9.097878165639973,60.0,21.308692676249144,30.406570841889117,pensionable_salary_annual,pensionable_salary_annual,960000.0,0.06,3322814.8206891944,0.015,1515531.063596476,453458.4660841968,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.3270567620258515,PIPELINE_06_RETIREMENT_SUMMARY,21.308692676249144,16.452696014800427,0.0,7460614.29782098,0.0,7460614.29782098,0.2365212206380761,577122.2692483389,0.0,577122.2692483389,63434.820596736616,OK,False
E00142,PEN_DB_02,42.42026009582478,17.374401095140314,60.0,17.57973990417522,34.954140999315534,pensionable_salary_annual,pensionable_salary_annual,4721000.0,0.065,14283445.814502744,0.02,9985311.579124246,4963326.332037477,0.068,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.67,0.0,,0.4239151872216557,PIPELINE_06_RETIREMENT_SUMMARY,17.57973990417522,16.87779941727805,0.0,83770026.27462293,0.0,83770026.27462293,0.3145754372478031,11171009.895175163,0.0,11171009.895175163,642957.9836452455,OK,False
E00143,PEN_DB_01,49.379876796714576,4.498288843258043,60.0,10.620123203285424,15.118412046543465,pensionable_salary_annual,pensionable_salary_annual,1024000.0,0.06,1901303.1315985492,0.015,431170.2625333548,128289.15996781999,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.5168794570984028,PIPELINE_06_RETIREMENT_SUMMARY,10.620123203285424,16.452696014800427,0.0,2110702.5509446464,0.0,2110702.5509446464,0.487461881907787,531810.573426318,0.0,531810.573426318,118225.0833499468,OK,False
E00146,PEN_DB_01,38.724161533196444,5.601642710472279,60.0,21.275838466803556,26.877481177275836,pensionable_salary_annual,pensionable_salary_annual,1135963.0911188005,0.06,3924349.898032644,0.015,1582149.607761251,329742.08999485784,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.3079774135965827,PIPELINE_06_RETIREMENT_SUMMARY,21.275838466803556,16.452696014800427,0.0,5425146.369970362,0.0,5425146.369970362,0.2370475616742542,396064.41085304396,0.0,396064.41085304396,70705.04695213797,OK,False
E00153,PEN_DB_01,27.696098562628336,2.639288158795346,60.0,32.303901437371664,34.94318959616701,pensionable_salary_annual,pensionable_salary_annual,902000.0,0.06,5924950.342542961,0.015,3105549.9475103007,234564.76920786098,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.1707453805434494,PIPELINE_06_RETIREMENT_SUMMARY,32.303901437371664,16.452696014800427,0.0,3859222.843558756,0.0,3859222.843558756,0.11240596071191114,74069.28654622554,0.0,74069.28654622554,28064.11505291377,OK,False
E00154,PEN_DB_01,29.111567419575632,4.287474332648871,60.0,30.888432580424368,35.17590691307324,pensionable_salary_annual,pensionable_salary_annual,640000.0,0.06,3871136.516700033,0.015,2042561.0663885844,248960.97680296723,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,55.885010266940455,0.19180450006596209,PIPELINE_06_RETIREMENT_SUMMARY,30.888432580424368,16.452699205198666,1.3262020569998616,4096080.0651716623,330172.55954879,4426252.624720452,0.12370326544077102,97187.04855783474,7833.952478169648,105021.0010360044,24494.840758876504,OK,False
E00156,PEN_DB_01,38.392881587953454,16.591375770020534,60.0,21.607118412046546,38.19849418206708,pensionable_salary_annual,pensionable_salary_annual,422000.0,0.06,1486275.3610014264,0.015,851602.2109524395,369890.29518146376,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.35242767281691384,PIPELINE_06_RETIREMENT_SUMMARY,21.607118412046546,16.452696014800427,0.0,6085692.585445423,0.0,6085692.585445423,0.23179349089327778,497142.9084763453,0.0,497142.9084763453,29963.935201482695,OK,False
E00158,PEN_DB_01,36.95824777549623,18.924024640657084,60.0,23.041752224503767,41.96577686516085,pensionable_salary_annual,pensionable_salary_annual,1109000.0,0.06,4246420.750498341,0.015,2673065.185365034,1205390.5637554224,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,62.026009582477755,0.3383346846397962,PIPELINE_06_RETIREMENT_SUMMARY,23.041752224503767,16.452696014800427,0.9677385529505586,19831924.524576876,1166502.9199089303,20998427.444485806,0.2103518205802217,1411424.5208182794,83019.21594776303,1494443.7367660424,78970.71395454239,OK,False
E00164,PEN_DB_01,47.219712525667354,3.6605065023956196,60.0,12.780287474332646,16.440793976728266,pensionable_salary_annual,pensionable_salary_annual,1453000.0,0.06,3059721.1404141486,0.015,754563.6734368361,168001.93695004997,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,61.54688569472963,0.45220562090552946,PIPELINE_06_RETIREMENT_SUMMARY,12.780287474332646,16.452696014800427,0.9940483152028989,2764084.79853684,167002.04237602084,2931086.840912861,0.42117916000379774,526446.4396593444,31807.139444938184,558253.5791042825,152507.1950395207,OK,False
E00165,PEN_DB_01,52.53388090349076,6.190280629705681,60.0,7.466119096509239,13.65639972621492,pensionable_salary_annual,pensionable_salary_annual,1957000.0,0.06,3023621.533113377,0.015,619376.7641548059,280755.987119891,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,58.992470910335385,0.6309467834306397,PIPELINE_06_RETIREMENT_SUMMARY,7.466119096509239,16.452698921686956,1.1394943863595814,4619193.726544587,319919.8712599587,4939113.597804545,0.6034165483770758,1758636.6663975273,121801.08677273706,1880437.7531702644,303772.61802098143,OK,False
E00170,PEN_DB_01,33.281314168377826,6.924024640657084,60.0,26.718685831622174,33.64271047227926,pensionable_salary_annual,pensionable_salary_annual,827000.0,0.06,3923240.8746136115,0.015,1979826.852864561,407469.2473058654,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,60.06570841889117,0.2461521154807763,PIPELINE_06_RETIREMENT_SUMMARY,26.718685831622174,16.452696014800427,1.0773753359373863,6703967.661302941,438997.3172003107,7142964.978503251,0.1640227448992834,270669.64833665476,17724.317220863388,288393.9655575181,41651.2043969488,OK,False
E00171,PEN_DB_01,40.101300479123886,12.61054072553046,60.0,19.898699520876114,32.50924024640658,pensionable_salary_annual,pensionable_salary_annual,769000.0,0.06,2451772.3831129037,0.015,1195578.8614818326,463772.6323046421,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.3650879274494914,PIPELINE_06_RETIREMENT_SUMMARY,19.898699520876114,16.452696014800427,0.0,7630310.139292089,0.0,7630310.139292089,0.26019625234939964,724837.5766480406,0.0,724837.5766480406,57478.70709307356,OK,False
E00184,PEN_DB_02,61.3388090349076,13.25119780971937,60.0,0.0,13.25119780971937,pensionable_salary_annual,pensionable_salary_annual,2069000.0,0.065,2069000.0,0.02,548334.5653661875,548334.5653661875,0.068,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.67,0.67,59.97262149212868,1.0,AT_RETIREMENT,0.0,16.87780186690075,1.5228511336457522,9254682.15102365,835031.9144850494,10089714.0655087,1.0,9254682.15102365,835031.9144850494,10089714.0655087,761419.0211626142,OK,False
E00194,PEN_DB_01,37.445585215605746,3.36208076659822,60.0,22.554414784394254,25.916495550992472,pensionable_salary_annual,pensionable_salary_annual,598000.0,0.06,2225666.89284512,0.015,865222.2918961768,112243.07779933498,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.2741916756841924,PIPELINE_06_RETIREMENT_SUMMARY,22.554414784394254,16.452696014800427,0.0,1846701.2387980528,0.0,1846701.2387980528,0.2174032790395979,110082.17363735572,0.0,110082.17363735572,32742.275180003402,OK,False
E00198,PEN_DB_02,35.00342231348392,8.747433264887064,60.0,24.996577686516083,33.74401095140315,pensionable_salary_annual,pensionable_salary_annual,870000.0,0.065,4199193.118528561,0.02,2833952.37157369,734643.2314140317,0.068,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.67,0.0,,0.27499447521758885,PIPELINE_06_RETIREMENT_SUMMARY,24.996577686516083,16.87779941727805,0.0,12399161.103067009,0.0,12399161.103067009,0.19311520188783143,658465.0584996949,0.0,658465.0584996949,75275.23086604493,OK,False
E00202,PEN_DB_02,40.695414099931554,3.5373032169746748,60.0,19.304585900068446,22.84188911704312,pensionable_salary_annual,pensionable_salary_annual,1219000.0,0.065,4111275.2921941937,0.02,1878185.8870787765,290856.54633894033,0.068,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.67,0.67,61.0239561943874,0.3226533376882446,PIPELINE_06_RETIREMENT_SUMMARY,19.304585900068446,16.87779941727805,1.4375922386617785,4909018.4483108735,418133.11358083057,5327151.561891704,0.28083019280195853,444810.08406027703,37887.37552295636,482697.4595832334,136459.16959193192,OK,False
E00206,PEN_DB_01,30.795345653661876,5.661875427789186,60.0,29.204654346338124,34.86652977412731,pensionable_salary_annual,pensionable_salary_annual,1145000.0,0.06,6278480.282141588,0.015,3283632.295403413,533219.5984997455,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,60.58316221765914,0.21423313936943153,PIPELINE_06_RETIREMENT_SUMMARY,29.204654346338124,16.452696014800427,1.0479345979913974,8772899.963250246,558779.2655949651,9331679.22884521,0.13862990617714585,260547.40885148483,16595.252468462564,277142.6613199474,48948.915399956866,OK,False
E00211,PEN_DB_01,48.941820670773446,10.042436687200547,60.0,11.058179329226554,21.100616016427104,pensionable_salary_annual,pensionable_salary_annual,2010000.0,0.06,3828537.044182787,0.015,1211767.351109517,576717.6130621134,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,63.195071868583156,0.5421181599175618,PIPELINE_06_RETIREMENT_SUMMARY,11.058179329226554,16.452696014800427,0.9049591246915811,9488559.574092248,521905.8663109081,10010465.440403156,0.4732263479801658,2434238.6919654794,133892.13014023958,2568130.822105719,255727.85789915864,OK,False
E00213,PEN_DB_01,37.46201232032854,19.17864476386037,60.0,22.53798767967146,41.71663244353183,pensionable_salary_annual,pensionable_salary_annual,949000.0,0.06,3528657.380167481,0.015,2208055.5442140414,1015122.9958140946,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,62.913073237508556,0.34646023369472234,PIPELINE_06_RETIREMENT_SUMMARY,22.53798767967146,16.452696014800427,0.9199137989504222,16701510.067762824,933825.6514812773,17635335.7192441,0.2176450431337993,1259383.2540527529,70415.45242968287,1329798.7064824358,69337.47002751031,OK,False
E00229,PEN_DB_02,46.11362080766598,4.213552361396304,60.0,13.886379192334019,18.099931553730322,pensionable_salary_annual,pensionable_salary_annual,575000.0,0.065,1378652.6787764078,0.02,499070.38244439877,116180.50500407346,0.068,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.67,0.0,,0.43167086660730297,PIPELINE_06_RETIREMENT_SUMMARY,13.886379192334019,16.87779941727805,0.0,1960871.259656821,0.0,1960871.259656821,0.4010963880660538,339508.43715503695,0.0,339508.43715503695,80575.34546515738,OK,False
E00237,PEN_DB_01,53.93292265571527,7.17864476386037,60.0,6.067077344284733,13.245722108145102,pensionable_salary_annual,pensionable_salary_annual,1014000.0,0.06,1444011.3167496559,0.015,286904.58934023953,155490.66416910052,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,58.2258726899384,0.6896924039893596,PIPELINE_06_RETIREMENT_SUMMARY,6.067077344284733,16.452698921686956,1.1846729995852308,2558241.0827073487,184205.5915287081,2742446.674236057,0.6633249731514468,1170370.2127032015,84272.2520546886,1254642.46475789,174774.2792726237,OK,False
E00239,PEN_DB_01,46.34360027378508,3.7645448323066395,60.0,13.656399726214921,17.420944558521562,pensionable_salary_annual,pensionable_salary_annual,1421000.0,0.06,3149061.116218744,0.015,822894.2867556415,177821.72627518576,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,55.46611909650924,0.43265017190627825,PIPELINE_06_RETIREMENT_SUMMARY,13.656399726214921,16.452699205198666,1.3520104588879767,2925647.3745548036,240416.83374156608,3166064.2082963698,0.39693864831210457,502437.73244433705,41288.12304488369,543725.8554892207,144433.35906722755,OK,False
E00248,PEN_DB_01,43.898699520876114,5.5277207392197125,60.0,16.101300479123886,21.6290212183436,pensionable_salary_annual,pensionable_salary_annual,2622000.0,0.06,6700234.887619774,0.015,2173792.838283212,555555.4101890892,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.39563418046963233,PIPELINE_06_RETIREMENT_SUMMARY,16.101300479123886,16.452696014800427,0.0,9140384.283218846,0.0,9140384.283218846,0.3364208984209665,1216581.5508034674,0.0,1216581.5508034674,220087.37564683822,OK,False
E00250,PEN_DB_01,32.78302532511978,6.381930184804928,60.0,27.21697467488022,33.59890485968515,pensionable_salary_annual,pensionable_salary_annual,1771000.0,0.06,8649035.013121273,0.015,4358971.568009211,827963.0642951002,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.23800769970328195,PIPELINE_06_RETIREMENT_SUMMARY,27.21697467488022,16.452696014800427,0.0,13622224.608329944,0.0,13622224.608329944,0.15858513158742998,514163.81665465323,0.0,514163.81665465323,80565.56586577096,OK,False
E00252,PEN_DB_01,38.247775496235455,12.016427104722792,60.0,21.752224503764545,33.76865160848734,pensionable_salary_annual,pensionable_salary_annual,1990000.0,0.06,7068250.60307481,0.015,3580279.3814507066,1274026.7719464204,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,64.17796030116358,0.3334252170466027,PIPELINE_06_RETIREMENT_SUMMARY,21.752224503764545,16.452696014800427,0.8538099989585297,20961175.193551924,1087776.796828712,22048951.990380637,0.22952895055601993,1604174.25213607,83248.36338758624,1687422.6155236564,140426.3181408101,OK,False
E00257,PEN_DB_01,47.61396303901437,15.756331279945243,60.0,12.386036960985628,28.14236824093087,pensionable_salary_annual,pensionable_salary_annual,1001000.0,0.06,2060029.5967093653,0.015,869611.672467169,486877.6315836713,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,65.84531143052703,0.5316959379022638,PIPELINE_06_RETIREMENT_SUMMARY,12.386036960985628,16.452696014800427,0.770658006683309,8010449.668852139,375216.1450549626,8385665.813907102,0.43256506668341244,1842348.0622885337,86297.12018157414,1928645.182470108,122404.45749734264,OK,False
E00259,PEN_DB_01,37.76043805612594,8.61327857631759,60.0,22.239561943874058,30.85284052019165,pensionable_salary_annual,pensionable_salary_annual,612000.0,0.06,2236365.481398634,0.015,1034973.4131368052,288936.5833462054,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.3110067289215104,PIPELINE_06_RETIREMENT_SUMMARY,22.239561943874058,16.452696014800427,0.0,4753785.773350165,0.0,4753785.773350165,0.22208419688339848,328342.4603372674,0.0,328342.4603372674,38120.49702421708,OK,False
E00261,PEN_DB_01,35.3264887063655,7.958932238193018,60.0,24.673511293634498,32.63244353182752,pensionable_salary_annual,pensionable_salary_annual,546000.0,0.06,2299202.3522778056,0.015,1125428.8639342573,274487.9358550957,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.0,,0.2752833919233406,PIPELINE_06_RETIREMENT_SUMMARY,24.673511293634498,16.452696014800427,0.0,4516066.568353928,0.0,4516066.568353928,0.1883644879896618,234174.37792519288,0.0,234174.37792519288,29422.83850608074,REVIEW_SPOUSE_DOB_MISSING,True
E00263,PEN_DB_01,48.02737850787132,3.405886379192334,60.0,11.972621492128681,15.378507871321016,pensionable_salary_annual,pensionable_salary_annual,2128000.0,0.06,4275128.46918006,0.015,986176.4522129117,218409.0273371661,0.07,0.03,Gompertz-Makeham,0.0002,1e-05,1.1,0.5,0.5,61.78507871321013,0.469633340974775,PIPELINE_06_RETIREMENT_SUMMARY,11.972621492128681,16.452696014800427,0.9809276303843626,3593417.33366663,214243.4496403998,3807660.78330703,0.4448352060676787,750698.8172677596,44757.47994689607,795456.2972146557,233553.3863003641,OK,False
