employee_id,employment_status,department,grade,attained_age_years,completed_service_years,gratuity_plan_id,superannuation_plan_id,gti_plan_id,active_gratuity_member_flag,active_db_pension_member_flag,active_dc_superannuation_member_flag,active_edli_member_flag,active_gti_member_flag,gratuity_dbo,gratuity_puc_one_service_year_pv,db_pension_plan_id,member_dbo,spouse_dbo,db_pension_liability,db_pension_puc_one_service_year_pv,probability_reach_retirement_active,active_survival_source,dc_superannuation_plan_id,current_annual_employer_contribution,current_annual_employee_contribution,projected_future_contribution_corpus,projected_member_corpus_from_available_data,opening_member_corpus_available,dc_model_status,gti_pricing_plan_id,cover_basis,gti_sum_assured,gti_q_death_1y,gti_fresh_expected_death_count,gti_fresh_expected_claim_cost,gti_gross_premium_loading_rate,gti_fresh_model_gross_premium,gti_underwriting_referral_flag,gti_cover_above_free_cover_limit,gti_free_cover_limit,edli_plan_id,edli_capped_monthly_wage,edli_part_b_lower_if_qualifying,edli_part_b_upper_if_qualifying,official_calculator_required_flag,edli_model_status,combined_db_liability,known_group_risk_cover,pipeline_10_version
E00011,Active,Operations,E3,44.01916495550992,5.993155373032169,GRAT_ENH_02,SUP_DC_02,GTI_FLAT_01,True,False,True,True,True,287258.4904517435,47931.09348446748,,,,,,,,SUP_DC_02,80900.0,40450.0,5395835.600967668,5395835.600967668,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_FLAT_01,Flat,2000000.0,0.0008961159317799892,0.0008961159317799892,1792.2318635599784,0.2,2240.289829449973,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,287258.4904517435,2000000.0,P10-C01
E00012,Active,Sales,E4,24.139630390143736,3.9835728952772076,GRAT_STD_01,SUP_DC_02,GTI_FLAT_01,True,False,True,True,True,109415.88790561225,27466.771860841833,,,,,,,,SUP_DC_02,71200.0,35600.0,38429083.81908818,38429083.81908818,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_FLAT_01,Flat,2000000.0,0.00030468206255571237,0.00030468206255571237,609.3641251114248,0.2,761.7051563892809,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,109415.88790561225,2000000.0,P10-C01
E00013,Active,Research,E3,33.86447638603696,4.041067761806982,GRAT_STD_01,,GTI_GRADE_03,True,False,False,True,True,98682.15087526145,24419.82087207943,,,,,,,,,,,,,,,GTI_GRADE_03,Grade Based,2500000.0,0.0004644996905633793,0.0004644996905633793,1161.2492264084483,0.2,1451.5615330105602,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,98682.15087526145,2500000.0,P10-C01
E00014,Active,Supply Chain,E5,43.16495550992471,9.52498288843258,GRAT_STD_01,PEN_DB_02,GTI_GRADE_03,True,True,False,True,True,517569.79203745513,54338.13352735857,PEN_DB_02,1560525.5220611002,142449.44486070308,1702974.9669218033,178790.3439690108,0.40581650082305437,PIPELINE_06_RETIREMENT_SUMMARY,,,,,,,,GTI_GRADE_03,Grade Based,4000000.0,0.0008417033660116185,0.0008417033660116185,3366.813464046474,0.2,4208.516830058093,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,2220544.7589592584,4000000.0,P10-C01
E00015,Active,Supply Chain,E6,38.620123203285424,1.702943189596167,GRAT_STD_01,SUP_DC_01,GTI_GRADE_03,True,False,True,True,True,104409.24201535947,61311.05409342451,,,,,,,,SUP_DC_01,251820.0,0.0,19789595.848564964,19789595.848564964,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_GRADE_03,Grade Based,5000000.0,0.0006161531422440738,0.0006161531422440738,3080.7657112203688,0.2,3850.957139025461,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,104409.24201535947,5000000.0,P10-C01
E00016,Active,Sales,E4,33.20739219712526,3.704312114989733,GRAT_STD_01,,GTI_GRADE_03,True,False,False,True,True,113565.38071938041,30657.616635442497,,,,,,,,,,,,,,,GTI_GRADE_03,Grade Based,3000000.0,0.00044844373827003845,0.00044844373827003845,1345.3312148101154,0.2,1681.6640185126441,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,113565.38071938041,3000000.0,P10-C01
E00017,Active,Supply Chain,E2,25.404517453798768,4.832306639288158,GRAT_STD_01,,,True,False,False,True,False,109125.30926302001,22582.44714352298,,,,,,,,,,,,,,,,,,,,,,,,,,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,109125.30926302001,0.0,P10-C01
E00018,Active,Research,E7,52.63518138261465,14.94592744695414,GRAT_EXEC_03,SUP_DC_01,GTI_SAL_02,True,False,True,True,True,2410897.592995659,161307.99520821843,,,,,,,,SUP_DC_01,373140.0,0.0,4287943.566838251,4287943.566838251,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_SAL_02,Salary Multiple,9555000.0,0.0017817435841380816,0.0017817435841380816,17024.55994643937,0.2,21280.69993304921,True,2055000.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,2410897.592995659,9555000.0,P10-C01
E00019,Active,Supply Chain,E5,41.52224503764545,7.345653661875428,GRAT_STD_01,SUP_DC_01,GTI_SAL_02,True,False,True,True,True,490344.9477036949,66753.07198985261,,,,,,,,SUP_DC_01,200160.0,0.0,11375850.103411548,11375850.103411548,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_SAL_02,Salary Multiple,5649000.0,0.0007487266213571642,0.0007487266213571642,4229.556684046621,0.2,5286.945855058276,False,0.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,490344.9477036949,5649000.0,P10-C01
E00020,Retired,Manufacturing,E1,22.650239561943874,3.36208076659822,GRAT_STD_01,SUP_DC_01,GTI_GRADE_03,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,P10-C01
E00021,Active,Technology,E4,38.63655030800821,5.823408624229979,GRAT_STD_01,PEN_DB_01,GTI_FLAT_01,True,True,False,True,True,170080.47748185607,29206.344334860332,PEN_DB_01,247106.57918532743,0.0,247106.57918532743,42433.32301243105,0.3081148376551949,PIPELINE_06_RETIREMENT_SUMMARY,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.0006168051065743171,0.0006168051065743171,1233.610213148634,0.2,1542.0127664357926,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,417187.0566671835,2000000.0,P10-C01
E00022,Active,Sales,E7,51.79739904175222,5.429158110882957,GRAT_STD_01,SUP_DC_01,GTI_SAL_02,True,False,True,True,True,709589.4589684616,130699.72258609711,,,,,,,,SUP_DC_01,424260.0,0.0,5713950.822179099,5713950.822179099,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_SAL_02,Salary Multiple,10000000.0,0.0016604407558622686,0.0016604407558622686,16604.407558622686,0.2,20755.509448278357,True,2500000.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,709589.4589684616,10000000.0,P10-C01
E00023,Active,Supply Chain,E4,47.10746064339494,4.317590691307323,GRAT_STD_01,PEN_DB_02,GTI_FLAT_01,True,True,False,True,True,146795.2828200915,33999.35133166672,PEN_DB_02,452307.0439032058,32783.15622552026,485090.200128726,112352.05808308005,0.4558179983783638,PIPELINE_06_RETIREMENT_SUMMARY,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.0011342558970346666,0.0011342558970346666,2268.511794069333,0.2,2835.639742586666,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,631885.4829488175,2000000.0,P10-C01
E00024,Retired,Corporate,E2,22.69678302532512,2.674880219028063,GRAT_STD_01,,GTI_FLAT_01,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,P10-C01
E00025,Active,Technology,E3,38.888432580424364,7.759069130732375,GRAT_STD_01,SUP_DC_01,GTI_FLAT_01,True,False,True,True,True,245788.435983292,31677.567481615173,,,,,,,,SUP_DC_01,110520.0,0.0,8444546.90254601,8444546.90254601,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_FLAT_01,Flat,2000000.0,0.000626930723155472,0.000626930723155472,1253.8614463109438,0.2,1567.3268078886797,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,245788.435983292,2000000.0,P10-C01
E00026,Active,Manufacturing,E8,41.82614647501711,3.4140999315537304,GRAT_STD_01,SUP_DC_01,GTI_SAL_02,True,False,True,True,True,351753.09655694425,103029.52567556044,,,,,,,,SUP_DC_01,376740.0,0.0,20735269.541657496,20735269.541657496,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_SAL_02,Salary Multiple,9144000.0,0.0007648488845497336,0.0007648488845497336,6993.778200322764,0.2,8742.222750403454,True,1644000.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,351753.09655694425,9144000.0,P10-C01
E00027,Active,Supply Chain,E2,30.811772758384667,10.702258726899384,GRAT_STD_01,,GTI_FLAT_01,True,False,False,True,True,177761.53323698204,16609.721160094065,,,,,,,,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.000397728369595047,0.000397728369595047,795.4567391900939,0.2,994.3209239876173,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,177761.53323698204,2000000.0,P10-C01
E00028,Active,Customer Service,E3,51.32101300479124,16.761122518822724,GRAT_STD_01,SUP_DC_02,GTI_GRADE_03,True,False,True,True,True,444959.8961486786,26547.141794888088,,,,,,,,SUP_DC_02,57000.0,28500.0,1294681.3048408036,1294681.3048408036,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_GRADE_03,Grade Based,2500000.0,0.0015956575133947769,0.0015956575133947769,3989.143783486942,0.2,4986.429729358677,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,444959.8961486786,2500000.0,P10-C01
E00029,Active,Customer Service,E4,54.940451745379875,4.856947296372348,GRAT_STD_01,,GTI_SAL_02,True,False,False,True,True,194357.4225849898,40016.37463312712,,,,,,,,,,,,,,,GTI_SAL_02,Salary Multiple,3441000.0,0.0021700354252646797,0.0021700354252646797,7467.091898335762,0.2,9333.864872919703,False,0.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,194357.4225849898,3441000.0,P10-C01
E00030,Active,Manufacturing,E4,47.25530458590007,10.507871321013004,GRAT_STD_01,,GTI_FLAT_01,True,False,False,True,True,377256.04885196744,35902.2334140649,,,,,,,,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.0011475077156424735,0.0011475077156424735,2295.015431284947,0.2,2868.769289106184,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,377256.04885196744,2000000.0,P10-C01
E00031,Active,Operations,E6,48.158795345653665,10.625598904859686,GRAT_ENH_02,PEN_DB_01,GTI_GRADE_03,True,True,False,True,True,1073134.716450769,100995.22163969166,PEN_DB_01,2070813.6076104094,135032.1523862343,2205845.7599966438,207597.31096077658,0.5240884246344394,PIPELINE_06_RETIREMENT_SUMMARY,,,,,,,,GTI_GRADE_03,Grade Based,5000000.0,0.0012326732021671761,0.0012326732021671761,6163.366010835881,0.2,7704.20751354485,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,3278980.4764474127,5000000.0,P10-C01
E00032,Exited,Finance,E7,54.49418206707735,1.0321697467488022,GRAT_EXEC_03,,GTI_SAL_02,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,P10-C01
E00033,Active,Operations,E5,60.49555099247091,3.838466803559206,,,GTI_SAL_02,False,False,False,True,True,,,,,,,,,,,,,,,,,GTI_SAL_02,Salary Multiple,5148000.0,0.003542854661895775,0.003542854661895775,18238.61579943945,0.2,22798.26974929931,False,0.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,0.0,5148000.0,P10-C01
E00034,Active,Corporate,E3,33.36618754277892,2.5544147843942504,GRAT_STD_01,SUP_DC_01,GTI_GRADE_03,True,False,True,True,True,71360.69534345539,27936.220765484548,,,,,,,,SUP_DC_01,113580.0,0.0,15324608.755637925,15324608.755637925,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_GRADE_03,Grade Based,2500000.0,0.000452232313396495,0.000452232313396495,1130.5807834912375,0.2,1413.225979364047,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,71360.69534345539,2500000.0,P10-C01
E00035,Active,Manufacturing,E3,33.70294318959617,8.240930869267626,GRAT_STD_01,,,True,False,False,True,False,216569.3014322899,26279.713404698967,,,,,,,,,,,,,,,,,,,,,,,,,,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,216569.3014322899,0.0,P10-C01
E00036,Active,Sales,E1,35.10746064339494,3.29637234770705,GRAT_STD_01,SUP_DC_01,GTI_SAL_02,True,False,True,True,True,37008.228677235034,11226.956415581475,,,,,,,,SUP_DC_01,38700.0,0.0,4386141.898393163,4386141.898393163,False,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,GTI_SAL_02,Salary Multiple,1500000.0,0.0004977639150392983,0.0004977639150392983,746.6458725589474,0.2,933.3073406986842,False,0.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,37008.228677235034,1500000.0,P10-C01
E00037,Active,Manufacturing,E2,21.256673511293634,2.4996577686516086,GRAT_STD_01,,GTI_FLAT_01,True,False,False,True,True,48785.86962113732,19517.019582826288,,,,,,,,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.00027952765400904,0.00027952765400904,559.05530801808,0.2,698.8191350226,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,48785.86962113732,2000000.0,P10-C01
E00038,Active,Finance,E5,49.81519507186858,11.71252566735113,GRAT_STD_01,PEN_DB_02,GTI_SAL_02,True,True,False,True,True,520530.2161216459,44442.18359944627,PEN_DB_02,2199341.365131322,150429.21457020295,2349770.5797015247,200620.31422065964,0.5747502207093358,PIPELINE_06_RETIREMENT_SUMMARY,,,,,,,,GTI_SAL_02,Salary Multiple,3921000.0,0.0014091734345362678,0.0014091734345362678,5525.369036816706,0.2,6906.711296020882,False,0.0,7500000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,2870300.795823171,3921000.0,P10-C01
E00039,Active,Manufacturing,E4,38.691307323750856,4.7091033538672145,GRAT_STD_01,PEN_DB_02,GTI_FLAT_01,True,True,False,True,True,113999.47311469013,24208.31834601195,PEN_DB_02,254551.9691472842,8567.110529180678,263119.0796764649,55874.56037897022,0.3014706059670054,PIPELINE_06_RETIREMENT_SUMMARY,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.0006189857048527467,0.0006189857048527467,1237.9714097054932,0.2,1547.4642621318665,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,377118.55279115506,2000000.0,P10-C01
E00040,Active,Operations,E3,44.98015058179329,6.8172484599589325,GRAT_STD_01,,GTI_FLAT_01,True,False,False,True,True,193145.2290617626,28331.845347312763,,,,,,,,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.000962861917299031,0.000962861917299031,1925.723834598062,0.2,2407.1547932475773,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,193145.2290617626,2000000.0,P10-C01
E00041,Active,Manufacturing,E3,32.89253935660506,0.5065023956194388,GRAT_STD_01,PEN_DB_01,GTI_FLAT_01,True,True,False,True,True,5444.00488810629,10748.23127232877,PEN_DB_01,6900.485541315435,0.0,6900.485541315435,13623.796453867364,0.19508271887804374,PIPELINE_06_RETIREMENT_SUMMARY,,,,,,,,GTI_FLAT_01,Flat,2000000.0,0.00044109931776931203,0.00044109931776931203,882.1986355386241,0.2,1102.74829442328,False,0.0,5000000.0,EDLI_STAT_CURRENT,15000.0,525000.0,700000.0,True,REVIEW_CURRENT_WAGE_USED_AS_12M_PROXY | REVIEW_CONTINUITY_INFORMATION_UNAVAILABLE | OFFICIAL_CALCULATOR_REQUIRED,12344.490429421725,2000000.0,P10-C01
