employee_id,date_of_birth,gender,marital_status,spouse_date_of_birth,spouse_eligible_flag,date_of_joining,employment_status,employment_type,grade,department,occupation_class,work_location,work_environment,exit_date,exit_reason,basic_salary_monthly,dearness_allowance_monthly,eligible_gratuity_wages_monthly,pensionable_salary_annual,gross_compensation_annual,salary_currency,retirement_age,superannuation_join_date,gratuity_member_flag,gratuity_plan_id,superannuation_member_flag,superannuation_plan_id,superannuation_scheme_type,dc_current_corpus,pf_member_flag,edli_eligible_flag,pf_current_balance,average_progressive_balance,edli_continuous_service_months,gti_member_flag,gti_plan_id,gti_cover_basis,gti_sum_assured,source_system,duplicate_resolved_flag,duplicate_resolution_type,date_of_birth_imputed_flag,date_of_joining_reconstructed_flag,exit_date_reconstructed_flag,employment_status_reconciled_flag,exit_reason_reconciled_flag,date_of_birth_imputation_method,date_of_joining_reconstruction_method,basic_salary_reconstructed_flag,gratuity_wage_reconstructed_flag,pensionable_salary_reconstructed_flag,gross_compensation_reconstructed_flag,gratuity_plan_id_imputed_flag,superannuation_plan_id_imputed_flag,gti_plan_id_reconstructed_flag,edli_eligibility_reconciled_flag,cleaning_any_change_flag,cleaning_review_flag,feature_valuation_date,feature_version,active_at_valuation_flag,attained_age_years,attained_age_last_birthday,service_measurement_date,completed_service_years,completed_service_full_years,completed_service_fraction,retirement_age_numeric,expected_retirement_date,remaining_service_years_raw,remaining_service_years,years_to_expected_retirement,basic_salary_annual,dearness_allowance_annual,gratuity_eligible_wages_annual,da_to_basic_ratio,pensionable_to_gratuity_wage_ratio,gross_to_basic_ratio,age_band,service_band,salary_band,active_gratuity_member_flag,active_superannuation_member_flag,active_db_pension_member_flag,active_dc_superannuation_member_flag,active_edli_member_flag,active_gti_member_flag,model_input_quality_status,gratuity_eligible_wages_monthly,edli_eligible_wages_monthly,plan_id,q_death_1y,gti_mortality_source,_pipeline06_q_death,cover_basis,salary_basis_column,salary_basis_amount,sum_assured,free_cover_limit,gross_premium_loading_rate,mortality_A,mortality_B,mortality_c,gti_cover_status,current_quote_exposure_years,fresh_expected_death_count,fresh_expected_claim_cost,underwriting_referral_flag,cover_above_free_cover_limit,fresh_expected_claim_rate_per_1000,pipeline_09_version,credibility_Z,actual_to_expected_count,experience_factor,adjusted_expected_claim_cost,gross_premium_denominator,gross_model_premium,gross_premium_rate_per_1000
E03069,1990-05-12,Male,Married,1996-10-04,Yes,2019-02-04,Active,Permanent,E2,Manufacturing,Factory,Chennai,Plant,,,29000.0,3800.0,32800.0,394000.0,530000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,467000.0,428000.0,90,Yes,GTI_SAL_02,Salary Multiple,1590000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,36.3066392881588,36,2026-09-01,7.572895277207392,7,0.5728952772073921,60,2050-05-12,23.6933607118412,23.6933607118412,23.693360711841205,348000.0,45600.0,393600.0,0.1310344827586207,1.0010162601626016,1.5229885057471264,35-44,5-9,5L-10L,True,False,False,False,True,True,Observed_or_Validated,32100.0,32100.0,GTI_SAL_02,0.0005338140470942011,PIPELINE_06_GTI_MORTALITY,0.0005338140470942011,Salary Multiple,gross_compensation_annual,530000.0,1590000.0,7500000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0005338140470942011,848.7643348797798,False,0.0,0.5338140470942011,P09-C01,0.01016684774255925,705.1365870942258,8.158849470952305,6924.940444597076,0.8,8656.175555746344,5.444135569651788
E03070,1992-08-07,Male,Single,,No,2022-12-12,Active,Permanent,E5,Customer Service,Office,Pune,Office,,,89000.0,300.0,89300.0,1072000.0,1470000.0,INR,60,2023-02-24,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,172000.0,165000.0,44,Yes,GTI_GRADE_03,Grade Based,4000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,34.06707734428473,34,2026-09-01,3.7207392197125255,3,0.7207392197125255,60,2052-08-07,25.932922655715267,25.932922655715267,25.932922655715263,1068000.0,3600.0,1071600.0,0.0033707865168539327,1.0003732736095559,1.3764044943820224,25-34,1-4,10L-20L,True,True,True,False,True,True,Observed_or_Validated,86800.0,86800.0,GTI_GRADE_03,0.0004696564877779309,PIPELINE_06_GTI_MORTALITY,0.0004696564877779309,Grade Based,NOT_APPLICABLE,,4000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0004696564877779309,1878.6259511117235,False,0.0,0.4696564877779309,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,8050.444350862316,0.8,10063.055438577894,2.5157638596444736
E03071,1978-02-01,Female,Married,1978-08-31,Yes,2020-08-04,Active,Permanent,E4,Human Resources,Office,Delhi NCR,Office,,,103900.0,1300.0,105200.0,1262000.0,1781000.0,INR,60,2021-07-27,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1004000.0,Yes,Yes,300000.0,252000.0,72,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,48.580424366872,48,2026-09-01,6.075290896646133,6,0.0752908966461332,60,2038-02-01,11.419575633127998,11.419575633127998,11.419575633127995,1246800.0,15600.0,1262400.0,0.012512030798845043,0.9996831432192649,1.4284568495348091,45-54,5-9,10L-20L,True,True,False,True,True,True,Observed_or_Validated,102700.0,102700.0,GTI_FLAT_01,0.0012749948798268028,PIPELINE_06_GTI_MORTALITY,0.0012749948798268028,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0012749948798268028,2549.9897596536057,False,0.0,1.2749948798268027,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,13358.750930153908,0.8,16698.438662692384,8.349219331346191
E03072,1979-05-02,Male,Married,1986-01-28,Yes,2010-05-22,Active,Permanent,E6,Manufacturing,Management,Chennai,Office,,,145500.0,1500.0,147000.0,1764000.0,2182000.0,INR,60,2011-05-09,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,883000.0,774000.0,195,Yes,GTI_SAL_02,Salary Multiple,6550000.0,Benefits_Admin,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,47.3347022587269,47,2026-09-01,16.279260780287473,16,0.2792607802874727,60,2039-05-02,12.6652977412731,12.6652977412731,12.6652977412731,1746000.0,18000.0,1764000.0,0.010309278350515464,1.0,1.2497136311569301,45-54,10-19,20L-40L,True,True,True,False,True,True,Observed_or_Validated,145100.0,145100.0,GTI_SAL_02,0.0011547018043621766,PIPELINE_06_GTI_MORTALITY,0.0011547018043621766,Salary Multiple,gross_compensation_annual,2182000.0,6546000.0,7500000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0011547018043621766,7558.678011354808,False,0.0,1.1547018043621766,P09-C01,0.01016684774255925,705.1365870942258,8.158849470952305,61670.116094041,0.8,77087.64511755125,11.776297757035021
E03073,1981-12-21,Female,Married,1980-01-01,Yes,2016-02-07,Active,Permanent,E5,Sales,Office,Kolkata,Office,,,94500.0,3600.0,98100.0,1177000.0,1433000.0,INR,60,2017-01-24,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,2388000.0,Yes,Yes,647000.0,570000.0,126,Yes,GTI_FLAT_01,Flat,2000000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,44.695414099931554,44,2026-09-01,10.565366187542779,10,0.5653661875427787,60,2041-12-21,15.304585900068446,15.304585900068446,15.304585900068446,1134000.0,43200.0,1177200.0,0.0380952380952381,0.9998301053346925,1.263668430335097,35-44,10-19,10L-20L,True,True,False,True,True,True,Observed_or_Validated,95300.0,95300.0,GTI_FLAT_01,0.0009424445980218865,PIPELINE_06_GTI_MORTALITY,0.0009424445980218865,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0009424445980218865,1884.8891960437732,False,0.0,0.9424445980218865,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,9874.457419118131,0.8,12343.071773897664,6.171535886948832
E03074,1991-04-08,Female,Single,,No,2024-01-05,Active,Permanent,E2,Operations,Office,Delhi NCR,Office,,,36800.0,1000.0,37800.0,454000.0,607000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,138000.0,115000.0,31,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,35.40041067761807,35,2026-09-01,2.6557152635181382,2,0.6557152635181382,60,2051-04-08,24.59958932238193,24.59958932238193,24.59958932238193,441600.0,12000.0,453600.0,0.02717391304347826,1.0008818342151675,1.3745471014492754,35-44,1-4,5L-10L,True,False,False,False,True,True,Observed_or_Validated,37100.0,37100.0,GTI_FLAT_01,0.0005061942466480678,PIPELINE_06_GTI_MORTALITY,0.0005061942466480678,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0005061942466480678,1012.3884932961356,False,0.0,0.5061942466480678,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,5303.647073600021,0.8,6629.558842000026,3.3147794210000128
E03075,1998-01-30,Male,Single,,No,2020-12-10,Active,Permanent,E2,Human Resources,Office,Mumbai,Office,,,38300.0,0.0,38300.0,460000.0,579000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,375000.0,320000.0,68,Yes,GTI_GRADE_03,Grade Based,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,28.58590006844627,28,2026-09-01,5.724845995893224,5,0.7248459958932241,60,2058-01-30,31.41409993155373,31.41409993155373,31.41409993155373,459600.0,0.0,459600.0,0.0,1.000870322019147,1.2597911227154046,25-34,5-9,5L-10L,True,False,False,False,True,True,Observed_or_Validated,37000.0,37000.0,GTI_GRADE_03,0.00035993074795076583,PIPELINE_06_GTI_MORTALITY,0.00035993074795076583,Grade Based,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.00035993074795076583,719.8614959015317,False,0.0,0.3599307479507659,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,3084.810422029104,0.8,3856.0130275363795,1.9280065137681899
E03076,1981-10-30,Male,Single,,No,2021-02-23,Active,Permanent,E6,Sales,Field,Hyderabad,Field,,,115900.0,14300.0,130200.0,1562000.0,1986000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,312000.0,260000.0,66,Yes,GTI_GRADE_03,Grade Based,5000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,44.837782340862425,44,2026-09-01,5.519507186858316,5,0.5195071868583163,60,2041-10-30,15.162217659137575,15.162217659137575,15.162217659137577,1390800.0,171600.0,1562400.0,0.12338222605694564,0.9997439836149513,1.4279551337359793,35-44,5-9,10L-20L,True,False,False,False,True,True,Observed_or_Validated,128000.0,128000.0,GTI_GRADE_03,0.0009525840494993969,PIPELINE_06_GTI_MORTALITY,0.0009525840494993969,Grade Based,NOT_APPLICABLE,,5000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0009525840494993969,4762.920247496984,False,0.0,0.9525840494993969,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,20410.46243259817,0.8,25513.078040747714,5.102615608149542
E03077,1985-07-17,Female,Married,1978-08-13,Yes,2013-12-29,Active,Permanent,E6,Manufacturing,Office,Hyderabad,Office,,,122200.0,1000.0,123200.0,1478000.0,2059000.0,INR,60,2014-12-13,Yes,GRAT_STD_01,Yes,PEN_DB_02,DB,,Yes,Yes,701000.0,634000.0,152,Yes,GTI_GRADE_03,Grade Based,5000000.0,Benefits_Admin,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,41.125256673511295,41,2026-09-01,12.673511293634498,12,0.6735112936344976,60,2045-07-17,18.874743326488705,18.874743326488705,18.874743326488705,1466400.0,12000.0,1478400.0,0.008183306055646482,0.9997294372294372,1.4041189307146753,35-44,10-19,20L-40L,True,True,True,False,True,True,Observed_or_Validated,117800.0,117800.0,GTI_GRADE_03,0.0007283569590461549,PIPELINE_06_GTI_MORTALITY,0.0007283569590461549,Grade Based,NOT_APPLICABLE,,5000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0007283569590461549,3641.7847952307743,False,0.0,0.7283569590461548,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,15606.079440386853,0.8,19507.599300483565,3.901519860096713
E03078,1983-08-28,Female,Single,,No,2023-05-18,Active,Permanent,E3,Manufacturing,Factory,Hyderabad,Plant,,,57100.0,8900.0,66000.0,792000.0,953000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,156000.0,132000.0,39,Yes,GTI_GRADE_03,Grade Based,2500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,43.011635865845314,43,2026-09-01,3.2908966461327855,3,0.29089664613278554,60,2043-08-28,16.988364134154686,16.988364134154686,16.98836413415469,685200.0,106800.0,792000.0,0.15586690017513136,1.0,1.3908347927612377,35-44,1-4,5L-10L,True,False,False,False,True,True,Observed_or_Validated,64400.0,64400.0,GTI_GRADE_03,0.0008323970403628855,PIPELINE_06_GTI_MORTALITY,0.0008323970403628855,Grade Based,NOT_APPLICABLE,,2500000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0008323970403628855,2080.9926009072137,False,0.0,0.8323970403628854,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,8917.642768772466,0.8,11147.053460965582,4.4588213843862325
E03079,2001-07-25,Male,Widowed/Separated,,No,2022-04-01,Active,Permanent,E4,Sales,Field,Kolkata,Field,,,66000.0,8900.0,74900.0,792000.0,1141000.0,INR,60,2020-04-15,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,338000.0,297000.0,85,Yes,GTI_SAL_02,Salary Multiple,3420000.0,HRIS,False,None,False,True,False,False,False,Observed,Cohort_Median_Joining_Age,False,False,False,False,False,False,False,False,True,False,2026-09-01,P04-C01,True,25.10335386721424,25,2026-09-01,4.418891170431212,4,0.4188911704312117,60,2061-07-25,34.89664613278576,34.89664613278576,34.89664613278576,792000.0,106800.0,898800.0,0.13484848484848486,0.8811748998664887,1.4406565656565657,25-34,1-4,10L-20L,True,True,True,False,True,True,Reconstructed_or_Imputed,73300.0,73300.0,GTI_SAL_02,0.00031475416747829955,PIPELINE_06_GTI_MORTALITY,0.00031475416747829955,Salary Multiple,gross_compensation_annual,1141000.0,3423000.0,7500000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.00031475416747829955,1077.4035152782194,False,0.0,0.31475416747829954,P09-C01,0.01016684774255925,705.1365870942258,8.158849470952305,8790.373100629853,0.8,10987.966375787315,3.2100398410129465
E03080,1992-08-28,Male,Single,,No,2020-02-21,Active,Permanent,E5,Sales,Field,Delhi NCR,Field,,,122300.0,20200.0,142500.0,1710000.0,2360000.0,INR,60,2020-02-26,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1732000.0,Yes,Yes,343000.0,310000.0,78,Yes,GTI_SAL_02,Salary Multiple,7080000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,34.00958247775496,34,2026-09-01,6.52703627652293,6,0.5270362765229297,60,2052-08-28,25.99041752224504,25.99041752224504,25.99041752224504,1467600.0,242400.0,1710000.0,0.1651676206050695,1.0,1.6080675933496866,25-34,5-9,20L-40L,True,True,False,True,True,True,Observed_or_Validated,138900.0,138900.0,GTI_SAL_02,0.00046818294146589503,PIPELINE_06_GTI_MORTALITY,0.00046818294146589503,Salary Multiple,gross_compensation_annual,2360000.0,7080000.0,7500000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.00046818294146589503,3314.7352255785368,False,0.0,0.468182941465895,P09-C01,0.01016684774255925,705.1365870942258,8.158849470952305,27044.425741558414,0.8,33805.532176948014,4.774792680359889
E03081,1982-12-22,Female,Married,1978-11-14,Yes,2019-01-19,Active,Permanent,E6,Finance,Factory,Delhi NCR,Plant,,,144300.0,19100.0,163400.0,1961000.0,2597000.0,INR,60,2019-12-25,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,2349000.0,Yes,Yes,460000.0,445000.0,91,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,43.6933607118412,43,2026-09-01,7.616700889801506,7,0.6167008898015061,60,2042-12-22,16.3066392881588,16.3066392881588,16.306639288158795,1731600.0,229200.0,1960800.0,0.13236313236313235,1.0001019991840066,1.4997689997689998,35-44,5-9,20L-40L,True,True,False,True,True,True,Observed_or_Validated,160300.0,160300.0,GTI_FLAT_01,0.0008748385622156303,PIPELINE_06_GTI_MORTALITY,0.0008748385622156303,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0008748385622156303,1749.6771244312606,False,0.0,0.8748385622156304,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,9166.1155990839,0.8,11457.644498854874,5.728822249427437
E03082,1997-08-10,Male,Married,2003-08-10,Yes,2015-08-31,Active,Permanent,E3,Manufacturing,Factory,Ahmedabad,Plant,,,39400.0,5700.0,45100.0,473000.0,749000.0,INR,60,2016-04-09,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,965000.0,Yes,Yes,620000.0,526000.0,132,Yes,GTI_FLAT_01,Flat,2000000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,29.059548254620122,29,2026-09-01,11.003422313483915,11,0.003422313483914863,60,2057-08-10,30.940451745379878,30.940451745379878,30.940451745379878,472800.0,68400.0,541200.0,0.1446700507614213,0.8739837398373984,1.5841793570219966,25-34,10-19,5L-10L,True,True,False,True,True,True,Observed_or_Validated,43800.0,43800.0,GTI_FLAT_01,0.00036731633045096495,PIPELINE_06_GTI_MORTALITY,0.00036731633045096495,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.00036731633045096495,734.6326609019299,False,0.0,0.36731633045096496,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,3848.554569677258,0.8,4810.693212096572,2.4053466060482864
E03083,2006-03-30,Female,Single,,No,2024-09-01,Active,Contract,E1,Technology,Office,Chennai,Office,,,19000.0,700.0,19700.0,236000.0,324000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,109000.0,94000.0,23,Yes,GTI_GRADE_03,Grade Based,1500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,20.424366872005475,20,2026-09-01,1.998631074606434,1,0.998631074606434,60,2066-03-30,39.57563312799452,39.57563312799452,39.57563312799452,228000.0,8400.0,236400.0,0.03684210526315789,0.9983079526226735,1.4210526315789473,<25,1-4,<5L,True,False,False,False,True,True,Observed_or_Validated,18900.0,18900.0,GTI_GRADE_03,0.00027346137725653847,PIPELINE_06_GTI_MORTALITY,0.00027346137725653847,Grade Based,NOT_APPLICABLE,,1500000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.00027346137725653847,410.19206588480773,False,0.0,0.27346137725653846,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,1757.7891956707604,0.8,2197.23649458845,1.4648243297256336
E03084,1989-05-26,Male,Married,1990-06-02,Yes,2007-08-20,Active,Permanent,E4,Finance,Office,Mumbai,Office,,,123600.0,1500.0,125100.0,1483000.0,1893000.0,INR,60,2014-04-08,Yes,GRAT_ENH_02,Yes,SUP_DC_02,DC,4359000.0,Yes,Yes,1249000.0,1196000.0,228,Yes,GTI_SAL_02,Salary Multiple,5680000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,37.267624914442166,37,2026-09-01,19.033538672142367,19,0.03353867214236672,60,2049-05-26,22.732375085557834,22.732375085557834,22.732375085557837,1483200.0,18000.0,1501200.0,0.012135922330097087,0.9878763655742073,1.276294498381877,35-44,10-19,10L-20L,True,True,False,True,True,True,Observed_or_Validated,120800.0,120800.0,GTI_SAL_02,0.0005658286421475215,PIPELINE_06_GTI_MORTALITY,0.0005658286421475215,Salary Multiple,gross_compensation_annual,1893000.0,5679000.0,7500000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0005658286421475215,3213.340858755774,False,0.0,0.5658286421475215,P09-C01,0.01016684774255925,705.1365870942258,8.158849470952305,26217.164365448974,0.8,32771.455456811214,5.770638397043707
E03085,1986-07-23,Male,Married,1988-05-13,Yes,2024-05-01,Active,Permanent,E5,Technology,Management,Ahmedabad,Office,,,82400.0,900.0,83300.0,989000.0,1301000.0,INR,60,2025-01-09,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,271000.0,Yes,Yes,107000.0,100000.0,28,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,40.10951403148528,40,2026-09-01,2.3353867214236823,2,0.3353867214236823,60,2046-07-23,19.890485968514717,19.890485968514717,19.890485968514717,988800.0,10800.0,999600.0,0.010922330097087379,0.9893957583033214,1.3157362459546926,35-44,1-4,10L-20L,True,True,False,True,True,True,Observed_or_Validated,81600.0,81600.0,GTI_FLAT_01,0.0006796142045243242,PIPELINE_06_GTI_MORTALITY,0.0006796142045243242,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0006796142045243242,1359.2284090486482,False,0.0,0.6796142045243242,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,7120.653604560672,0.8,8900.81700570084,4.4504085028504194
E03086,1998-01-01,Female,Single,,No,2025-01-08,Active,Contract,E1,Manufacturing,Office,Pune,Office,,,21200.0,700.0,21900.0,263000.0,373000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,83000.0,70000.0,19,Yes,GTI_GRADE_03,Grade Based,1500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,28.6652977412731,28,2026-09-01,1.6454483230663928,1,0.6454483230663928,60,2058-01-01,31.3347022587269,31.3347022587269,31.3347022587269,254400.0,8400.0,262800.0,0.0330188679245283,1.0007610350076104,1.4661949685534592,25-34,1-4,<5L,True,False,False,False,True,True,Observed_or_Validated,21500.0,21500.0,GTI_GRADE_03,0.00036114565374823686,PIPELINE_06_GTI_MORTALITY,0.00036114565374823686,Grade Based,NOT_APPLICABLE,,1500000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.00036114565374823686,541.7184806223553,False,0.0,0.3611456537482369,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,2321.4171397468363,0.8,2901.7714246835453,1.9345142831223634
E03088,2001-03-13,Male,Single,,No,2020-12-04,Active,Permanent,E5,Human Resources,Factory,Ahmedabad,Plant,,,109100.0,17900.0,127000.0,1524000.0,2004000.0,INR,60,2021-07-12,Yes,GRAT_EXEC_03,Yes,SUP_DC_01,DC,1232000.0,Yes,Yes,361000.0,333000.0,68,Yes,GTI_GRADE_03,Grade Based,4000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,25.470225872689937,25,2026-09-01,5.7412731006160165,5,0.7412731006160165,60,2061-03-13,34.52977412731006,34.52977412731006,34.52977412731006,1309200.0,214800.0,1524000.0,0.16406966086159486,1.0,1.5307057745187902,25-34,5-9,20L-40L,True,True,False,True,True,True,Observed_or_Validated,126200.0,126200.0,GTI_GRADE_03,0.00031883818150978485,PIPELINE_06_GTI_MORTALITY,0.00031883818150978485,Grade Based,NOT_APPLICABLE,,4000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.00031883818150978485,1275.3527260391395,False,0.0,0.3188381815097848,P09-C01,0.007115704583062382,462.6947243072019,4.285283265728479,5465.247694796722,0.8,6831.559618495901,1.7078899046239753
E03089,1984-04-23,Male,Single,,No,2025-04-18,Active,Permanent,E4,Human Resources,Office,Chennai,Office,,,61900.0,1500.0,63400.0,761000.0,952000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,69000.0,65000.0,16,Yes,GTI_FLAT_01,Flat,2000000.0,Benefits_Admin,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,42.35728952772074,42,2026-09-01,1.3716632443531827,1,0.37166324435318265,60,2044-04-23,17.642710472279262,17.642710472279262,17.642710472279262,742800.0,18000.0,760800.0,0.024232633279483037,1.0002628811777077,1.2816370490037696,35-44,1-4,5L-10L,True,False,False,False,True,True,Observed_or_Validated,61500.0,61500.0,GTI_FLAT_01,0.0007941718872412129,PIPELINE_06_GTI_MORTALITY,0.0007941718872412129,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0007941718872412129,1588.3437744824257,False,0.0,0.7941718872412129,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,8320.931013328303,0.8,10401.163766660378,5.200581883330189
E03090,1978-06-12,Male,Married,1984-01-12,Yes,2019-10-31,Active,Permanent,E2,Corporate,Laboratory,Ahmedabad,Laboratory,,,33500.0,1800.0,35300.0,402000.0,514000.0,INR,60,2020-07-09,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,364000.0,314000.0,82,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False,2026-09-01,P04-C01,True,48.2217659137577,48,2026-09-01,6.836413415468857,6,0.836413415468857,60,2038-06-12,11.7782340862423,11.7782340862423,11.7782340862423,402000.0,21600.0,423600.0,0.05373134328358209,0.9490084985835694,1.2786069651741294,45-54,5-9,5L-10L,True,True,True,False,True,True,Observed_or_Validated,34200.0,34200.0,GTI_FLAT_01,0.0012388865598141072,PIPELINE_06_GTI_MORTALITY,0.0012388865598141072,Flat,NOT_APPLICABLE,,2000000.0,5000000.0,0.2,0.0002,1e-05,1.1,OK,1.0,0.0012388865598141072,2477.7731196282143,False,0.0,1.2388865598141072,P09-C01,0.007968527036337707,532.9360621490785,5.238746892837947,12980.426231609694,0.8,16225.532789512117,8.112766394756058
