employee_id,effective_date,basic_salary_monthly,dearness_allowance_monthly,gratuity_eligible_wages_monthly,pensionable_salary_annual,edli_eligible_wages_monthly,gross_compensation_annual,basic_salary_growth_rate,gross_comp_growth_rate,duplicate_employee_effective_date_flag,future_effective_date_flag,missing_any_salary_component_flag,nonpositive_required_salary_flag,negative_dearness_allowance_flag,large_basic_salary_change_flag,large_gross_comp_change_flag
E00405,2023-04-01,,600.0,27900.0,335000.0,27900.0,445000.0,,0.037296037296037365,False,False,True,False,False,False,False
E00421,2024-04-01,,15900.0,110000.0,1320000.0,110000.0,1792000.0,,0.08147254073627042,False,False,True,False,False,False,False
E00424,2023-04-01,0.0,500.0,68700.0,819000.0,68700.0,1131000.0,-1.0,0.043357933579335706,False,False,False,True,False,True,False
E00435,2025-04-01,,8200.0,55900.0,671000.0,55900.0,803000.0,,0.07930107526881724,False,False,True,False,False,False,False
E00448,2023-04-01,52300.0,1800.0,54100.0,649000.0,,848000.0,0.07392197125256672,0.07341772151898729,False,False,True,False,False,False,False
E00452,2026-04-01,108300.0,800.0,,1309000.0,109100.0,1612000.0,,,False,False,True,False,False,False,False
E00461,2026-04-01,48400.0,1300.0,,596000.0,49700.0,784000.0,0.10000000000000009,0.09957924263674611,False,False,True,False,False,False,False
E00504,2024-04-01,15800.0,500.0,,195000.0,16300.0,245000.0,0.05333333333333323,0.05150214592274671,False,False,True,False,False,False,False
E00505,2022-04-01,38100.0,600.0,38700.0,464000.0,,626000.0,,,False,False,True,False,False,False,False
E00527,2024-04-01,114600.0,11700.0,126300.0,,126300.0,1932000.0,0.014159292035398341,0.014705882352941124,False,False,True,False,False,False,False
E00528,2022-04-01,61600.0,8900.0,70500.0,,70500.0,1115000.0,,,False,False,True,False,False,False,False
E00589,2022-04-01,37800.0,4000.0,,454000.0,41800.0,644000.0,,,False,False,True,False,False,False,False
E00599,2025-04-01,,11000.0,79900.0,959000.0,79900.0,1212000.0,,0.04572907679033644,False,False,True,False,False,False,False
E00602,2024-04-01,,8700.0,84600.0,1015000.0,84600.0,1264000.0,,0.08034188034188028,False,False,True,False,False,False,False
E00627,2026-04-01,,1000.0,101000.0,1212000.0,101000.0,1619000.0,,0.07076719576719581,False,False,True,False,False,False,False
E00640,2025-04-01,114500.0,400.0,,1379000.0,114900.0,1848000.0,0.07009345794392519,0.07130434782608686,False,False,True,False,False,False,False
E00654,2023-04-01,108500.0,100.0,108600.0,,108600.0,1836000.0,0.05135658914728691,0.05154639175257736,False,False,True,False,False,False,False
E00667,2026-04-01,72900.0,5900.0,78800.0,,78800.0,1153000.0,0.035511363636363535,0.035008976660682256,False,False,True,False,False,False,False
E00683,2026-04-01,34200.0,1400.0,35600.0,,35600.0,525000.0,0.06211180124223592,0.06275303643724706,False,False,True,False,False,False,False
E00692,2022-04-01,38600.0,5900.0,,534000.0,44500.0,662000.0,,,False,False,True,False,False,False,False
E00709,2024-04-01,63800.0,500.0,64300.0,,64300.0,993000.0,0.05804311774461035,0.057507987220447365,False,False,True,False,False,False,False
E00713,2024-04-01,38700.0,4200.0,,465000.0,42900.0,618000.0,0.06318681318681318,0.0636833046471601,False,False,True,False,False,False,False
E00733,2026-04-01,,4000.0,30900.0,371000.0,30900.0,514000.0,,0.07756813417190767,False,False,True,False,False,False,False
E00746,2025-04-01,75900.0,7100.0,83000.0,996000.0,83000.0,15384000.0,0.07659574468085117,11.916876574307304,False,False,False,False,False,False,True
E00746,2026-04-01,82800.0,7800.0,90600.0,1087000.0,90600.0,1400000.0,0.09090909090909083,-0.9089963598543942,False,False,False,False,False,False,True
E00750,2025-04-01,30400.0,100.0,,366000.0,30500.0,505000.0,0.05190311418685112,0.05208333333333326,False,False,True,False,False,False,False
E00765,2022-04-01,,4400.0,58100.0,698000.0,58100.0,908000.0,,,False,False,True,False,False,False,False
E00770,2023-04-01,112500.0,11500.0,,1488000.0,124000.0,1934000.0,0.08173076923076916,0.08165548098433995,False,False,True,False,False,False,False
E00770,2025-04-01,133200.0,13600.0,146800.0,,146800.0,2290000.0,0.0741935483870968,0.07461285781323324,False,False,True,False,False,False,False
E00793,2025-04-01,,900.0,30000.0,360000.0,30000.0,440000.0,,0.10275689223057638,False,False,True,False,False,False,False
E00813,2025-04-01,43100.0,1200.0,44300.0,531000.0,,636000.0,0.03855421686746996,0.03752039151712894,False,False,True,False,False,False,False
E00831,2022-04-01,,5200.0,45000.0,540000.0,45000.0,669000.0,,,False,False,True,False,False,False,False
E00859,2024-04-01,61100.0,1000.0,,745000.0,62100.0,996000.0,0.046232876712328785,0.04621848739495804,False,False,True,False,False,False,False
E00860,2025-04-01,,2400.0,24200.0,291000.0,24200.0,391000.0,,0.06830601092896171,False,False,True,False,False,False,False
E00875,2025-04-01,61800.0,1700.0,,742000.0,63500.0,1061000.0,0.06551724137931036,0.06526104417670675,False,False,True,False,False,False,False
E00888,2023-04-01,,31100.0,213800.0,2566000.0,213800.0,3069000.0,,0.06488549618320616,False,False,True,False,False,False,False
E00916,2022-04-01,64300.0,11100.0,75400.0,905000.0,,1132000.0,,,False,False,True,False,False,False,False
E00944,2026-04-01,25200.0,2900.0,28100.0,337000.0,,435000.0,0.07234042553191489,0.07407407407407418,False,False,True,False,False,False,False
E00945,2023-04-01,0.0,4800.0,48300.0,522000.0,48300.0,806000.0,,,False,False,False,True,False,False,False
E00945,2024-04-01,47900.0,5200.0,53100.0,574000.0,53100.0,886000.0,inf,0.09925558312655092,False,False,False,False,False,True,False
E00973,2026-04-01,76900.0,6300.0,83200.0,998000.0,,1219000.0,0.06068965517241387,0.06000000000000005,False,False,True,False,False,False,False
E01019,2025-04-01,58600.0,1500.0,,703000.0,60100.0,879000.0,0.08518518518518525,0.08518518518518525,False,False,True,False,False,False,False
E01028,2024-04-01,42800.0,4000.0,46800.0,514000.0,,712000.0,,,False,False,True,False,False,False,False
E01031,2023-04-01,24300.0,2800.0,27100.0,,27100.0,419000.0,0.06578947368421062,0.06075949367088618,False,False,True,False,False,False,False
E01053,2024-04-01,27700.0,600.0,28300.0,339000.0,,454000.0,0.041353383458646586,0.041284403669724856,False,False,True,False,False,False,False
E01078,2024-04-01,0.0,1000.0,37100.0,445000.0,37100.0,627000.0,-1.0,0.08477508650519039,False,False,False,True,False,True,False
E01078,2025-04-01,39200.0,1100.0,40300.0,484000.0,40300.0,681000.0,inf,0.0861244019138756,False,False,False,False,False,True,False
E01115,2025-04-01,,1300.0,67500.0,810000.0,67500.0,1100000.0,,,False,False,True,False,False,False,False
E01133,2023-04-01,,1500.0,173900.0,2087000.0,173900.0,2710000.0,,0.05818039828192112,False,False,True,False,False,False,False
E01150,2026-04-01,,400.0,31000.0,372000.0,31000.0,480000.0,,0.07623318385650224,False,False,True,False,False,False,False
E01171,2026-04-01,67600.0,6300.0,,812000.0,73900.0,1251000.0,0.07643312101910826,0.07751937984496116,False,False,True,False,False,False,False
E01253,2026-04-01,,27400.0,180300.0,1834000.0,180300.0,2660000.0,,0.05013817607579951,False,False,True,False,False,False,False
E01266,2022-04-01,31900.0,500.0,,389000.0,32400.0,479000.0,,,False,False,True,False,False,False,False
E01266,2025-04-01,,600.0,38400.0,461000.0,38400.0,568000.0,,0.044117647058823595,False,False,True,False,False,False,False
E01270,2024-04-01,46200.0,400.0,46600.0,559000.0,,756000.0,0.03587443946188351,0.03561643835616435,False,False,True,False,False,False,False
E01289,2024-04-01,65600.0,700.0,66300.0,,66300.0,953000.0,0.03797468354430378,0.03699673558215455,False,False,True,False,False,False,False
E01292,2026-04-01,28900.0,300.0,29200.0,350000.0,,493000.0,0.09056603773584904,0.08830022075055188,False,False,True,False,False,False,False
E01299,2025-04-01,,5900.0,44700.0,536000.0,44700.0,740000.0,,0.034965034965035,False,False,True,False,False,False,False
E01304,2025-04-01,,3000.0,23700.0,285000.0,23700.0,386000.0,,,False,False,True,False,False,False,False
E01309,2024-04-01,,1200.0,53000.0,636000.0,53000.0,759000.0,,0.045454545454545414,False,False,True,False,False,False,False
E01342,2026-04-01,158900.0,14100.0,,1907000.0,173000.0,2750000.0,0.07875084860828241,0.07885445272655933,False,False,True,False,False,False,False
E01376,2024-04-01,,2200.0,63300.0,759000.0,63300.0,989000.0,,0.051009564293305054,False,False,True,False,False,False,False
E01393,2023-04-01,,1100.0,38100.0,457000.0,38100.0,552000.0,,0.06976744186046502,False,False,True,False,False,False,False
E01399,2026-04-01,55900.0,8300.0,64200.0,,64200.0,1008000.0,0.07293666026871404,0.07348242811501593,False,False,True,False,False,False,False
E01403,2026-04-01,27700.0,900.0,28600.0,332000.0,28600.0,5676000.0,0.0778210116731517,11.929384965831435,False,False,False,False,False,False,True
E01404,2022-04-01,,2200.0,57500.0,664000.0,57500.0,929000.0,,,False,False,True,False,False,False,False
E01412,2022-04-01,,800.0,129400.0,1544000.0,129400.0,2120000.0,,,False,False,True,False,False,False,False
E01485,2023-04-01,,1100.0,85200.0,1023000.0,85200.0,1252000.0,,0.06643952299829636,False,False,True,False,False,False,False
E01510,2026-04-01,,400.0,32500.0,390000.0,32500.0,476000.0,,0.0625,False,False,True,False,False,False,False
E01528,2025-04-01,34000.0,900.0,34900.0,408000.0,,522000.0,0.0625,0.06530612244897949,False,False,True,False,False,False,False
E01529,2024-04-01,76300.0,400.0,76700.0,,76700.0,1124000.0,0.11386861313868613,0.11287128712871297,False,False,True,False,False,False,False
E01530,2022-04-01,,5100.0,42500.0,510000.0,42500.0,618000.0,,,False,False,True,False,False,False,False
E01599,2026-04-01,22700.0,900.0,23600.0,283000.0,,398000.0,0.09134615384615374,0.0934065934065933,False,False,True,False,False,False,False
E01644,2026-04-01,40500.0,1200.0,,500000.0,41700.0,644000.0,0.08000000000000007,0.08053691275167796,False,False,True,False,False,False,False
E01657,2022-04-01,58800.0,4800.0,,706000.0,63600.0,996000.0,,,False,False,True,False,False,False,False
E01657,2024-04-01,64500.0,5300.0,69800.0,,69800.0,1094000.0,0.028708133971291794,0.030131826741996326,False,False,True,False,False,False,False
E01685,2022-04-01,117500.0,1000.0,118500.0,,118500.0,1791000.0,,,False,False,True,False,False,False,False
E01695,2025-04-01,94600.0,7700.0,102300.0,1227000.0,,1587000.0,0.0961761297798378,0.09675190048375959,False,False,True,False,False,False,False
E01708,2023-04-01,,1800.0,226500.0,2718000.0,226500.0,3848000.0,,0.03440860215053765,False,False,True,False,False,False,False
E01781,2024-04-01,155700.0,2500.0,158200.0,1868000.0,,2608000.0,0.04707464694014796,0.04696908871938987,False,False,True,False,False,False,False
E01820,2023-04-01,89400.0,800.0,90200.0,1082000.0,,1524000.0,,,False,False,True,False,False,False,False
E01828,2025-04-01,130500.0,15900.0,,1757000.0,146400.0,2209000.0,0.06011372867587328,0.0604896783485358,False,False,True,False,False,False,False
E01850,2023-04-01,,1500.0,99200.0,1190000.0,99200.0,1492000.0,,0.07803468208092479,False,False,True,False,False,False,False
E01858,2026-04-01,29700.0,2400.0,32100.0,,32100.0,508000.0,0.09594095940959413,0.09482758620689657,False,False,True,False,False,False,False
E01859,2025-04-01,81200.0,1500.0,82700.0,993000.0,82700.0,16740000.0,0.0855614973262031,12.027237354085603,False,False,False,False,False,False,True
E01859,2026-04-01,88000.0,1700.0,89700.0,1077000.0,89700.0,1513000.0,0.08374384236453203,-0.9096176821983274,False,False,False,False,False,False,True
E01869,2024-04-01,52300.0,5700.0,58000.0,,58000.0,915000.0,,,False,False,True,False,False,False,False
E01879,2024-04-01,65400.0,1800.0,67200.0,785000.0,67200.0,12792000.0,0.04140127388535042,11.504398826979472,False,False,False,False,False,False,True
E01879,2025-04-01,70300.0,1900.0,72200.0,843000.0,72200.0,1145000.0,0.07492354740061158,-0.9104909318323953,False,False,False,False,False,False,True
E01898,2024-04-01,34000.0,1800.0,,430000.0,35800.0,567000.0,,,False,False,True,False,False,False,False
E01936,2026-04-01,80000.0,7800.0,,1054000.0,87800.0,1418000.0,0.07238605898123329,0.0718065003779289,False,False,True,False,False,False,False
E01949,2022-04-01,,4300.0,35400.0,425000.0,35400.0,517000.0,,,False,False,True,False,False,False,False
E01967,2025-04-01,53000.0,8100.0,,733000.0,61100.0,878000.0,,,False,False,True,False,False,False,False
E01985,2024-04-01,59100.0,10300.0,,833000.0,69400.0,1039000.0,,,False,False,True,False,False,False,False
E02006,2026-04-01,119900.0,2900.0,122800.0,,122800.0,1914000.0,0.060123784261715274,0.06038781163434903,False,False,True,False,False,False,False
E02013,2024-04-01,53900.0,300.0,,650000.0,54200.0,859000.0,0.03454894433781197,0.036188178528347326,False,False,True,False,False,False,False
E02014,2025-04-01,43200.0,7100.0,50300.0,603000.0,,850000.0,0.05882352941176472,0.05853051058530512,False,False,True,False,False,False,False
E02016,2022-04-01,143700.0,5200.0,148900.0,,148900.0,2444000.0,,,False,False,True,False,False,False,False
E02016,2025-04-01,,6400.0,182800.0,2194000.0,182800.0,3001000.0,,0.07485673352435529,False,False,True,False,False,False,False
E02038,2026-04-01,64400.0,1100.0,65500.0,,65500.0,1090000.0,0.04885993485342022,0.050096339113680166,False,False,True,False,False,False,False
E02047,2026-04-01,,200.0,45500.0,546000.0,45500.0,775000.0,,0.052989130434782705,False,False,True,False,False,False,False
E02051,2026-04-01,158700.0,900.0,159600.0,1915000.0,,2410000.0,0.056591211717709644,0.05655414291977201,False,False,True,False,False,False,False
E02077,2025-04-01,,2300.0,25300.0,304000.0,25300.0,359000.0,,0.062130177514792884,False,False,True,False,False,False,False
E02083,2022-04-01,153000.0,700.0,153700.0,,153700.0,2443000.0,,,False,False,True,False,False,False,False
E02101,2022-04-01,,2300.0,70300.0,843000.0,70300.0,1004000.0,,,False,False,True,False,False,False,False
E02112,2026-04-01,,200.0,112600.0,1351000.0,112600.0,1733000.0,,0.048396854204476814,False,False,True,False,False,False,False
E02113,2025-04-01,55300.0,6100.0,,737000.0,61400.0,948000.0,0.04536862003780717,0.04520396912899671,False,False,True,False,False,False,False
E02120,2024-04-01,43500.0,1100.0,44600.0,,44600.0,747000.0,0.09571788413098248,0.09691629955947145,False,False,True,False,False,False,False
E02121,2023-04-01,27300.0,3600.0,30900.0,328000.0,,494000.0,0.12809917355371891,0.1278538812785388,False,False,True,False,False,False,False
E02181,2022-04-01,179400.0,2600.0,182000.0,,182000.0,2795000.0,,,False,False,True,False,False,False,False
E02201,2024-04-01,103100.0,1000.0,,1249000.0,104100.0,1602000.0,0.10032017075773747,0.10027472527472536,False,False,True,False,False,False,False
E02207,2024-04-01,53000.0,3600.0,56600.0,679000.0,,866000.0,0.06000000000000005,0.059975520195838516,False,False,True,False,False,False,False
E02252,2025-04-01,43800.0,3800.0,47600.0,571000.0,,716000.0,0.08415841584158423,0.08320726172465953,False,False,True,False,False,False,False
E02282,2026-04-01,110300.0,18100.0,128400.0,1541000.0,,1965000.0,0.04549763033175358,0.04465709728867617,False,False,True,False,False,False,False
E02283,2025-04-01,53100.0,8900.0,62000.0,,62000.0,1008000.0,0.05988023952095811,0.05993690851735023,False,False,True,False,False,False,False
E02328,2023-04-01,,11400.0,86300.0,898000.0,86300.0,1290000.0,,0.07859531772575257,False,False,True,False,False,False,False
E02338,2023-04-01,,1400.0,55600.0,650000.0,55600.0,939000.0,,0.05387205387205385,False,False,True,False,False,False,False
E02350,2022-04-01,168900.0,2300.0,171200.0,2055000.0,,2821000.0,,,False,False,True,False,False,False,False
E02356,2022-04-01,45100.0,5900.0,51000.0,,51000.0,846000.0,,,False,False,True,False,False,False,False
E02402,2024-04-01,216200.0,3000.0,,2630000.0,219200.0,3155000.0,0.04243008678881388,0.04228609184010579,False,False,True,False,False,False,False
E02435,2022-04-01,15900.0,0.0,,191000.0,15900.0,239000.0,,,False,False,True,False,False,False,False
E02446,2023-04-01,56900.0,4700.0,61600.0,683000.0,61600.0,12348000.0,0.06355140186915897,11.756198347107437,False,False,False,False,False,False,True
E02446,2024-04-01,60100.0,5000.0,65100.0,722000.0,65100.0,1088000.0,0.05623901581722324,-0.9118885649497894,False,False,False,False,False,False,True
E02499,2025-04-01,,2200.0,63500.0,736000.0,63500.0,987000.0,,0.052238805970149294,False,False,True,False,False,False,False
E02500,2024-04-01,64000.0,600.0,64600.0,775000.0,,1084000.0,0.10154905335628217,0.10274669379450652,False,False,True,False,False,False,False
E02525,2025-04-01,28100.0,3500.0,31600.0,,31600.0,486000.0,0.044609665427509215,0.0429184549356223,False,False,True,False,False,False,False
E02569,2022-04-01,105800.0,6800.0,112600.0,,112600.0,1710000.0,,,False,False,True,False,False,False,False
E02579,2024-04-01,,5700.0,49400.0,524000.0,49400.0,718000.0,,,False,False,True,False,False,False,False
E02581,2022-04-01,0.0,10700.0,106400.0,1149000.0,106400.0,1725000.0,,,False,False,False,True,False,False,False
E02581,2023-04-01,98000.0,10900.0,108900.0,1176000.0,108900.0,1765000.0,inf,0.023188405797101463,False,False,False,False,False,True,False
E02613,2023-04-01,246800.0,2300.0,249100.0,,249100.0,3928000.0,0.04753820033955858,0.04746666666666677,False,False,True,False,False,False,False
E02617,2024-04-01,,400.0,30400.0,365000.0,30400.0,513000.0,,0.05555555555555558,False,False,True,False,False,False,False
E02649,2024-04-01,56400.0,8100.0,,774000.0,64500.0,1030000.0,0.06818181818181812,0.06735751295336789,False,False,True,False,False,False,False
E02657,2023-04-01,,1600.0,115000.0,1380000.0,115000.0,1892000.0,,0.07074136955291443,False,False,True,False,False,False,False
E02667,2022-04-01,28600.0,2900.0,31500.0,378000.0,,532000.0,,,False,False,True,False,False,False,False
E02696,2024-04-01,,4900.0,54300.0,652000.0,54300.0,828000.0,,,False,False,True,False,False,False,False
E02727,2025-04-01,27700.0,700.0,28400.0,332000.0,,422000.0,,,False,False,True,False,False,False,False
E02746,2024-04-01,49000.0,1800.0,,610000.0,50800.0,759000.0,,,False,False,True,False,False,False,False
E02785,2024-04-01,,1800.0,55200.0,662000.0,55200.0,865000.0,,0.08805031446540879,False,False,True,False,False,False,False
E02801,2024-04-01,56800.0,8400.0,65200.0,783000.0,,1036000.0,0.021582733812949728,0.021696252465483346,False,False,True,False,False,False,False
E02830,2022-04-01,58200.0,9200.0,67400.0,699000.0,,1068000.0,,,False,False,True,False,False,False,False
E02849,2022-04-01,,400.0,69800.0,838000.0,69800.0,1091000.0,,,False,False,True,False,False,False,False
E02871,2026-04-01,,8900.0,73000.0,876000.0,73000.0,1171000.0,,0.036283185840708,False,False,True,False,False,False,False
E02881,2025-04-01,28400.0,1900.0,30300.0,363000.0,,475000.0,0.044117647058823595,0.04625550660792954,False,False,True,False,False,False,False
E02903,2025-04-01,48900.0,6900.0,55800.0,,55800.0,945000.0,0.047109207708779355,0.047671840354767125,False,False,True,False,False,False,False
E02910,2026-04-01,43400.0,6400.0,49800.0,,49800.0,759000.0,0.06896551724137923,0.06901408450704216,False,False,True,False,False,False,False
E02925,2022-04-01,44900.0,4600.0,49500.0,,49500.0,797000.0,,,False,False,True,False,False,False,False
E02951,2025-04-01,46500.0,800.0,47300.0,568000.0,47300.0,713000.0,0.07390300230946889,-0.9106516290726817,False,False,False,False,False,False,True
E02969,2025-04-01,71600.0,9500.0,81100.0,973000.0,,1255000.0,0.025787965616045794,0.026165167620605168,False,False,True,False,False,False,False
E02985,2023-04-01,144900.0,18200.0,163100.0,1739000.0,,2775000.0,0.04848046309696086,0.0487528344671202,False,False,True,False,False,False,False
E02989,2025-04-01,,2500.0,30000.0,360000.0,30000.0,501000.0,,,False,False,True,False,False,False,False
E03007,2022-04-01,39200.0,1400.0,40600.0,,40600.0,614000.0,,,False,False,True,False,False,False,False
E03010,2026-04-01,47400.0,7500.0,54900.0,659000.0,,839000.0,0.07727272727272738,0.0756410256410256,False,False,True,False,False,False,False
E03030,2023-04-01,144700.0,23600.0,168300.0,2020000.0,,2700000.0,0.09787556904400607,0.09756097560975618,False,False,True,False,False,False,False
E03030,2026-04-01,179400.0,29200.0,208600.0,2503000.0,,3347000.0,0.0972477064220183,0.09737704918032786,False,False,True,False,False,False,False
E03042,2025-04-01,58400.0,5600.0,64000.0,,64000.0,1048000.0,0.03546099290780136,0.035573122529644285,False,False,True,False,False,False,False
E03104,2025-04-01,0.0,3800.0,47000.0,564000.0,47000.0,736000.0,-1.0,0.032258064516129004,False,False,False,True,False,True,False
E03104,2026-04-01,45600.0,4000.0,49600.0,595000.0,49600.0,777000.0,inf,0.05570652173913038,False,False,False,False,False,True,False
E03119,2023-04-01,43000.0,6500.0,,594000.0,49500.0,838000.0,,,False,False,True,False,False,False,False
E03126,2026-04-01,82200.0,11200.0,93400.0,,93400.0,1546000.0,0.06753246753246755,0.06694271911663208,False,False,True,False,False,False,False
E03160,2022-04-01,,700.0,20200.0,242000.0,20200.0,315000.0,,,False,False,True,False,False,False,False
E03164,2024-04-01,31000.0,300.0,31300.0,372000.0,,449000.0,0.08391608391608396,0.0845410628019323,False,False,True,False,False,False,False
E03185,2025-04-01,52900.0,4800.0,57700.0,634000.0,57700.0,11736000.0,0.0730223123732252,11.868421052631579,False,False,False,False,False,False,True
E03185,2026-04-01,56900.0,5200.0,62100.0,683000.0,,1053000.0,0.0756143667296787,-0.9102760736196319,False,False,True,False,False,False,True
E03207,2023-04-01,49800.0,4300.0,54100.0,598000.0,,799000.0,0.06866952789699576,0.06961178045515393,False,False,True,False,False,False,False
E03215,2025-04-01,28400.0,2800.0,31200.0,375000.0,31200.0,5628000.0,0.06367041198501866,11.790909090909091,False,False,False,False,False,False,True
E03215,2026-04-01,30000.0,3000.0,33000.0,396000.0,33000.0,496000.0,0.05633802816901401,-0.9118692253020612,False,False,False,False,False,False,True
E03224,2023-04-01,27000.0,4000.0,31000.0,,31000.0,446000.0,0.10655737704918034,0.10396039603960405,False,False,True,False,False,False,False
E03230,2025-04-01,42700.0,3700.0,,557000.0,46400.0,723000.0,0.07286432160804024,0.07270029673590495,False,False,True,False,False,False,False
E03236,2024-04-01,72400.0,11000.0,83400.0,,83400.0,1221000.0,0.04172661870503602,0.04092071611253201,False,False,True,False,False,False,False
E03247,2026-04-01,29000.0,3100.0,32100.0,,32100.0,514000.0,0.00694444444444442,0.007843137254901933,False,False,True,False,False,False,False
E03257,2026-04-01,95000.0,14600.0,109600.0,,109600.0,1722000.0,0.09321058688147299,0.09333333333333327,False,False,True,False,False,False,False
E03308,2023-04-01,21700.0,3400.0,25100.0,261000.0,,368000.0,0.07960199004975133,0.08235294117647052,False,False,True,False,False,False,False
E03320,2023-04-01,,2600.0,30900.0,340000.0,30900.0,480000.0,,,False,False,True,False,False,False,False
E03335,2026-04-01,28100.0,1100.0,,350000.0,29200.0,490000.0,0.0725190839694656,0.07221006564551424,False,False,True,False,False,False,False
E03365,2025-04-01,101900.0,2500.0,104400.0,1222000.0,104400.0,1613000.0,0.07263157894736838,-0.910686600221484,False,False,False,False,False,False,True
E03402,2024-04-01,,4900.0,49000.0,588000.0,49000.0,755000.0,,0.05594405594405605,False,False,True,False,False,False,False
E03422,2023-04-01,24800.0,600.0,25400.0,,25400.0,379000.0,,,False,False,True,False,False,False,False
E03481,2026-04-01,31300.0,3800.0,35100.0,421000.0,,546000.0,,,False,False,True,False,False,False,False
E03488,2026-04-01,40700.0,5000.0,45700.0,549000.0,,756000.0,0.09408602150537626,0.09406657018813314,False,False,True,False,False,False,False
E03508,2024-04-01,,1800.0,105100.0,1261000.0,105100.0,1665000.0,,0.030959752321981338,False,False,True,False,False,False,False
E03545,2023-04-01,0.0,1000.0,52200.0,627000.0,52200.0,846000.0,-1.0,0.06549118387909325,False,False,False,True,False,True,False
E03545,2024-04-01,55200.0,1100.0,56300.0,676000.0,56300.0,912000.0,inf,0.07801418439716312,False,False,False,False,False,True,False
E03556,2026-04-01,,9600.0,312700.0,3753000.0,312700.0,4694000.0,,,False,False,True,False,False,False,False
E03559,2025-04-01,195800.0,3500.0,199300.0,2391000.0,,2975000.0,0.07111597374179435,0.07168587896253609,False,False,True,False,False,False,False
E03597,2023-04-01,31500.0,3900.0,35400.0,,35400.0,563000.0,0.09375,0.09320388349514563,False,False,True,False,False,False,False
E03616,2025-04-01,67900.0,6000.0,,887000.0,73900.0,1051000.0,0.051083591331269274,0.05205205205205199,False,False,True,False,False,False,False
E03651,2026-04-01,,7000.0,75300.0,904000.0,75300.0,1177000.0,,0.07882676443629699,False,False,True,False,False,False,False
E03673,2025-04-01,99800.0,12700.0,112500.0,,112500.0,1709000.0,0.05608465608465618,0.05624227441285545,False,False,True,False,False,False,False
E03694,2023-04-01,132500.0,1600.0,134100.0,1590000.0,,2020000.0,0.024748646558391263,0.02486047691527138,False,False,True,False,False,False,False
E03724,2023-04-01,22200.0,2400.0,24600.0,,24600.0,390000.0,0.032558139534883734,0.034482758620689724,False,False,True,False,False,False,False
E03725,2025-04-01,21100.0,900.0,,264000.0,22000.0,356000.0,0.014423076923076872,0.011363636363636465,False,False,True,False,False,False,False
