employee_id,gratuity_member_flag,gratuity_plan_id,superannuation_member_flag,superannuation_plan_id,superannuation_scheme_type,dc_current_corpus,pf_member_flag,edli_eligible_flag,pf_current_balance,average_progressive_balance,gti_member_flag,gti_plan_id,gti_cover_basis,gti_sum_assured,gratuity_member_missing_plan_flag,gratuity_nonmember_has_plan_flag,invalid_gratuity_plan_flag,super_member_missing_plan_flag,super_member_missing_scheme_type_flag,super_nonmember_has_plan_flag,super_nonmember_has_scheme_type_flag,invalid_super_plan_flag,dc_member_missing_corpus_flag,db_member_has_dc_corpus_flag,pf_no_edli_yes_flag,pf_member_missing_balance_flag,edli_eligible_missing_apb_flag,gti_member_missing_plan_flag,gti_member_missing_cover_basis_flag,gti_member_missing_sum_assured_flag,gti_member_nonpositive_sum_assured_flag,gti_nonmember_has_plan_flag,gti_nonmember_has_sum_assured_flag,invalid_gti_plan_flag
E03714,Yes,,Yes,SUP_DC_01,DC,1138000.0,Yes,Yes,493000.0,436000.0,Yes,GTI_SAL_02,Salary Multiple,2960000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03736,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,3828000.0,Yes,Yes,603000.0,550000.0,Yes,,Salary Multiple,7290000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E03950,Yes,GRAT_STD_01,Yes,,DB,,Yes,Yes,130000.0,108000.0,Yes,GTI_GRADE_03,Grade Based,5000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03966,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,3538000.0,Yes,Yes,749000.0,707000.0,Yes,,Salary Multiple,5950000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E03968,No,,Yes,,DC,392000.0,Yes,Yes,254000.0,226000.0,Yes,GTI_SAL_02,Salary Multiple,2280000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04091,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,719000.0,Yes,Yes,348000.0,302000.0,Yes,,Salary Multiple,2660000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E04157,Yes,GRAT_STD_01,No,,,,No,Yes,,,No,,,,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E04213,Yes,,Yes,SUP_DC_02,DC,69000.0,Yes,Yes,134000.0,115000.0,Yes,GTI_GRADE_03,Grade Based,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04263,Yes,GRAT_STD_01,Yes,,DC,919000.0,Yes,Yes,464000.0,433000.0,Yes,GTI_SAL_02,Salary Multiple,2360000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04406,Yes,GRAT_STD_01,No,,,,Yes,Yes,152000.0,145000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E04422,Yes,,Yes,SUP_DC_01,DC,8020000.0,Yes,Yes,571000.0,516000.0,Yes,GTI_SAL_02,Salary Multiple,10000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04505,Yes,,Yes,SUP_DC_02,DC,1049000.0,Yes,Yes,179000.0,151000.0,Yes,GTI_SAL_02,Salary Multiple,6770000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04531,Yes,GRAT_STD_01,Yes,,DC,895000.0,Yes,Yes,283000.0,266000.0,Yes,GTI_GRADE_03,Grade Based,4000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04622,Yes,,Yes,SUP_DC_01,DC,935000.0,Yes,Yes,537000.0,513000.0,Yes,GTI_FLAT_01,Flat,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04624,Yes,,Yes,SUP_DC_01,DC,3549000.0,Yes,Yes,1050000.0,1013000.0,Yes,GTI_FLAT_01,Flat,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04634,Yes,GRAT_STD_01,Yes,,DC,732000.0,Yes,Yes,631000.0,574000.0,Yes,GTI_SAL_02,Salary Multiple,1500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04708,Yes,,Yes,SUP_DC_01,DC,1330000.0,Yes,Yes,288000.0,281000.0,Yes,GTI_FLAT_01,Flat,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04774,Yes,GRAT_STD_01,Yes,,DC,224000.0,Yes,Yes,197000.0,184000.0,Yes,GTI_SAL_02,Salary Multiple,2560000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04805,Yes,,Yes,SUP_DC_02,DC,1157000.0,Yes,Yes,380000.0,353000.0,Yes,GTI_FLAT_01,Flat,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04827,Yes,,No,,,,Yes,Yes,276000.0,230000.0,Yes,GTI_FLAT_01,Flat,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04875,Yes,GRAT_STD_01,Yes,,DC,1107000.0,Yes,Yes,581000.0,485000.0,Yes,GTI_SAL_02,Salary Multiple,2730000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04952,Yes,GRAT_STD_01,Yes,,DC,600000.0,Yes,Yes,409000.0,399000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05198,Yes,GRAT_STD_01,No,,,,No,Yes,,,No,,,,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E05237,Yes,GRAT_STD_01,Yes,,DC,690000.0,Yes,Yes,240000.0,217000.0,Yes,GTI_SAL_02,Salary Multiple,4140000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05258,Yes,,Yes,SUP_DC_01,DC,455000.0,Yes,No,162000.0,150000.0,Yes,GTI_SAL_02,Salary Multiple,5810000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05300,Yes,GRAT_STD_01,Yes,,DC,5807000.0,Yes,Yes,842000.0,825000.0,Yes,GTI_GRADE_03,Grade Based,5000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05308,Yes,,Yes,PEN_DB_02,DB,,Yes,Yes,308000.0,261000.0,No,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05499,Yes,,Yes,SUP_DC_01,DC,950000.0,Yes,Yes,324000.0,271000.0,Yes,GTI_SAL_02,Salary Multiple,4020000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05554,Yes,GRAT_EXEC_03,Yes,PEN_DB_01,DB,,No,Yes,,,Yes,GTI_SAL_02,Salary Multiple,1930000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E05585,Yes,GRAT_STD_01,Yes,,DB,,Yes,Yes,774000.0,672000.0,Yes,GTI_GRADE_03,Grade Based,3000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05657,Yes,GRAT_STD_01,Yes,,DB,,Yes,Yes,258000.0,251000.0,Yes,GTI_SAL_02,Salary Multiple,10000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05803,Yes,GRAT_STD_01,No,,,,Yes,No,406000.0,352000.0,Yes,,Grade Based,4000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E05836,Yes,,Yes,SUP_DC_01,DC,444000.0,Yes,Yes,377000.0,351000.0,Yes,GTI_SAL_02,Salary Multiple,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05972,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1002000.0,Yes,Yes,237000.0,223000.0,Yes,,Salary Multiple,7300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06061,Yes,GRAT_STD_01,No,,,,No,No,,,Yes,,Salary Multiple,5240000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06084,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,No,288000.0,261000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06085,Yes,GRAT_STD_01,Yes,,DC,986000.0,Yes,Yes,297000.0,272000.0,Yes,GTI_SAL_02,Salary Multiple,4720000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06128,Yes,GRAT_STD_01,No,,,,Yes,Yes,257000.0,219000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06175,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,635000.0,612000.0,Yes,,Salary Multiple,3170000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06202,Yes,GRAT_STD_01,Yes,,DB,,Yes,No,362000.0,344000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06204,Yes,,Yes,SUP_DC_01,DC,1610000.0,Yes,Yes,548000.0,506000.0,Yes,GTI_GRADE_03,Grade Based,4000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06233,Yes,,No,,,,Yes,Yes,288000.0,276000.0,No,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06350,Yes,,Yes,PEN_DB_01,DB,,Yes,Yes,270000.0,236000.0,Yes,GTI_SAL_02,Salary Multiple,10000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06365,Yes,GRAT_STD_01,Yes,,DB,,Yes,Yes,297000.0,262000.0,No,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06370,Yes,GRAT_STD_01,No,,,,Yes,Yes,576000.0,550000.0,Yes,,Grade Based,3000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06421,Yes,GRAT_STD_01,No,,,,Yes,Yes,417000.0,357000.0,Yes,,Salary Multiple,2200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06435,Yes,GRAT_STD_01,Yes,,DC,1334000.0,Yes,Yes,522000.0,493000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06495,Yes,GRAT_ENH_02,No,,,,Yes,No,382000.0,356000.0,Yes,,Salary Multiple,3430000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06496,Yes,GRAT_STD_01,Yes,,DC,329000.0,Yes,Yes,302000.0,282000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06690,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,509000.0,Yes,Yes,303000.0,271000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06814,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,2679000.0,Yes,Yes,639000.0,531000.0,Yes,,Salary Multiple,5650000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06860,Yes,,No,,,,Yes,Yes,341000.0,311000.0,Yes,GTI_GRADE_03,Grade Based,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06885,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,653000.0,Yes,Yes,251000.0,227000.0,Yes,,Salary Multiple,2560000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E06984,Yes,GRAT_STD_01,Yes,,DC,68000.0,Yes,Yes,49000.0,42000.0,Yes,GTI_SAL_02,Salary Multiple,2840000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
