employee_id,grade,basic_salary_monthly,dearness_allowance_monthly,eligible_gratuity_wages_monthly,pensionable_salary_annual,gross_compensation_annual,missing_basic_salary_flag,missing_gratuity_wage_flag,missing_pensionable_salary_flag,missing_gross_compensation_flag,nonpositive_required_salary_flag,negative_dearness_allowance_flag,basic_salary_monthly_extreme_outlier_flag,gross_compensation_annual_extreme_outlier_flag
E04870,E6,,14400.0,181800.0,2182000.0,2603000.0,True,False,False,False,False,False,False,False
E04908,E1,590400.0,5100.0,37900.0,455000.0,539000.0,False,False,False,False,False,False,True,False
E04962,E3,38500.0,800.0,,472000.0,645000.0,False,True,False,False,False,False,False,False
E05066,E2,,100.0,28200.0,337000.0,447000.0,True,False,False,False,False,False,False,False
E05072,E6,131400.0,200.0,131600.0,,1939000.0,False,False,True,False,False,False,False,False
E05183,E4,0.0,2100.0,74400.0,893000.0,1262000.0,False,False,False,False,True,False,False,False
E05218,E4,73700.0,12000.0,85700.0,,1349000.0,False,False,True,False,False,False,False,False
E05309,E4,1402200.0,10000.0,87900.0,1055000.0,1382000.0,False,False,False,False,False,False,True,False
E05452,E3,53400.0,300.0,53700.0,,831000.0,False,False,True,False,False,False,False,False
E05462,E6,,7700.0,108200.0,1206000.0,1581000.0,True,False,False,False,False,False,False,False
E05474,E3,874800.0,4700.0,53300.0,640000.0,802000.0,False,False,False,False,False,False,True,False
E05700,E4,115600.0,4100.0,119700.0,,1801000.0,False,False,True,False,False,False,False,False
E05723,E3,,5400.0,56500.0,613000.0,922000.0,True,False,False,False,False,False,False,False
E05724,E3,100700.0,12500.0,113200.0,1208000.0,1723000.0,False,False,False,False,False,False,True,True
E05738,E2,29600.0,2700.0,32300.0,,506000.0,False,False,True,False,False,False,False,False
E05808,E2,,1800.0,49300.0,570000.0,818000.0,True,False,False,False,False,False,False,False
E05927,E4,,7200.0,60800.0,643000.0,975000.0,True,False,False,False,False,False,False,False
E05959,E2,,400.0,39200.0,470000.0,576000.0,True,False,False,False,False,False,False,False
E05960,E5,,12200.0,83400.0,854000.0,1323000.0,True,False,False,False,False,False,False,False
E06059,E4,0.0,10200.0,80900.0,848000.0,1169000.0,False,False,False,False,True,False,False,False
E06103,E5,,4600.0,123400.0,1481000.0,1821000.0,True,False,False,False,False,False,False,False
E06213,E4,,7200.0,94400.0,1133000.0,1477000.0,True,False,False,False,False,False,False,False
E06224,E4,48200.0,6300.0,,654000.0,861000.0,False,True,False,False,False,False,False,False
E06314,E4,,8900.0,76200.0,914000.0,1129000.0,True,False,False,False,False,False,False,False
E06412,E2,33700.0,500.0,,404000.0,582000.0,False,True,False,False,False,False,False,False
E06456,E3,0.0,3300.0,49100.0,550000.0,812000.0,False,False,False,False,True,False,True,False
E06493,E4,94700.0,13800.0,,1302000.0,1792000.0,False,True,False,False,False,False,False,False
E06572,E4,77500.0,12300.0,89800.0,,1430000.0,False,False,True,False,False,False,False,False
E06646,E2,42900.0,7000.0,49900.0,,710000.0,False,False,True,False,False,False,False,False
E06861,E5,123600.0,22200.0,,1483000.0,2097000.0,False,True,False,False,False,False,False,False
E06879,E3,0.0,600.0,47500.0,570000.0,709000.0,False,False,False,False,True,False,True,False
E06910,E2,0.0,0.0,40100.0,481000.0,628000.0,False,False,False,False,True,False,True,False
E06943,E2,50200.0,6900.0,57100.0,,846000.0,False,False,True,False,False,False,False,False
E06949,E4,,1500.0,65900.0,791000.0,1083000.0,True,False,False,False,False,False,False,False
E06989,E4,61500.0,8300.0,,738000.0,1161000.0,False,True,False,False,False,False,False,False
E06999,E4,0.0,4100.0,65700.0,788000.0,999000.0,False,False,False,False,True,False,False,False
E07059,E5,80100.0,2000.0,,985000.0,1331000.0,False,True,False,False,False,False,False,False
E07063,E4,81000.0,6700.0,87700.0,,1453000.0,False,False,True,False,False,False,False,False
E07140,E3,,1000.0,46900.0,563000.0,692000.0,True,False,False,False,False,False,False,False
E07167,E4,54500.0,700.0,55200.0,,925000.0,False,False,True,False,False,False,False,False
E07239,E6,158300.0,6000.0,164300.0,,2530000.0,False,False,True,False,False,False,False,False
E07309,E4,,12700.0,103800.0,1246000.0,1482000.0,True,False,False,False,False,False,False,False
E07327,E2,48200.0,1800.0,,600000.0,772000.0,False,True,False,False,False,False,False,False
E07347,E6,114200.0,2100.0,,1396000.0,1721000.0,False,True,False,False,False,False,False,False
E07437,E2,44900.0,5800.0,,539000.0,754000.0,False,True,False,False,False,False,False,False
E07523,E1,30000.0,4200.0,,360000.0,546000.0,False,True,False,False,False,False,False,False
E07576,E5,0.0,900.0,90100.0,1070000.0,1305000.0,False,False,False,False,True,False,True,False
E07599,E4,88400.0,14700.0,,1237000.0,1686000.0,False,True,False,False,False,False,False,False
E07609,E3,44000.0,5200.0,49200.0,,808000.0,False,False,True,False,False,False,False,False
E07624,E5,95200.0,3400.0,98600.0,,1610000.0,False,False,True,False,False,False,False,False
E07635,E6,,26500.0,270100.0,3241000.0,4593000.0,True,False,False,False,False,False,False,True
E07649,E3,44800.0,3900.0,,584000.0,730000.0,False,True,False,False,False,False,False,False
E07714,E7,,8400.0,236900.0,2843000.0,4024000.0,True,False,False,False,False,False,False,False
E07745,E4,,8200.0,78100.0,937000.0,1116000.0,True,False,False,False,False,False,False,False
E07790,E2,49500.0,5100.0,,655000.0,898000.0,False,True,False,False,False,False,False,False
E07829,E1,,300.0,33800.0,402000.0,555000.0,True,False,False,False,False,False,False,False
E07841,E5,,4000.0,69800.0,838000.0,1182000.0,True,False,False,False,False,False,False,False
E07885,E4,,1300.0,74400.0,893000.0,1067000.0,True,False,False,False,False,False,False,False
E07897,E5,85400.0,4300.0,,1076000.0,1382000.0,False,True,False,False,False,False,False,False
E07948,E4,52400.0,2500.0,,659000.0,793000.0,False,True,False,False,False,False,False,False
E08023,E4,89500.0,8100.0,97600.0,,1383000.0,False,False,True,False,False,False,False,False
E08060,E3,47000.0,4800.0,,564000.0,844000.0,False,True,False,False,False,False,False,False
E08089,E3,,300.0,52900.0,635000.0,784000.0,True,False,False,False,False,False,False,False
E08121,E6,125100.0,3200.0,128300.0,,2140000.0,False,False,True,False,False,False,False,False
E08149,E1,,2800.0,29500.0,354000.0,462000.0,True,False,False,False,False,False,False,False
E08316,E5,,15300.0,117900.0,1415000.0,1871000.0,True,False,False,False,False,False,False,False
E08328,E4,59300.0,9300.0,,823000.0,1056000.0,False,True,False,False,False,False,False,False
E08416,E7,,2900.0,214400.0,2573000.0,3073000.0,True,False,False,False,False,False,False,False
E08453,E7,,500.0,132200.0,1586000.0,2064000.0,True,False,False,False,False,False,False,False
E08456,E1,,800.0,38100.0,457000.0,627000.0,True,False,False,False,False,False,False,False
E08492,E4,,7500.0,53900.0,557000.0,768000.0,True,False,False,False,False,False,False,False
E08506,E5,1425600.0,0.0,79200.0,950000.0,1234000.0,False,False,False,False,False,False,True,False
E08714,E3,100300.0,10200.0,110500.0,1326000.0,1777000.0,False,False,False,False,False,False,True,True
E08722,E4,88900.0,7700.0,96600.0,,1435000.0,False,False,True,False,False,False,False,False
E08788,E5,96400.0,700.0,97100.0,,1584000.0,False,False,True,False,False,False,False,False
E08803,E5,,10400.0,98300.0,1180000.0,1549000.0,True,False,False,False,False,False,False,False
E08804,E4,0.0,2000.0,60000.0,696000.0,968000.0,False,False,False,False,True,False,False,False
E08808,E2,35200.0,2900.0,,457000.0,549000.0,False,True,False,False,False,False,False,False
E08837,E2,0.0,6300.0,49600.0,520000.0,827000.0,False,False,False,False,True,False,True,False
E08852,E1,34000.0,4600.0,,463000.0,609000.0,False,True,False,False,False,False,False,False
E09023,E4,,3000.0,,985000.0,1259000.0,True,True,False,False,False,False,False,False
E09134,E1,,400.0,24000.0,288000.0,353000.0,True,False,False,False,False,False,False,False
E09161,E2,67100.0,8800.0,75900.0,911000.0,1289000.0,False,False,False,False,False,False,False,True
E09281,E1,,3900.0,31400.0,377000.0,455000.0,True,False,False,False,False,False,False,False
E09285,E6,2471400.0,12800.0,150100.0,1801000.0,2342000.0,False,False,False,False,False,False,True,False
E09334,E5,0.0,3600.0,111700.0,1340000.0,1627000.0,False,False,False,False,True,False,True,False
E09350,E5,,15400.0,111300.0,1151000.0,1654000.0,True,False,False,False,False,False,False,False
E09616,E7,,200.0,215500.0,2586000.0,3181000.0,True,False,False,False,False,False,False,False
E09689,E6,,2700.0,134900.0,1586000.0,2194000.0,True,False,False,False,False,False,False,False
E09708,E6,151600.0,24600.0,176200.0,,2626000.0,False,False,True,False,False,False,False,False
E09783,E4,,2200.0,75300.0,877000.0,1258000.0,True,False,False,False,False,False,False,False
E09808,E2,22000.0,3900.0,,264000.0,389000.0,False,True,False,False,False,False,False,False
E09910,E1,390600.0,3800.0,25500.0,306000.0,381000.0,False,False,False,False,False,False,True,False
E09933,E6,160900.0,3600.0,164500.0,,2621000.0,False,False,True,False,False,False,False,False
E09934,E3,32300.0,5400.0,,452000.0,591000.0,False,True,False,False,False,False,False,False
