employee_id,effective_date,basic_salary_monthly,dearness_allowance_monthly,gratuity_eligible_wages_monthly,pensionable_salary_annual,edli_eligible_wages_monthly,gross_compensation_annual
E00028,2024-04-01,44600.0,1600.0,46200.0,535000.0,46200.0,745000.0
E00028,2025-04-01,45300.0,1600.0,46900.0,543000.0,46900.0,756000.0
E00028,2026-04-01,47600.0,1700.0,49300.0,571000.0,49300.0,795000.0
E00029,2022-04-01,50400.0,5600.0,56000.0,672000.0,56000.0,888000.0
E00029,2023-04-01,53300.0,5900.0,59200.0,711000.0,59200.0,939000.0
E00029,2024-04-01,55900.0,6200.0,62100.0,746000.0,62100.0,985000.0
E00029,2025-04-01,60200.0,6700.0,66900.0,803000.0,66900.0,1061000.0
E00029,2026-04-01,63600.0,7000.0,70600.0,848000.0,70600.0,1120000.0
E00030,2022-04-01,47000.0,1500.0,48500.0,564000.0,48500.0,761000.0
E00030,2023-04-01,51500.0,1600.0,53100.0,618000.0,53100.0,834000.0
E00030,2024-04-01,55700.0,1800.0,57500.0,669000.0,57500.0,903000.0
E00030,2025-04-01,59200.0,1900.0,61100.0,711000.0,61100.0,959000.0
E00030,2026-04-01,63300.0,2000.0,65300.0,760000.0,65300.0,1025000.0
E00031,2022-04-01,90900.0,7900.0,98800.0,1186000.0,98800.0,1676000.0
E00031,2023-04-01,100300.0,8700.0,109000.0,1308000.0,109000.0,1849000.0
E00031,2024-04-01,106600.0,9200.0,115800.0,1390000.0,115800.0,1964000.0
E00031,2025-04-01,117300.0,10200.0,127500.0,1530000.0,127500.0,2163000.0
E00031,2026-04-01,124200.0,10800.0,135000.0,1620000.0,135000.0,2290000.0
E00032,2026-04-01,248300.0,1500.0,249800.0,2980000.0,249800.0,3676000.0
E00033,2023-04-01,75300.0,3000.0,78300.0,940000.0,78300.0,1320000.0
E00033,2024-04-01,82300.0,3300.0,85600.0,1028000.0,85600.0,1443000.0
E00033,2025-04-01,88600.0,3500.0,92100.0,1106000.0,92100.0,1552000.0
E00033,2026-04-01,93300.0,3700.0,97000.0,1164000.0,97000.0,1635000.0
E00034,2024-04-01,51800.0,1200.0,53000.0,636000.0,53000.0,777000.0
E00034,2025-04-01,56400.0,1300.0,57700.0,692000.0,57700.0,846000.0
E00034,2026-04-01,61800.0,1500.0,63300.0,759000.0,63300.0,928000.0
E00035,2022-04-01,34800.0,3600.0,38400.0,461000.0,38400.0,630000.0
E00035,2023-04-01,37200.0,3900.0,41100.0,493000.0,41100.0,675000.0
E00035,2024-04-01,39900.0,4200.0,44100.0,529000.0,44100.0,724000.0
E00035,2025-04-01,42400.0,4400.0,46800.0,562000.0,46800.0,768000.0
E00035,2026-04-01,45400.0,4700.0,50100.0,601000.0,50100.0,822000.0
E00036,2024-04-01,18600.0,2000.0,20600.0,248000.0,20600.0,294000.0
E00036,2025-04-01,19700.0,2100.0,21800.0,262000.0,21800.0,311000.0
E00036,2026-04-01,21200.0,2300.0,23500.0,282000.0,23500.0,336000.0
E00037,2024-04-01,33600.0,5400.0,39000.0,403000.0,39000.0,583000.0
E00037,2025-04-01,35800.0,5800.0,41600.0,430000.0,41600.0,622000.0
E00037,2026-04-01,39100.0,6300.0,45400.0,469000.0,45400.0,679000.0
E00038,2022-04-01,61700.0,1200.0,62900.0,755000.0,62900.0,990000.0
E00038,2023-04-01,67200.0,1300.0,68500.0,822000.0,68500.0,1079000.0
E00038,2024-04-01,70300.0,1400.0,71700.0,860000.0,71700.0,1129000.0
E00038,2025-04-01,74200.0,1500.0,75700.0,908000.0,75700.0,1192000.0
E00038,2026-04-01,79600.0,1600.0,81200.0,974000.0,81200.0,1279000.0
E00039,2022-04-01,33200.0,3300.0,36500.0,438000.0,36500.0,620000.0
E00039,2023-04-01,35300.0,3500.0,38800.0,466000.0,38800.0,660000.0
E00039,2024-04-01,37000.0,3600.0,40600.0,487000.0,40600.0,690000.0
E00039,2025-04-01,39000.0,3800.0,42800.0,514000.0,42800.0,728000.0
E00039,2026-04-01,41800.0,4100.0,45900.0,551000.0,45900.0,780000.0
E00040,2022-04-01,34000.0,1200.0,35200.0,422000.0,35200.0,508000.0
E00040,2023-04-01,38000.0,1400.0,39400.0,473000.0,39400.0,568000.0
E00040,2024-04-01,41200.0,1500.0,42700.0,512000.0,42700.0,616000.0
E00040,2025-04-01,45600.0,1700.0,47300.0,568000.0,47300.0,682000.0
E00040,2026-04-01,50000.0,1800.0,51800.0,622000.0,51800.0,747000.0
E00041,2026-04-01,27300.0,2600.0,29900.0,359000.0,29900.0,505000.0
E00042,2023-04-01,35100.0,1200.0,36300.0,436000.0,36300.0,558000.0
E00042,2024-04-01,37700.0,1200.0,38900.0,467000.0,38900.0,598000.0
E00042,2025-04-01,41400.0,1400.0,42800.0,514000.0,42800.0,658000.0
E00042,2026-04-01,44600.0,1500.0,46100.0,553000.0,46100.0,709000.0
E00043,2025-04-01,48600.0,6200.0,54800.0,658000.0,54800.0,808000.0
E00043,2026-04-01,51500.0,6500.0,58000.0,696000.0,58000.0,855000.0
E00044,2025-04-01,100200.0,300.0,100500.0,1203000.0,100500.0,1523000.0
E00044,2026-04-01,107400.0,300.0,107700.0,1289000.0,107700.0,1632000.0
E00045,2022-04-01,124700.0,4300.0,129000.0,1497000.0,129000.0,1998000.0
E00045,2023-04-01,131700.0,4500.0,136200.0,1581000.0,136200.0,2109000.0
E00045,2024-04-01,137900.0,4700.0,142600.0,1655000.0,142600.0,2208000.0
E00045,2025-04-01,146300.0,5000.0,151300.0,1756000.0,151300.0,2343000.0
E00045,2026-04-01,151100.0,5200.0,156300.0,1814000.0,156300.0,2420000.0
E00046,2022-04-01,139800.0,2200.0,142000.0,1704000.0,142000.0,2327000.0
E00046,2023-04-01,148100.0,2300.0,150400.0,1805000.0,150400.0,2464000.0
E00046,2024-04-01,158200.0,2500.0,160700.0,1928000.0,160700.0,2633000.0
E00046,2025-04-01,168700.0,2700.0,171400.0,2057000.0,171400.0,2808000.0
E00046,2026-04-01,180100.0,2800.0,182900.0,2195000.0,182900.0,2997000.0
E00047,2025-04-01,32200.0,600.0,32800.0,393000.0,32800.0,475000.0
E00047,2026-04-01,34700.0,700.0,35400.0,425000.0,35400.0,512000.0
E00049,2026-04-01,37700.0,400.0,38100.0,457000.0,38100.0,593000.0
E00050,2022-04-01,68300.0,400.0,68700.0,825000.0,68700.0,1054000.0
E00050,2023-04-01,,400.0,73400.0,881000.0,73400.0,1126000.0
E00050,2024-04-01,79200.0,400.0,79600.0,956000.0,79600.0,1221000.0
E00050,2025-04-01,84800.0,400.0,85200.0,1023000.0,85200.0,1307000.0
E00050,2026-04-01,91000.0,500.0,91500.0,1098000.0,91500.0,1403000.0
E00051,2022-04-01,73900.0,8100.0,82000.0,984000.0,82000.0,1207000.0
E00051,2023-04-01,78500.0,8600.0,87100.0,1045000.0,87100.0,1282000.0
E00051,2024-04-01,83000.0,9100.0,92100.0,1105000.0,92100.0,1355000.0
E00051,2025-04-01,88900.0,9700.0,98600.0,1183000.0,98600.0,1451000.0
E00051,2026-04-01,94500.0,10300.0,104800.0,1257000.0,104800.0,1542000.0
E00052,2023-04-01,28600.0,4100.0,32700.0,392000.0,32700.0,506000.0
E00052,2024-04-01,30100.0,4300.0,34400.0,413000.0,34400.0,533000.0
E00052,2025-04-01,31200.0,4500.0,35700.0,428000.0,35700.0,553000.0
E00052,2026-04-01,33700.0,4800.0,38500.0,462000.0,38500.0,596000.0
E00053,2022-04-01,109900.0,18800.0,128700.0,1545000.0,128700.0,2173000.0
E00053,2023-04-01,114100.0,19500.0,133600.0,1604000.0,133600.0,2256000.0
E00053,2024-04-01,120900.0,20600.0,141500.0,1698000.0,141500.0,2389000.0
E00053,2025-04-01,125800.0,21500.0,147300.0,1768000.0,147300.0,2487000.0
E00053,2026-04-01,134100.0,22900.0,157000.0,1884000.0,157000.0,2651000.0
E00054,2022-04-01,24000.0,3100.0,27100.0,325000.0,27100.0,412000.0
E00054,2023-04-01,26200.0,3400.0,29600.0,356000.0,29600.0,450000.0
E00054,2024-04-01,28200.0,3700.0,31900.0,383000.0,31900.0,485000.0
E00054,2025-04-01,30700.0,4000.0,34700.0,417000.0,34700.0,527000.0
E00054,2026-04-01,32600.0,4200.0,36800.0,442000.0,36800.0,559000.0
E00055,2022-04-01,52700.0,1900.0,54600.0,655000.0,54600.0,862000.0
E00055,2023-04-01,56600.0,2100.0,58700.0,704000.0,58700.0,927000.0
E00055,2024-04-01,59300.0,2100.0,61400.0,737000.0,61400.0,969000.0
E00055,2025-04-01,62000.0,2200.0,64200.0,770000.0,64200.0,1014000.0
E00055,2026-04-01,65700.0,2400.0,68100.0,817000.0,68100.0,1075000.0
E00056,2022-04-01,74100.0,11900.0,86000.0,1032000.0,86000.0,1402000.0
E00056,2023-04-01,79800.0,12800.0,92600.0,1111000.0,92600.0,1510000.0
E00056,2024-04-01,87100.0,13900.0,101000.0,1212000.0,101000.0,1647000.0
E00056,2025-04-01,93400.0,14900.0,108300.0,1299000.0,108300.0,1766000.0
E00056,2026-04-01,98800.0,15800.0,114600.0,1375000.0,114600.0,1868000.0
E00057,2024-04-01,49200.0,5300.0,54500.0,654000.0,54500.0,892000.0
E00057,2025-04-01,52100.0,5700.0,57800.0,694000.0,57800.0,946000.0
E00057,2026-04-01,55000.0,6000.0,61000.0,732000.0,61000.0,999000.0
E00058,2022-04-01,37100.0,3700.0,40800.0,490000.0,40800.0,689000.0
E00059,2022-04-01,89600.0,15900.0,105500.0,1075000.0,105500.0,1719000.0
E00059,2023-04-01,95000.0,16800.0,111800.0,1140000.0,111800.0,1821000.0
E00059,2024-04-01,99400.0,17600.0,117000.0,1193000.0,117000.0,1906000.0
E00059,2025-04-01,104300.0,18500.0,122800.0,1252000.0,122800.0,2001000.0
E00059,2026-04-01,111000.0,19700.0,130700.0,1332000.0,130700.0,2129000.0
E00060,2022-04-01,28200.0,300.0,28500.0,339000.0,28500.0,425000.0
E00060,2023-04-01,29600.0,300.0,29900.0,355000.0,29900.0,446000.0
E00060,2024-04-01,31500.0,300.0,31800.0,378000.0,31800.0,474000.0
E00060,2025-04-01,34300.0,400.0,34700.0,412000.0,34700.0,518000.0
E00060,2026-04-01,36500.0,400.0,36900.0,438000.0,36900.0,551000.0
E00061,2022-04-01,17800.0,500.0,18300.0,214000.0,18300.0,278000.0
E00061,2023-04-01,18900.0,600.0,19500.0,228000.0,19500.0,296000.0
E00061,2024-04-01,20200.0,600.0,20800.0,243000.0,20800.0,315000.0
E00061,2025-04-01,21700.0,700.0,22400.0,261000.0,22400.0,340000.0
E00061,2026-04-01,22800.0,700.0,23500.0,274000.0,23500.0,356000.0
E00062,2022-04-01,42500.0,1700.0,44200.0,510000.0,44200.0,656000.0
E00062,2023-04-01,45600.0,1800.0,47400.0,547000.0,47400.0,704000.0
E00062,2024-04-01,49000.0,1900.0,50900.0,588000.0,50900.0,756000.0
E00062,2025-04-01,52600.0,2100.0,54700.0,632000.0,54700.0,812000.0
E00062,2026-04-01,57000.0,2200.0,59200.0,684000.0,59200.0,879000.0
E00063,2022-04-01,19800.0,700.0,20500.0,246000.0,20500.0,349000.0
E00063,2023-04-01,21300.0,800.0,22100.0,265000.0,22100.0,377000.0
E00063,2024-04-01,23400.0,800.0,24200.0,291000.0,24200.0,412000.0
E00063,2025-04-01,25700.0,900.0,26600.0,319000.0,26600.0,453000.0
E00063,2026-04-01,27600.0,1000.0,28600.0,343000.0,28600.0,487000.0
E00064,2023-04-01,30100.0,2300.0,32400.0,389000.0,32400.0,511000.0
E00064,2024-04-01,31500.0,2400.0,33900.0,407000.0,33900.0,534000.0
E00064,2025-04-01,33800.0,2500.0,36300.0,435000.0,36300.0,572000.0
E00064,2026-04-01,36600.0,2700.0,39300.0,471000.0,39300.0,619000.0
E00065,2022-04-01,40700.0,4600.0,45300.0,544000.0,45300.0,685000.0
E00065,2023-04-01,43400.0,5000.0,48400.0,581000.0,48400.0,732000.0
E00065,2024-04-01,46400.0,5300.0,51700.0,620000.0,51700.0,782000.0
E00065,2025-04-01,49800.0,5700.0,55500.0,666000.0,55500.0,839000.0
E00065,2026-04-01,52800.0,6000.0,58800.0,706000.0,58800.0,889000.0
E00066,2022-04-01,108000.0,3000.0,111000.0,1332000.0,111000.0,1855000.0
E00066,2023-04-01,113900.0,3100.0,117000.0,1404000.0,117000.0,1956000.0
E00066,2024-04-01,117900.0,3200.0,121100.0,1453000.0,121100.0,2024000.0
E00066,2025-04-01,123900.0,3400.0,127300.0,1527000.0,127300.0,2128000.0
E00066,2026-04-01,130500.0,3600.0,134100.0,1609000.0,134100.0,2241000.0
E00067,2025-04-01,25100.0,3600.0,28700.0,344000.0,28700.0,471000.0
E00067,2026-04-01,26100.0,3800.0,29900.0,359000.0,29900.0,491000.0
E00068,2022-04-01,118600.0,1700.0,120300.0,1422000.0,120300.0,1872000.0
E00068,2023-04-01,,1900.0,129300.0,1529000.0,129300.0,2012000.0
E00068,2024-04-01,134700.0,2000.0,136700.0,1616000.0,136700.0,2127000.0
E00068,2025-04-01,141500.0,2100.0,143600.0,1698000.0,143600.0,2234000.0
E00069,2022-04-01,37400.0,200.0,37600.0,451000.0,37600.0,566000.0
E00069,2023-04-01,38600.0,200.0,38800.0,465000.0,38800.0,584000.0
E00069,2024-04-01,40300.0,200.0,40500.0,486000.0,40500.0,610000.0
E00069,2025-04-01,41400.0,200.0,41600.0,499000.0,41600.0,626000.0
E00069,2026-04-01,43500.0,200.0,43700.0,524000.0,43700.0,658000.0
E00070,2026-04-01,100300.0,3900.0,104200.0,1250000.0,104200.0,1475000.0
E00071,2022-04-01,253000.0,24200.0,277200.0,3326000.0,277200.0,4338000.0
E00071,2023-04-01,273900.0,26200.0,300100.0,3601000.0,300100.0,4696000.0
E00071,2024-04-01,287700.0,27600.0,315300.0,3783000.0,315300.0,4934000.0
E00071,2025-04-01,310000.0,29700.0,339700.0,4076000.0,339700.0,5316000.0
E00071,2026-04-01,331000.0,31700.0,362700.0,4352000.0,362700.0,5676000.0
E00072,2024-04-01,49700.0,1700.0,51400.0,616000.0,51400.0,777000.0
E00072,2025-04-01,54000.0,1900.0,55900.0,670000.0,55900.0,845000.0
E00072,2026-04-01,58000.0,2000.0,60000.0,720000.0,60000.0,907000.0
E00073,2022-04-01,109500.0,18500.0,128000.0,1536000.0,128000.0,2069000.0
E00073,2023-04-01,117600.0,19800.0,137400.0,1649000.0,137400.0,2220000.0
E00073,2024-04-01,126100.0,21300.0,147400.0,1769000.0,147400.0,2382000.0
E00073,2025-04-01,132400.0,22300.0,154700.0,1857000.0,154700.0,2500000.0
E00073,2026-04-01,141000.0,23800.0,164800.0,1978000.0,164800.0,2663000.0
E00074,2024-04-01,86300.0,1300.0,87600.0,1035000.0,87600.0,1474000.0
E00074,2025-04-01,93100.0,1400.0,94500.0,1117000.0,94500.0,1590000.0
E00074,2026-04-01,96600.0,1500.0,98100.0,1159000.0,98100.0,1651000.0
E00075,2022-04-01,65900.0,1300.0,67200.0,806000.0,67200.0,1007000.0
E00075,2023-04-01,69400.0,1400.0,70800.0,850000.0,70800.0,1060000.0
E00075,2024-04-01,75100.0,1500.0,76600.0,919000.0,76600.0,1147000.0
E00075,2025-04-01,81400.0,1600.0,83000.0,996000.0,83000.0,1243000.0
E00075,2026-04-01,87400.0,1800.0,89200.0,1070000.0,89200.0,1336000.0
E00076,2022-04-01,59500.0,7500.0,67000.0,804000.0,67000.0,1035000.0
E00076,2023-04-01,61900.0,7800.0,69700.0,836000.0,69700.0,1077000.0
E00076,2024-04-01,64000.0,8100.0,72100.0,865000.0,72100.0,1114000.0
E00076,2025-04-01,65600.0,8300.0,73900.0,887000.0,73900.0,1142000.0
E00076,2026-04-01,69800.0,8800.0,78600.0,943000.0,78600.0,1214000.0
E00077,2022-04-01,43900.0,3900.0,47800.0,574000.0,47800.0,811000.0
E00077,2023-04-01,46600.0,4100.0,50700.0,608000.0,50700.0,860000.0
E00077,2024-04-01,51400.0,4600.0,56000.0,672000.0,56000.0,950000.0
E00077,2025-04-01,55800.0,5000.0,60800.0,730000.0,60800.0,1031000.0
E00077,2026-04-01,60800.0,5400.0,66200.0,794000.0,66200.0,1123000.0
E00078,2023-04-01,28600.0,3000.0,31600.0,379000.0,31600.0,537000.0
E00078,2024-04-01,30000.0,3100.0,33100.0,397000.0,33100.0,562000.0
E00078,2025-04-01,31300.0,3300.0,34600.0,415000.0,34600.0,588000.0
E00078,2026-04-01,32600.0,3400.0,36000.0,432000.0,36000.0,612000.0
E00079,2022-04-01,67800.0,9100.0,76900.0,923000.0,76900.0,1141000.0
E00079,2023-04-01,72800.0,9700.0,82500.0,990000.0,82500.0,1224000.0
E00079,2024-04-01,74800.0,10000.0,84800.0,1018000.0,84800.0,1258000.0
E00079,2025-04-01,79300.0,10600.0,89900.0,1079000.0,89900.0,1333000.0
E00079,2026-04-01,85900.0,11500.0,97400.0,1169000.0,97400.0,1445000.0
E00080,2022-04-01,89600.0,3000.0,92600.0,1076000.0,92600.0,1500000.0
E00081,2025-04-01,82100.0,14100.0,96200.0,1155000.0,96200.0,1375000.0
E00081,2026-04-01,86100.0,14800.0,100900.0,1211000.0,100900.0,1442000.0
E00082,2022-04-01,337000.0,9600.0,346600.0,4159000.0,346600.0,5794000.0
E00082,2023-04-01,367700.0,10500.0,378200.0,4538000.0,378200.0,6322000.0
E00083,2022-04-01,21500.0,2500.0,24000.0,258000.0,24000.0,384000.0
E00083,2023-04-01,23000.0,2700.0,25700.0,276000.0,25700.0,411000.0
E00083,2024-04-01,24500.0,2900.0,27400.0,294000.0,27400.0,438000.0
E00083,2025-04-01,26300.0,3100.0,29400.0,316000.0,29400.0,470000.0
E00083,2026-04-01,28100.0,3300.0,31400.0,337000.0,31400.0,502000.0
E00084,2022-04-01,42500.0,1000.0,43500.0,522000.0,43500.0,685000.0
E00084,2023-04-01,43800.0,1000.0,44800.0,538000.0,44800.0,705000.0
E00084,2024-04-01,45200.0,1000.0,46200.0,555000.0,46200.0,727000.0
E00084,2025-04-01,46500.0,1000.0,47500.0,570000.0,47500.0,748000.0
E00084,2026-04-01,49000.0,1100.0,50100.0,602000.0,50100.0,789000.0
E00085,2022-04-01,55500.0,9900.0,65400.0,785000.0,65400.0,1023000.0
E00085,2023-04-01,58700.0,10400.0,69100.0,830000.0,69100.0,1081000.0
E00085,2024-04-01,63100.0,11200.0,74300.0,892000.0,74300.0,1162000.0
E00085,2025-04-01,65800.0,11700.0,77500.0,930000.0,77500.0,1212000.0
E00085,2026-04-01,70900.0,12600.0,83500.0,1002000.0,83500.0,1306000.0
E00086,2026-04-01,110100.0,3400.0,113500.0,1362000.0,113500.0,1629000.0
